WKT,id,rna_id,rcl_id,address,house_number,range_low,range_high,road_name,locality,territorial_authority,road_name_utf8,address_utf8,locality_utf8,shape_X,shape_Y
POINT (171.8441088333 -43.7415367),1298512,3050695,54535,"189 Pannetts Road, Mitcham",189,189,,Pannetts Road,Mitcham,Ashburton District,Pannetts Road,"189 Pannetts Road, Mitcham",Mitcham,171.84410883299998,-43.741536700000005
POINT (171.7985518833 -43.6707122833),1305500,3025234,52545,"1392 Back Track, Barrhill",1392,1392,,Back Track,Barrhill,Ashburton District,Back Track,"1392 Back Track, Barrhill",Barrhill,171.798551883,-43.6707122833
POINT (171.3854648333 -43.90444135),1305544,3020034,42343,"427 Hackthorne Road, Carew",427,427,,Hackthorne Road,Carew,Ashburton District,Hackthorne Road,"427 Hackthorne Road, Carew",Carew,171.385464833,-43.90444135
POINT (171.7851536 -43.9378826167),1305735,3046764,49396,"328 Beach Road East, Elgin, Ashburton",328,328,,Beach Road East,Elgin,Ashburton District,Beach Road East,"328 Beach Road East, Elgin, Ashburton",Elgin,171.78515359999997,-43.9378826167
POINT (171.7631160833 -43.9683916),1336802,1837139,287864,"10 Ludlow Drive, Huntingdon",10,10,,Ludlow Drive,Huntingdon,Ashburton District,Ludlow Drive,"10 Ludlow Drive, Huntingdon",Huntingdon,171.763116083,-43.968391600000004
POINT (171.74468125 -43.8832405833),1343822,1837135,288508,"3 Parkdale Close, Allenton, Ashburton",3,3,,Parkdale Close,Allenton,Ashburton District,Parkdale Close,"3 Parkdale Close, Allenton, Ashburton",Allenton,171.74468125,-43.8832405833
POINT (172.1399497667 -43.8769875),1351142,1780923,51041,"634 Dobsons Ferry Road, Dorie",634,634,,Dobsons Ferry Road,Dorie,Ashburton District,Dobsons Ferry Road,"634 Dobsons Ferry Road, Dorie",Dorie,172.13994976700002,-43.8769875
POINT (171.937015 -43.8017519167),1407585,1787813,56380,"63 Chertsey Line Road, Chertsey",63,63,,Chertsey Line Road,Chertsey,Ashburton District,Chertsey Line Road,"63 Chertsey Line Road, Chertsey",Chertsey,171.937015,-43.8017519167
POINT (171.7365394167 -43.8808962667),1419310,1780716,319246,"40 Farm Road, Allenton, Ashburton",40,40,,Farm Road,Allenton,Ashburton District,Farm Road,"40 Farm Road, Allenton, Ashburton",Allenton,171.73653941700002,-43.8808962667
POINT (172.02654245 -43.7615826667),1441811,1785896,32825,"24 Burrowes Road, Rakaia",24,24,,Burrowes Road,Rakaia,Ashburton District,Burrowes Road,"24 Burrowes Road, Rakaia",Rakaia,172.02654245,-43.7615826667
POINT (171.7293812167 -43.9190362667),1444655,1833772,311601,"10 Millibrook Place, Tinwald, Ashburton",10,10,,Millibrook Place,Tinwald,Ashburton District,Millibrook Place,"10 Millibrook Place, Tinwald, Ashburton",Tinwald,171.729381217,-43.9190362667
POINT (171.8118671167 -44.0287468333),1464125,1781033,32572,"293 Fitzgerald Road, Wakanui",293,293,,Fitzgerald Road,Wakanui,Ashburton District,Fitzgerald Road,"293 Fitzgerald Road, Wakanui",Wakanui,171.81186711700002,-44.0287468333
POINT (171.7228075667 -44.00932595),1464127,3047720,34947,"959 Fords Road, Willowby",959,959,,Fords Road,Willowby,Ashburton District,Fords Road,"959 Fords Road, Willowby",Willowby,171.72280756700002,-44.00932595
POINT (171.7332856 -43.9170171333),1559104,1838680,351518,"3 Braam Lane, Tinwald, Ashburton",3,3,,Braam Lane,Tinwald,Ashburton District,Braam Lane,"3 Braam Lane, Tinwald, Ashburton",Tinwald,171.7332856,-43.9170171333
POINT (171.7492031333 -43.9093362333),1573228,1780816,44395,"40 William Street, Ashburton",40,40,,William Street,Ashburton,Ashburton District,William Street,"40 William Street, Ashburton",Ashburton,171.74920313299998,-43.909336233299996
POINT (171.7610342333 -43.9012080833),1597742,1780816,54112,"155 William Street, Ashburton",155,155,,William Street,Ashburton,Ashburton District,William Street,"155 William Street, Ashburton",Ashburton,171.761034233,-43.9012080833
POINT (172.0199916667 -43.7544783333),1613262,1781172,37836,"31 Elizabeth Avenue, Rakaia",31,31,,Elizabeth Avenue,Rakaia,Ashburton District,Elizabeth Avenue,"31 Elizabeth Avenue, Rakaia",Rakaia,172.019991667,-43.7544783333
POINT (171.6476073833 -43.6269626167),1613357,1781009,314985,"1 Racecourse Avenue, Methven",1,1,,Racecourse Avenue,Methven,Ashburton District,Racecourse Avenue,"1 Racecourse Avenue, Methven",Methven,171.64760738299998,-43.6269626167
POINT (171.7594586167 -43.8974438167),1627170,1780797,37027,"3 Princes Street, Netherby, Ashburton",3,3,,Princes Street,Netherby,Ashburton District,Princes Street,"3 Princes Street, Netherby, Ashburton",Netherby,171.759458617,-43.8974438167
POINT (171.7705539 -43.8995118833),1640911,1840719,342646,"5 Orchard Grove, Netherby, Ashburton",5,5,,Orchard Grove,Netherby,Ashburton District,Orchard Grove,"5 Orchard Grove, Netherby, Ashburton",Netherby,171.7705539,-43.8995118833
POINT (171.7504228333 -43.9142262167),1664382,1780791,42134,"1 Willow Street, Hampstead, Ashburton",1,1,,Willow Street,Hampstead,Ashburton District,Willow Street,"1 Willow Street, Hampstead, Ashburton",Hampstead,171.750422833,-43.9142262167
POINT (171.6835144167 -43.6036705667),1666717,1781107,38354,"372 Barkers Road, Highbank",372,372,,Barkers Road,Highbank,Ashburton District,Barkers Road,"372 Barkers Road, Highbank",Highbank,171.683514417,-43.6036705667
POINT (171.8310962833 -43.73073365),1686521,3050695,54536,"354 Pannetts Road, Barrhill",354,354,,Pannetts Road,Barrhill,Ashburton District,Pannetts Road,"354 Pannetts Road, Barrhill",Barrhill,171.831096283,-43.73073365
POINT (171.7552850333 -43.9005560833),1696841,3045302,39420,"15 Aitken Street, Ashburton",15,15,,Aitken Street,Ashburton,Ashburton District,Aitken Street,"15 Aitken Street, Ashburton",Ashburton,171.75528503299998,-43.900556083299996
POINT (171.7541016167 -43.9001501667),1696882,3001995,42137,"605 East Street, Ashburton",605,605,,East Street,Ashburton,Ashburton District,East Street,"605 East Street, Ashburton",Ashburton,171.754101617,-43.9001501667
POINT (171.7514994 -43.9127601833),1696902,1780714,37266,"29 Friendship Lane, Hampstead, Ashburton",29,29,,Friendship Lane,Hampstead,Ashburton District,Friendship Lane,"29 Friendship Lane, Hampstead, Ashburton",Hampstead,171.7514994,-43.9127601833
POINT (171.7511314833 -43.91283655),1696912,1780714,37266,"24 Friendship Lane, Hampstead, Ashburton",24,24,,Friendship Lane,Hampstead,Ashburton District,Friendship Lane,"24 Friendship Lane, Hampstead, Ashburton",Hampstead,171.751131483,-43.91283655
POINT (171.7857101167 -43.8889607833),1696937,1781200,32266,"51 Taits Road, Newland",51,51,,Taits Road,Newland,Ashburton District,Taits Road,"51 Taits Road, Newland",Newland,171.785710117,-43.8889607833
POINT (171.7144079333 -43.94757795),1696982,3047720,352272,"175 Fords Road, Willowby",175,175,,Fords Road,Willowby,Ashburton District,Fords Road,"175 Fords Road, Willowby",Willowby,171.714407933,-43.94757795
POINT (171.7519486 -43.9031825833),1697109,3066714,33645,"192 Wills Street, Ashburton",192,192,,Wills Street,Ashburton,Ashburton District,Wills Street,"192 Wills Street, Ashburton",Ashburton,171.7519486,-43.9031825833
POINT (172.0284858167 -43.7563894167),1697118,1786369,30615,"53 Tancred Street, Rakaia",53,53,,Tancred Street,Rakaia,Ashburton District,Tancred Street,"53 Tancred Street, Rakaia",Rakaia,172.02848581700002,-43.7563894167
POINT (172.0277088333 -43.7545508833),1697156,1781158,42035,"89 Michael Street, Rakaia",89,89,,Michael Street,Rakaia,Ashburton District,Michael Street,"89 Michael Street, Rakaia",Rakaia,172.027708833,-43.7545508833
POINT (171.7465298167 -43.9106829),1697163,1780816,39206,"19 William Street, Ashburton",19,19,,William Street,Ashburton,Ashburton District,William Street,"19 William Street, Ashburton",Ashburton,171.746529817,-43.9106829
POINT (171.7224727167 -43.9178578),1697367,1780706,345154,"90 Melcombe Street, Tinwald, Ashburton",90,90,,Melcombe Street,Tinwald,Ashburton District,Melcombe Street,"90 Melcombe Street, Tinwald, Ashburton",Tinwald,171.72247271700002,-43.9178578
POINT (171.77168195 -43.9040593),1844691,1840720,378986,"48 Braebrook Drive, Netherby, Ashburton",48,48,,Braebrook Drive,Netherby,Ashburton District,Braebrook Drive,"48 Braebrook Drive, Netherby, Ashburton",Netherby,171.77168195,-43.9040593
POINT (171.7686986667 -43.9005750333),1845394,1842146,363876,"3 Magnolia Drive, Netherby, Ashburton",3,3,,Magnolia Drive,Netherby,Ashburton District,Magnolia Drive,"3 Magnolia Drive, Netherby, Ashburton",Netherby,171.768698667,-43.9005750333
POINT (171.2780985333 -43.84847795),137255,1780996,49181,"917 Shepherds Bush Road, Ruapuna",917,917,,Shepherds Bush Road,Ruapuna,Ashburton District,Shepherds Bush Road,"917 Shepherds Bush Road, Ruapuna",Ruapuna,171.278098533,-43.84847795
POINT (171.3064768667 -43.8414595833),139150,1781063,45287,"1034 Moorhouse Road, Ruapuna",1034,1034,,Moorhouse Road,Ruapuna,Ashburton District,Moorhouse Road,"1034 Moorhouse Road, Ruapuna",Ruapuna,171.30647686700001,-43.8414595833
POINT (171.4237986667 -43.8181185167),139756,3015720,49168,"2025 Arundel Rakaia Gorge Road, Mayfield",2025,2025,,Arundel Rakaia Gorge Road,Mayfield,Ashburton District,Arundel Rakaia Gorge Road,"2025 Arundel Rakaia Gorge Road, Mayfield",Mayfield,171.423798667,-43.818118516700004
POINT (171.5127869 -43.9259570167),140036,1781028,44857,"967 Hinds Lismore Road, Lismore",967,967,,Hinds Lismore Road,Lismore,Ashburton District,Hinds Lismore Road,"967 Hinds Lismore Road, Lismore",Lismore,171.5127869,-43.9259570167
POINT (171.5300755667 -43.65575005),140103,3016438,49216,"567 Forks Road, Ashburton Forks",567,567,,Forks Road,Ashburton Forks,Ashburton District,Forks Road,"567 Forks Road, Ashburton Forks",Ashburton Forks,171.530075567,-43.65575005
POINT (171.5262841167 -43.9960236167),140121,1781021,49233,"318 Hinds Arundel Road, Hinds",318,318,,Hinds Arundel Road,Hinds,Ashburton District,Hinds Arundel Road,"318 Hinds Arundel Road, Hinds",Hinds,171.52628411700002,-43.9960236167
POINT (171.5821598667 -43.7435715),140260,3040168,43234,"1772 Ashburton Staveley Road, Ashburton Forks",1772,1772,,Ashburton Staveley Road,Ashburton Forks,Ashburton District,Ashburton Staveley Road,"1772 Ashburton Staveley Road, Ashburton Forks",Ashburton Forks,171.582159867,-43.7435715
POINT (171.5780402 -43.73903115),140264,3040168,43234,"1832 Ashburton Staveley Road, Ashburton Forks",1832,1832,,Ashburton Staveley Road,Ashburton Forks,Ashburton District,Ashburton Staveley Road,"1832 Ashburton Staveley Road, Ashburton Forks",Ashburton Forks,171.57804019999998,-43.73903115
POINT (171.6027930333 -43.5513010333),140326,3015720,33910,"6043 Arundel Rakaia Gorge Road, Methven",6043,6043,,Arundel Rakaia Gorge Road,Methven,Ashburton District,Arundel Rakaia Gorge Road,"6043 Arundel Rakaia Gorge Road, Methven",Methven,171.60279303299998,-43.5513010333
POINT (171.6184764 -43.7792512333),140439,3040168,31087,"1277 Ashburton Staveley Road, Ashburton Forks",1277,1277,,Ashburton Staveley Road,Ashburton Forks,Ashburton District,Ashburton Staveley Road,"1277 Ashburton Staveley Road, Ashburton Forks",Ashburton Forks,171.6184764,-43.7792512333
POINT (171.63957 -43.63113575),140522,1781005,37182,"109 Forest Drive, Methven",109,109,,Forest Drive,Methven,Ashburton District,Forest Drive,"109 Forest Drive, Methven",Methven,171.63957,-43.63113575
POINT (171.6441752333 -43.6346696167),140589,1786324,42864,"18 Jackson Street, Methven",18,18,,Jackson Street,Methven,Ashburton District,Jackson Street,"18 Jackson Street, Methven",Methven,171.644175233,-43.6346696167
POINT (171.6416388833 -43.6311051),140785,1781073,30250,"55 Morgan Street, Methven",55,55,,Morgan Street,Methven,Ashburton District,Morgan Street,"55 Morgan Street, Methven",Methven,171.64163888299998,-43.631105100000006
POINT (171.6404759833 -43.66716865),140957,3035672,53806,"2727 Methven Highway, Methven",2727,2727,,Methven Highway,Methven,Ashburton District,Methven Highway,"2727 Methven Highway, Methven",Methven,171.640475983,-43.66716865
POINT (171.6467913 -43.6329314),141028,3053873,53810,"133 Main Street, Methven",133,133,,Main Street,Methven,Ashburton District,Main Street,"133 Main Street, Methven",Methven,171.64679130000002,-43.632931400000004
POINT (171.6469210333 -43.6320461833),141034,3053873,53811,"149 Main Street, Methven",149,149,,Main Street,Methven,Ashburton District,Main Street,"149 Main Street, Methven",Methven,171.64692103299998,-43.6320461833
POINT (171.6491388833 -43.6290445833),141062,1780861,380152,"17 Lochhead Crescent, Methven",17,17,,Lochhead Crescent,Methven,Ashburton District,Lochhead Crescent,"17 Lochhead Crescent, Methven",Methven,171.649138883,-43.6290445833
POINT (171.64575145 -43.6268169),141063,1781009,314985,"17 Racecourse Avenue, Methven",17,17,,Racecourse Avenue,Methven,Ashburton District,Racecourse Avenue,"17 Racecourse Avenue, Methven",Methven,171.64575145,-43.6268169
POINT (171.6543789667 -43.8018443333),141235,3040168,46139,"894 Ashburton Staveley Road, Greenstreet",894,894,,Ashburton Staveley Road,Greenstreet,Ashburton District,Ashburton Staveley Road,"894 Ashburton Staveley Road, Greenstreet",Greenstreet,171.654378967,-43.8018443333
POINT (171.6579767833 -43.6814959667),141269,3017717,36233,"262 Pole Road, Lauriston",262,262,,Pole Road,Lauriston,Ashburton District,Pole Road,"262 Pole Road, Lauriston",Lauriston,171.65797678299998,-43.6814959667
POINT (171.6610402667 -43.7741632167),141283,1786349,327908,"68 Braemar Lauriston Road, Lauriston",68,68,,Braemar Lauriston Road,Lauriston,Ashburton District,Braemar Lauriston Road,"68 Braemar Lauriston Road, Lauriston",Lauriston,171.661040267,-43.7741632167
POINT (171.6675223167 -43.6157925333),141338,1781107,316045,"251 Barkers Road, Methven",251,251,,Barkers Road,Methven,Ashburton District,Barkers Road,"251 Barkers Road, Methven",Methven,171.66752231700002,-43.6157925333
POINT (171.6823414667 -43.9809083167),141422,3048707,41991,"468 Longbeach Road, Willowby",468,468,,Longbeach Road,Willowby,Ashburton District,Longbeach Road,"468 Longbeach Road, Willowby",Willowby,171.68234146700001,-43.9809083167
POINT (171.7118930667 -43.9328641667),141712,3047720,352271,"68 Fords Road, Tinwald, Ashburton",68,68,,Fords Road,Tinwald,Ashburton District,Fords Road,"68 Fords Road, Tinwald, Ashburton",Tinwald,171.711893067,-43.9328641667
POINT (171.72388455 -43.92364495),141990,1780820,43090,"123 Grove Street, Tinwald, Ashburton",123,123,,Grove Street,Tinwald,Ashburton District,Grove Street,"123 Grove Street, Tinwald, Ashburton",Tinwald,171.72388455,-43.92364495
POINT (171.7223339667 -43.9245251667),142046,1780820,35591,"137 Grove Street, Tinwald, Ashburton",137,137,,Grove Street,Tinwald,Ashburton District,Grove Street,"137 Grove Street, Tinwald, Ashburton",Tinwald,171.722333967,-43.9245251667
POINT (171.7228649667 -43.9218609),142182,1780782,33886,"28 Agnes Street, Tinwald, Ashburton",28,28,,Agnes Street,Tinwald,Ashburton District,Agnes Street,"28 Agnes Street, Tinwald, Ashburton",Tinwald,171.72286496700002,-43.9218609
POINT (171.7231303833 -43.9221054667),142205,1780782,33886,"34 Agnes Street, Tinwald, Ashburton",34,34,,Agnes Street,Tinwald,Ashburton District,Agnes Street,"34 Agnes Street, Tinwald, Ashburton",Tinwald,171.72313038299998,-43.9221054667
POINT (171.7174397167 -43.92601435),142447,1780812,43328,"39 Catherine Street, Tinwald, Ashburton",39,39,,Catherine Street,Tinwald,Ashburton District,Catherine Street,"39 Catherine Street, Tinwald, Ashburton",Tinwald,171.71743971700002,-43.92601435
POINT (171.7275663 -43.8665612333),142514,3035672,54905,"187 Methven Highway, Allenton, Ashburton",187,187,,Methven Highway,Allenton,Ashburton District,Methven Highway,"187 Methven Highway, Allenton, Ashburton",Allenton,171.7275663,-43.8665612333
POINT (171.73401235 -43.89955295),142599,3068322,46944,"3 McNally Street, Ashburton",3,3,,McNally Street,Ashburton,Ashburton District,McNally Street,"3 McNally Street, Ashburton",Ashburton,171.73401235,-43.89955295
POINT (171.7309624833 -43.91212055),142602,1780799,46098,"10 Jordan Avenue, Tinwald, Ashburton",10,10,,Jordan Avenue,Tinwald,Ashburton District,Jordan Avenue,"10 Jordan Avenue, Tinwald, Ashburton",Tinwald,171.73096248299998,-43.91212055
POINT (171.7294511667 -43.9091616167),142759,1780766,54532,"41 Buckleys Terrace, Tinwald, Ashburton",41,41,,Buckleys Terrace,Tinwald,Ashburton District,Buckleys Terrace,"41 Buckleys Terrace, Tinwald, Ashburton",Tinwald,171.729451167,-43.909161616700004
POINT (171.7325622667 -43.9185512833),142947,1780820,47411,"34 Grove Street, Tinwald, Ashburton",34,34,,Grove Street,Tinwald,Ashburton District,Grove Street,"34 Grove Street, Tinwald, Ashburton",Tinwald,171.73256226700002,-43.9185512833
POINT (171.7282578 -43.9185309833),143059,1786291,36580,"57 Thomson Street, Tinwald, Ashburton",57,57,,Thomson Street,Tinwald,Ashburton District,Thomson Street,"57 Thomson Street, Tinwald, Ashburton",Tinwald,171.72825780000002,-43.9185309833
POINT (171.7270540167 -43.9226626333),143065,1780786,319159,"58 Johnstone Street, Tinwald, Ashburton",58,58,,Johnstone Street,Tinwald,Ashburton District,Johnstone Street,"58 Johnstone Street, Tinwald, Ashburton",Tinwald,171.727054017,-43.9226626333
POINT (171.7262009 -43.9169270833),143081,3052970,45160,"61 Archibald Street, Tinwald, Ashburton",61,61,,Archibald Street,Tinwald,Ashburton District,Archibald Street,"61 Archibald Street, Tinwald, Ashburton",Tinwald,171.7262009,-43.9169270833
POINT (171.7266254833 -44.015018),143251,3047720,34947,"1030 Fords Road, Willowby",1030,1030,,Fords Road,Willowby,Ashburton District,Fords Road,"1030 Fords Road, Willowby",Willowby,171.726625483,-44.015018
POINT (171.7392656 -43.8837999833),143325,1780722,312982,"12 Bathurst Street, Allenton, Ashburton",12,12,,Bathurst Street,Allenton,Ashburton District,Bathurst Street,"12 Bathurst Street, Allenton, Ashburton",Allenton,171.73926559999998,-43.8837999833
POINT (171.7372099333 -43.8844338333),143515,1780814,49775,"37 Charles Street, Allenton, Ashburton",37,37,,Charles Street,Allenton,Ashburton District,Charles Street,"37 Charles Street, Allenton, Ashburton",Allenton,171.737209933,-43.8844338333
POINT (171.7388399667 -43.8910119),143817,1780767,30320,"18 Buchanan Place, Allenton, Ashburton",18,18,,Buchanan Place,Allenton,Ashburton District,Buchanan Place,"18 Buchanan Place, Allenton, Ashburton",Allenton,171.73883996700002,-43.8910119
POINT (171.74470085 -43.8875729167),143989,1780749,318590,"33 Churchill Avenue, Allenton, Ashburton",33,33,,Churchill Avenue,Allenton,Ashburton District,Churchill Avenue,"33 Churchill Avenue, Allenton, Ashburton",Allenton,171.74470085,-43.8875729167
POINT (171.7422294833 -43.8944969),144000,3002089,42377,"35 Oak Grove, Ashburton",35,35,,Oak Grove,Ashburton,Ashburton District,Oak Grove,"35 Oak Grove, Ashburton",Ashburton,171.742229483,-43.8944969
POINT (171.7444754667 -43.8864476),144222,1780738,47244,"6 Osborn Grove, Allenton, Ashburton",6,6,,Osborn Grove,Allenton,Ashburton District,Osborn Grove,"6 Osborn Grove, Allenton, Ashburton",Allenton,171.744475467,-43.886447600000004
POINT (171.7424534667 -43.8988698833),144467,3053968,38851,"34 Havelock Street, Ashburton",34,34,,Havelock Street,Ashburton,Ashburton District,Havelock Street,"34 Havelock Street, Ashburton",Ashburton,171.74245346700002,-43.8988698833
POINT (171.7443858167 -43.8971475),144478,3066714,35064,"36 Wills Street, Ashburton",36,36,,Wills Street,Ashburton,Ashburton District,Wills Street,"36 Wills Street, Ashburton",Ashburton,171.744385817,-43.897147499999996
POINT (171.7441334667 -43.89974575),144569,3053968,44090,"57 Havelock Street, Ashburton",57,57,,Havelock Street,Ashburton,Ashburton District,Havelock Street,"57 Havelock Street, Ashburton",Ashburton,171.744133467,-43.89974575
POINT (171.74180155 -43.89949805),144609,3005448,43424,"7 Burnett Street, Ashburton",7,7,,Burnett Street,Ashburton,Ashburton District,Burnett Street,"7 Burnett Street, Ashburton",Ashburton,171.74180155,-43.89949805
POINT (171.7480877667 -43.8825143667),144774,1780780,55252,"125 Allens Road, Allenton, Ashburton",125,125,,Allens Road,Allenton,Ashburton District,Allens Road,"125 Allens Road, Allenton, Ashburton",Allenton,171.74808776700002,-43.8825143667
POINT (171.7492811667 -43.88447605),144818,1780701,31643,"28 Turton Street, Allenton, Ashburton",28,28,,Turton Street,Allenton,Ashburton District,Turton Street,"28 Turton Street, Allenton, Ashburton",Allenton,171.74928116700002,-43.88447605
POINT (171.7468774667 -43.88551755),145055,1780701,39651,"2 Turton Street, Allenton, Ashburton",2,2,,Turton Street,Allenton,Ashburton District,Turton Street,"2 Turton Street, Allenton, Ashburton",Allenton,171.74687746700002,-43.88551755
POINT (171.7539118 -43.8941008667),145147,1780768,37451,"49 Queens Drive, Allenton, Ashburton",49,49,,Queens Drive,Allenton,Ashburton District,Queens Drive,"49 Queens Drive, Allenton, Ashburton",Allenton,171.7539118,-43.8941008667
POINT (171.7541872333 -43.8878426667),145295,1780720,52478,"85 Belt Road, Allenton, Ashburton",85,85,,Belt Road,Allenton,Ashburton District,Belt Road,"85 Belt Road, Allenton, Ashburton",Allenton,171.75418723299998,-43.8878426667
POINT (171.7534545833 -43.9109246333),145717,1780758,43810,"10 Eton Street, Hampstead, Ashburton",10,10,,Eton Street,Hampstead,Ashburton District,Eton Street,"10 Eton Street, Hampstead, Ashburton",Hampstead,171.75345458299998,-43.9109246333
POINT (171.7457532333 -43.90906055),145723,1785618,40963,"113 Dobson Street, Ashburton",113,113,,Dobson Street,Ashburton,Ashburton District,Dobson Street,"113 Dobson Street, Ashburton",Ashburton,171.745753233,-43.90906055
POINT (171.7492095333 -43.9140288),145829,1780793,29009,"176 South Street, Hampstead, Ashburton",176,176,,South Street,Hampstead,Ashburton District,South Street,"176 South Street, Hampstead, Ashburton",Hampstead,171.749209533,-43.9140288
POINT (171.7534705833 -43.9149031667),145918,1780687,30390,"24 Suffolk Street, Hampstead, Ashburton",24,24,,Suffolk Street,Hampstead,Ashburton District,Suffolk Street,"24 Suffolk Street, Hampstead, Ashburton",Hampstead,171.753470583,-43.9149031667
POINT (171.7504395167 -43.90803925),145938,1780684,33070,"257 Tancred Street, Ashburton",257,257,,Tancred Street,Ashburton,Ashburton District,Tancred Street,"257 Tancred Street, Ashburton",Ashburton,171.75043951700002,-43.90803925
POINT (171.7531750667 -43.9058310667),145962,3015368,29240,"266 Cameron Street, Ashburton",266,266,,Cameron Street,Ashburton,Ashburton District,Cameron Street,"266 Cameron Street, Ashburton",Ashburton,171.753175067,-43.9058310667
POINT (171.7496139167 -43.9099456333),146010,3054322,45536,"284B Moore Street, Ashburton",284B,284,,Moore Street,Ashburton,Ashburton District,Moore Street,"284B Moore Street, Ashburton",Ashburton,171.749613917,-43.9099456333
POINT (171.7531046833 -43.9106557),146049,1780684,41200,"300 Tancred Street, Hampstead, Ashburton",300,300,,Tancred Street,Hampstead,Ashburton District,Tancred Street,"300 Tancred Street, Hampstead, Ashburton",Hampstead,171.753104683,-43.9106557
POINT (171.75074775 -43.9054886667),146052,3053968,32562,"302 Havelock Street, Ashburton",302,302,,Havelock Street,Ashburton,Ashburton District,Havelock Street,"302 Havelock Street, Ashburton",Ashburton,171.75074775,-43.9054886667
POINT (171.7535701833 -43.9069677667),146112,3053968,49492,"345 Havelock Street, Ashburton",345,345,,Havelock Street,Ashburton,Ashburton District,Havelock Street,"345 Havelock Street, Ashburton",Ashburton,171.753570183,-43.9069677667
POINT (171.75212925 -43.9077317333),146134,3005448,35356,"361 Burnett Street, Ashburton",361,361,,Burnett Street,Ashburton,Ashburton District,Burnett Street,"361 Burnett Street, Ashburton",Ashburton,171.75212925,-43.9077317333
POINT (171.7506086667 -43.9054775667),146250,3041124,37395,"74 Cass Street, Ashburton",74,74,,Cass Street,Ashburton,Ashburton District,Cass Street,"74 Cass Street, Ashburton",Ashburton,171.750608667,-43.9054775667
POINT (171.7537162833 -43.9151061167),146310,1780687,30390,"28 Suffolk Street, Hampstead, Ashburton",28,28,,Suffolk Street,Hampstead,Ashburton District,Suffolk Street,"28 Suffolk Street, Hampstead, Ashburton",Hampstead,171.753716283,-43.9151061167
POINT (171.7596845 -43.8934093167),146529,1780744,53935,"15 Pages Road, Allenton, Ashburton",15,15,,Pages Road,Allenton,Ashburton District,Pages Road,"15 Pages Road, Allenton, Ashburton",Allenton,171.7596845,-43.8934093167
POINT (171.7588039333 -43.8873423667),146660,1780731,36700,"31 Kelvin Crescent, Allenton, Ashburton",31,31,,Kelvin Crescent,Allenton,Ashburton District,Kelvin Crescent,"31 Kelvin Crescent, Allenton, Ashburton",Allenton,171.758803933,-43.887342366700004
POINT (171.75819575 -43.8938580667),146757,1780803,47100,"4 Digby Place, Allenton, Ashburton",4,4,,Digby Place,Allenton,Ashburton District,Digby Place,"4 Digby Place, Allenton, Ashburton",Allenton,171.75819575,-43.8938580667
POINT (171.7617106667 -43.891599),146816,1780708,30903,"6 Hillier Place, Allenton, Ashburton",6,6,,Hillier Place,Allenton,Ashburton District,Hillier Place,"6 Hillier Place, Allenton, Ashburton",Allenton,171.76171066700002,-43.891599
POINT (171.7621742833 -43.8962933833),146944,1780759,39903,"10 Ferriman Street, Netherby, Ashburton",10,10,,Ferriman Street,Netherby,Ashburton District,Ferriman Street,"10 Ferriman Street, Netherby, Ashburton",Netherby,171.76217428299998,-43.8962933833
POINT (171.7616873667 -43.9007706833),147065,1780816,54110,"161 William Street, Netherby, Ashburton",161,161,,William Street,Netherby,Ashburton District,William Street,"161 William Street, Netherby, Ashburton",Netherby,171.761687367,-43.900770683299996
POINT (171.7611002 -43.8991826833),147229,1780797,32087,"28 Princes Street, Netherby, Ashburton",28,28,,Princes Street,Netherby,Ashburton District,Princes Street,"28 Princes Street, Netherby, Ashburton",Netherby,171.7611002,-43.8991826833
POINT (171.7551712167 -43.8953828667),147236,1780768,46584,"28 Queens Drive, Allenton, Ashburton",28,28,,Queens Drive,Allenton,Ashburton District,Queens Drive,"28 Queens Drive, Allenton, Ashburton",Allenton,171.755171217,-43.895382866700004
POINT (171.7610483167 -43.8974470833),147335,1780726,41831,"4 Ascot Place, Netherby, Ashburton",4,4,,Ascot Place,Netherby,Ashburton District,Ascot Place,"4 Ascot Place, Netherby, Ashburton",Netherby,171.76104831700002,-43.8974470833
POINT (171.7574041 -43.8983974667),147421,3001995,52029,"714 East Street, Netherby, Ashburton",714,714,,East Street,Netherby,Ashburton District,East Street,"714 East Street, Netherby, Ashburton",Netherby,171.7574041,-43.898397466700004
POINT (171.7589580167 -43.9034905333),147423,3045302,38536,"73 Aitken Street, Ashburton",73,73,,Aitken Street,Ashburton,Ashburton District,Aitken Street,"73 Aitken Street, Ashburton",Ashburton,171.758958017,-43.9034905333
POINT (171.7631536 -43.89707495),147463,1780689,33326,"7 Maynard Place, Netherby, Ashburton",7,7,,Maynard Place,Netherby,Ashburton District,Maynard Place,"7 Maynard Place, Netherby, Ashburton",Netherby,171.76315359999998,-43.89707495
POINT (171.7626916333 -43.8955679),147501,1786296,41977,"8 King Street, Netherby, Ashburton",8,8,,King Street,Netherby,Ashburton District,King Street,"8 King Street, Netherby, Ashburton",Netherby,171.762691633,-43.8955679
POINT (171.7637699333 -43.9084149667),147748,1780721,53560,"29 Bird Street, Hampstead, Ashburton",29,29,,Bird Street,Hampstead,Ashburton District,Bird Street,"29 Bird Street, Hampstead, Ashburton",Hampstead,171.763769933,-43.9084149667
