WKT,id,rna_id,rcl_id,address,house_number,range_low,range_high,road_name,locality,territorial_authority,road_name_utf8,address_utf8,locality_utf8,shape_X,shape_Y
POINT (171.6300684333 -43.6346021833),140488,1781029,50257,"80 Hobbs Road, Methven",80,80,,Hobbs Road,Methven,Ashburton District,Hobbs Road,"80 Hobbs Road, Methven",Methven,171.630068433,-43.6346021833
POINT (171.6377184 -43.6286793167),140554,1781005,54090,"140 Forest Drive, Methven",140,140,,Forest Drive,Methven,Ashburton District,Forest Drive,"140 Forest Drive, Methven",Methven,171.6377184,-43.6286793167
POINT (171.7355808667 -43.8805328),143542,1780716,319246,"45 Farm Road, Allenton, Ashburton",45,45,,Farm Road,Allenton,Ashburton District,Farm Road,"45 Farm Road, Allenton, Ashburton",Allenton,171.735580867,-43.8805328
POINT (171.7426811333 -43.9002567333),144382,3005448,38081,"17 Burnett Street, Ashburton",17,17,,Burnett Street,Ashburton,Ashburton District,Burnett Street,"17 Burnett Street, Ashburton",Ashburton,171.742681133,-43.9002567333
POINT (171.74219975 -43.8956100333),144390,3002089,31103,"18 Oak Grove, Ashburton",18,18,,Oak Grove,Ashburton,Ashburton District,Oak Grove,"18 Oak Grove, Ashburton",Ashburton,171.74219975,-43.8956100333
POINT (171.74259485 -43.89567015),144598,3066714,32477,"6 Wills Street, Ashburton",6,6,,Wills Street,Ashburton,Ashburton District,Wills Street,"6 Wills Street, Ashburton",Ashburton,171.74259485,-43.89567015
POINT (171.7538416167 -43.8880755667),145290,1780720,45919,"81 Belt Road, Allenton, Ashburton",81,81,,Belt Road,Allenton,Ashburton District,Belt Road,"81 Belt Road, Allenton, Ashburton",Allenton,171.753841617,-43.8880755667
POINT (171.7479645667 -43.9044751833),145517,3001995,52304,"284 East Street, Ashburton",284,284,,East Street,Ashburton,Ashburton District,East Street,"284 East Street, Ashburton",Ashburton,171.747964567,-43.9044751833
POINT (171.7607094 -43.8931643333),146444,1780744,53101,"10 Pages Road, Allenton, Ashburton",10,10,,Pages Road,Allenton,Ashburton District,Pages Road,"10 Pages Road, Allenton, Ashburton",Allenton,171.7607094,-43.8931643333
POINT (171.75836275 -43.90463205),147477,3045786,49429,"81 Cox Street, Ashburton",81,81,,Cox Street,Ashburton,Ashburton District,Cox Street,"81 Cox Street, Ashburton",Ashburton,171.75836275,-43.90463205
POINT (171.8011307667 -43.7665602),148869,1780854,46309,"239 Lethams Road, Mitcham",239,239,,Lethams Road,Mitcham,Ashburton District,Lethams Road,"239 Lethams Road, Mitcham",Mitcham,171.80113076700002,-43.7665602
POINT (172.01571375 -43.7564919333),150381,1780953,46956,"1 South Town Belt, Rakaia",1,1,,South Town Belt,Rakaia,Ashburton District,South Town Belt,"1 South Town Belt, Rakaia",Rakaia,172.01571375,-43.7564919333
POINT (172.0420542333 -43.7640685333),526246,1780989,45219,"104 Acton Road, Rakaia",104,104,,Acton Road,Rakaia,Ashburton District,Acton Road,"104 Acton Road, Rakaia",Rakaia,172.042054233,-43.7640685333
POINT (171.5652913167 -44.0018753833),1332664,1781128,29816,"47 Reed Street, Hinds",47,47,,Reed Street,Hinds,Ashburton District,Reed Street,"47 Reed Street, Hinds",Hinds,171.565291317,-44.001875383299996
POINT (171.6485119333 -43.62959725),1362453,1780861,380152,"6 Lochhead Crescent, Methven",6,6,,Lochhead Crescent,Methven,Ashburton District,Lochhead Crescent,"6 Lochhead Crescent, Methven",Methven,171.64851193299998,-43.62959725
POINT (171.71637655 -43.8550780333),1463746,1785883,37364,"28 Buchans Road, Greenstreet",28,28,,Buchans Road,Greenstreet,Ashburton District,Buchans Road,"28 Buchans Road, Greenstreet",Greenstreet,171.71637655,-43.855078033299996
POINT (171.6537577333 -43.6392682333),1589320,3050364,54338,"44 Line Road, Methven",44,44,,Line Road,Methven,Ashburton District,Line Road,"44 Line Road, Methven",Methven,171.653757733,-43.6392682333
POINT (171.65207225 -43.6390615),1614575,1780915,54562,"49 Dolma Street, Methven",49,49,,Dolma Street,Methven,Ashburton District,Dolma Street,"49 Dolma Street, Methven",Methven,171.65207225,-43.6390615
POINT (171.7553411167 -43.9026903167),1656667,3045786,29172,"38 Cox Street, Ashburton",38,38,,Cox Street,Ashburton,Ashburton District,Cox Street,"38 Cox Street, Ashburton",Ashburton,171.755341117,-43.9026903167
POINT (171.7539519667 -43.9006207667),1697016,3001995,42137,"564 East Street, Ashburton",564,564,,East Street,Ashburton,Ashburton District,East Street,"564 East Street, Ashburton",Ashburton,171.753951967,-43.9006207667
POINT (171.6412799333 -43.6305254167),1697268,1781005,37182,"99 Forest Drive, Methven",99,99,,Forest Drive,Methven,Ashburton District,Forest Drive,"99 Forest Drive, Methven",Methven,171.641279933,-43.6305254167
POINT (171.6538908 -43.6267523333),1722805,1781107,361516,"83 Barkers Road, Methven",83,83,,Barkers Road,Methven,Ashburton District,Barkers Road,"83 Barkers Road, Methven",Methven,171.6538908,-43.6267523333
POINT (171.5031543333 -43.9972687667),1768714,1781032,42516,"284 Fields Road, Hinds",284,284,,Fields Road,Hinds,Ashburton District,Fields Road,"284 Fields Road, Hinds",Hinds,171.503154333,-43.9972687667
POINT (172.0195451 -43.7492229),1844706,1780886,41021,"11 West Town Belt, Rakaia",11,11,,West Town Belt,Rakaia,Ashburton District,West Town Belt,"11 West Town Belt, Rakaia",Rakaia,172.0195451,-43.7492229
POINT (171.56862100267 -44.0056642236959),2022387,1781117,47134,"44 Nugent Street, Hinds",44,44,,Nugent Street,Hinds,Ashburton District,Nugent Street,"44 Nugent Street, Hinds",Hinds,171.568621003,-44.0056642237
POINT (171.7627776667 -43.96569165),47086,1834216,316467,"19 Torbay Avenue, Huntingdon",19,19,,Torbay Avenue,Huntingdon,Ashburton District,Torbay Avenue,"19 Torbay Avenue, Huntingdon",Huntingdon,171.762777667,-43.96569165
POINT (171.7051698167 -43.9502189667),141719,3047720,352272,"276 Fords Road, Willowby",276,276,,Fords Road,Willowby,Ashburton District,Fords Road,"276 Fords Road, Willowby",Willowby,171.705169817,-43.9502189667
POINT (171.6429045 -43.6365834833),1015412,1780893,320098,"25 Wayne Place, Methven",25,25,,Wayne Place,Methven,Ashburton District,Wayne Place,"25 Wayne Place, Methven",Methven,171.6429045,-43.6365834833
POINT (171.9371814333 -43.80230415),1528639,1786330,43622,"3 King Street, Chertsey",3,3,,King Street,Chertsey,Ashburton District,King Street,"3 King Street, Chertsey",Chertsey,171.937181433,-43.80230415
POINT (171.68868395 -43.7854829167),1618880,3016985,36394,"138 Rooneys Road, Winchmore",138,138,,Rooneys Road,Winchmore,Ashburton District,Rooneys Road,"138 Rooneys Road, Winchmore",Winchmore,171.68868395,-43.7854829167
POINT (171.3933920667 -44.0098092167),139609,3017122,49341,"426 Ealing Montalto Road, Ealing",426,426,,Ealing Montalto Road,Ealing,Ashburton District,Ealing Montalto Road,"426 Ealing Montalto Road, Ealing",Ealing,171.393392067,-44.0098092167
POINT (171.4126713 -43.6650369167),139677,1780908,56320,"326 Coxs Road, Mount Somers",326,326,,Coxs Road,Mount Somers,Ashburton District,Coxs Road,"326 Coxs Road, Mount Somers",Mount Somers,171.41267130000003,-43.665036916700004
POINT (171.42372685 -43.8190340167),139754,3015720,49168,"2016 Arundel Rakaia Gorge Road, Mayfield",2016,2016,,Arundel Rakaia Gorge Road,Mayfield,Ashburton District,Arundel Rakaia Gorge Road,"2016 Arundel Rakaia Gorge Road, Mayfield",Mayfield,171.42372685,-43.8190340167
POINT (171.46374855 -43.6653636833),139883,3040168,337447,"3235 Ashburton Staveley Road, Staveley",3235,3235,,Ashburton Staveley Road,Staveley,Ashburton District,Ashburton Staveley Road,"3235 Ashburton Staveley Road, Staveley",Staveley,171.46374855,-43.6653636833
POINT (171.5330376333 -44.11772925),140124,3018500,49239,"1170 Coldstream Road, Coldstream",1170,1170,,Coldstream Road,Coldstream,Ashburton District,Coldstream Road,"1170 Coldstream Road, Coldstream",Coldstream,171.533037633,-44.11772925
POINT (171.528232 -44.1467097833),140127,1780921,49240,"12 Dowdings Road, Coldstream",12,12,,Dowdings Road,Coldstream,Ashburton District,Dowdings Road,"12 Dowdings Road, Coldstream",Coldstream,171.528232,-44.1467097833
POINT (171.55019295 -43.94206655),140191,1781202,46831,"653 Swamp Road, Maronan",653,653,,Swamp Road,Maronan,Ashburton District,Swamp Road,"653 Swamp Road, Maronan",Maronan,171.55019295,-43.94206655
POINT (171.5823552 -43.7996286833),140266,3019135,34922,"489 Valetta Westerfield Road, Westerfield",489,489,,Valetta Westerfield Road,Westerfield,Ashburton District,Valetta Westerfield Road,"489 Valetta Westerfield Road, Westerfield",Westerfield,171.5823552,-43.7996286833
POINT (171.5935541667 -43.6712269667),140299,1781135,35453,"400 Reynolds Road, Methven",400,400,,Reynolds Road,Methven,Ashburton District,Reynolds Road,"400 Reynolds Road, Methven",Methven,171.593554167,-43.6712269667
POINT (171.6357074333 -43.62784275),140566,1781005,54091,"154 Forest Drive, Methven",154,154,,Forest Drive,Methven,Ashburton District,Forest Drive,"154 Forest Drive, Methven",Methven,171.635707433,-43.62784275
POINT (171.64041315 -43.6331848833),140651,1781073,41523,"27 Morgan Street, Methven",27,27,,Morgan Street,Methven,Ashburton District,Morgan Street,"27 Morgan Street, Methven",Methven,171.64041315,-43.6331848833
POINT (171.64131295 -43.6282273667),140786,1786327,40716,"55 Spaxton Street, Methven",55,55,,Spaxton Street,Methven,Ashburton District,Spaxton Street,"55 Spaxton Street, Methven",Methven,171.64131295,-43.6282273667
POINT (171.6446632 -43.6455593667),140954,3035672,319337,"2969 Methven Highway, Methven",2969,2969,,Methven Highway,Methven,Ashburton District,Methven Highway,"2969 Methven Highway, Methven",Methven,171.6446632,-43.6455593667
POINT (171.6467139167 -43.6293175167),141012,1781087,34481,"10 Allen Street, Methven",10,10,,Allen Street,Methven,Ashburton District,Allen Street,"10 Allen Street, Methven",Methven,171.646713917,-43.6293175167
POINT (171.6450490667 -43.6317547167),141150,1781005,51354,"56 Forest Drive, Methven",56,56,,Forest Drive,Methven,Ashburton District,Forest Drive,"56 Forest Drive, Methven",Methven,171.645049067,-43.6317547167
POINT (171.6884179833 -44.0678188333),141521,1780940,47832,"68 Poplar Road, Eiffelton",68,68,,Poplar Road,Eiffelton,Ashburton District,Poplar Road,"68 Poplar Road, Eiffelton",Eiffelton,171.688417983,-44.0678188333
POINT (171.6962472833 -43.71213965),141528,3016087,54837,"101 Lyndhurst Road, Lauriston",101,101,,Lyndhurst Road,Lauriston,Ashburton District,Lyndhurst Road,"101 Lyndhurst Road, Lauriston",Lauriston,171.696247283,-43.71213965
POINT (171.6962151167 -43.74038685),141532,1781040,52976,"2620 Thompsons Track, Lauriston",2620,2620,,Thompsons Track,Lauriston,Ashburton District,Thompsons Track,"2620 Thompsons Track, Lauriston",Lauriston,171.696215117,-43.74038685
POINT (171.7147256167 -43.9239396167),141643,1780812,49471,"10 Catherine Street, Tinwald, Ashburton",10,10,,Catherine Street,Tinwald,Ashburton District,Catherine Street,"10 Catherine Street, Tinwald, Ashburton",Tinwald,171.714725617,-43.923939616700004
POINT (171.7147216667 -43.9245756167),141657,1780688,46116,"169 McMurdo Street, Tinwald, Ashburton",169,169,,McMurdo Street,Tinwald,Ashburton District,McMurdo Street,"169 McMurdo Street, Tinwald, Ashburton",Tinwald,171.71472166700002,-43.924575616700004
POINT (171.7145394167 -43.9191855167),141686,1786294,33340,"31 Bryant Street, Tinwald, Ashburton",31,31,,Bryant Street,Tinwald,Ashburton District,Bryant Street,"31 Bryant Street, Tinwald, Ashburton",Tinwald,171.714539417,-43.919185516700004
POINT (171.7163163833 -43.6945202833),141834,1781187,48043,"11 McKendrys Road, Lauriston",11,11,,McKendrys Road,Lauriston,Ashburton District,McKendrys Road,"11 McKendrys Road, Lauriston",Lauriston,171.716316383,-43.6945202833
POINT (171.72362385 -43.9210921833),141905,1786291,40376,"101 Thomson Street, Tinwald, Ashburton",101,101,,Thomson Street,Tinwald,Ashburton District,Thomson Street,"101 Thomson Street, Tinwald, Ashburton",Tinwald,171.72362385,-43.9210921833
POINT (171.7191146667 -43.9183463667),141944,1780715,36422,"112 George Street, Tinwald, Ashburton",112,112,,George Street,Tinwald,Ashburton District,George Street,"112 George Street, Tinwald, Ashburton",Tinwald,171.719114667,-43.9183463667
POINT (171.7180530333 -43.9193654667),141982,1780715,43855,"121 George Street, Tinwald, Ashburton",121,121,,George Street,Tinwald,Ashburton District,George Street,"121 George Street, Tinwald, Ashburton",Tinwald,171.718053033,-43.9193654667
POINT (171.72348285 -43.9219088),142196,1780782,33886,"31 Agnes Street, Tinwald, Ashburton",31,31,,Agnes Street,Tinwald,Ashburton District,Agnes Street,"31 Agnes Street, Tinwald, Ashburton",Tinwald,171.72348285,-43.9219088
POINT (171.7249524833 -43.9199528333),142318,1786291,31467,"88 Thomson Street, Tinwald, Ashburton",88,88,,Thomson Street,Tinwald,Ashburton District,Thomson Street,"88 Thomson Street, Tinwald, Ashburton",Tinwald,171.72495248299998,-43.9199528333
POINT (171.72221125 -43.9191237333),142354,3052970,43876,"97 Archibald Street, Tinwald, Ashburton",97,97,,Archibald Street,Tinwald,Ashburton District,Archibald Street,"97 Archibald Street, Tinwald, Ashburton",Tinwald,171.72221125,-43.9191237333
POINT (171.7321170833 -43.8824820167),142564,3045702,319343,"259 Alford Forest Road, Allenton, Ashburton",259,259,,Alford Forest Road,Allenton,Ashburton District,Alford Forest Road,"259 Alford Forest Road, Allenton, Ashburton",Allenton,171.732117083,-43.8824820167
POINT (171.73451445 -43.8881332667),142588,3045702,37637,"177 Alford Forest Road, Allenton, Ashburton",177,177,,Alford Forest Road,Allenton,Ashburton District,Alford Forest Road,"177 Alford Forest Road, Allenton, Ashburton",Allenton,171.73451445,-43.8881332667
POINT (171.7302602333 -43.9125668),142604,1780723,52864,"10 Nursery Drive, Tinwald, Ashburton",10,10,,Nursery Drive,Tinwald,Ashburton District,Nursery Drive,"10 Nursery Drive, Tinwald, Ashburton",Tinwald,171.730260233,-43.91256679999999
POINT (171.7280855 -43.9094223167),142622,1780686,41266,"13 Tarbottons Road, Tinwald, Ashburton",13,13,,Tarbottons Road,Tinwald,Ashburton District,Tarbottons Road,"13 Tarbottons Road, Tinwald, Ashburton",Tinwald,171.7280855,-43.9094223167
POINT (171.7280495667 -43.91874795),142908,1786281,48415,"23 Manchester Street, Tinwald, Ashburton",23,23,,Manchester Street,Tinwald,Ashburton District,Manchester Street,"23 Manchester Street, Tinwald, Ashburton",Tinwald,171.728049567,-43.91874795
POINT (171.7255879667 -43.9217766),142990,1780786,47292,"42 Johnstone Street, Tinwald, Ashburton",42,42,,Johnstone Street,Tinwald,Ashburton District,Johnstone Street,"42 Johnstone Street, Tinwald, Ashburton",Tinwald,171.725587967,-43.9217766
POINT (171.7269902833 -43.9165077333),143042,3052970,45160,"53 Archibald Street, Tinwald, Ashburton",53,53,,Archibald Street,Tinwald,Ashburton District,Archibald Street,"53 Archibald Street, Tinwald, Ashburton",Tinwald,171.726990283,-43.9165077333
POINT (171.7281936667 -43.9229925167),143098,1780786,319159,"65 Johnstone Street, Tinwald, Ashburton",65,65,,Johnstone Street,Tinwald,Ashburton District,Johnstone Street,"65 Johnstone Street, Tinwald, Ashburton",Tinwald,171.728193667,-43.9229925167
POINT (171.7387827667 -43.6107259167),143266,1781145,36235,"362 Highbank School Road, Highbank",362,362,,Highbank School Road,Highbank,Ashburton District,Highbank School Road,"362 Highbank School Road, Highbank",Highbank,171.738782767,-43.6107259167
POINT (171.7380872333 -43.8842408333),143420,1780722,49319,"1 Bathurst Street, Allenton, Ashburton",1,1,,Bathurst Street,Allenton,Ashburton District,Bathurst Street,"1 Bathurst Street, Allenton, Ashburton",Allenton,171.738087233,-43.8842408333
POINT (171.7397746167 -43.8804946667),143426,1780705,29922,"207 Middle Road, Allenton, Ashburton",207,207,,Middle Road,Allenton,Ashburton District,Middle Road,"207 Middle Road, Allenton, Ashburton",Allenton,171.739774617,-43.8804946667
POINT (171.7413916 -43.8824132833),143531,1780722,32036,"40 Bathurst Street, Allenton, Ashburton",40,40,,Bathurst Street,Allenton,Ashburton District,Bathurst Street,"40 Bathurst Street, Allenton, Ashburton",Allenton,171.7413916,-43.8824132833
POINT (171.7388855 -43.89136415),143876,1780767,30320,"22 Buchanan Place, Allenton, Ashburton",22,22,,Buchanan Place,Allenton,Ashburton District,Buchanan Place,"22 Buchanan Place, Allenton, Ashburton",Allenton,171.7388855,-43.89136415
POINT (171.7423969833 -43.8948008167),143972,3002089,42377,"31 Oak Grove, Ashburton",31,31,,Oak Grove,Ashburton,Ashburton District,Oak Grove,"31 Oak Grove, Ashburton",Ashburton,171.742396983,-43.8948008167
POINT (171.7391533167 -43.8858096667),144031,1780734,46579,"39 Andrew Street, Allenton, Ashburton",39,39,,Andrew Street,Allenton,Ashburton District,Andrew Street,"39 Andrew Street, Allenton, Ashburton",Allenton,171.73915331700002,-43.8858096667
POINT (171.7444329167 -43.8869614167),144048,1780749,49324,"40 Churchill Avenue, Allenton, Ashburton",40,40,,Churchill Avenue,Allenton,Ashburton District,Churchill Avenue,"40 Churchill Avenue, Allenton, Ashburton",Allenton,171.744432917,-43.886961416700004
POINT (171.7398341833 -43.8867124167),144091,1780747,37347,"47 Clark Street, Allenton, Ashburton",47,47,,Clark Street,Allenton,Ashburton District,Clark Street,"47 Clark Street, Allenton, Ashburton",Allenton,171.739834183,-43.8867124167
POINT (171.7430933333 -43.88629085),144145,1780749,38047,"53 Churchill Avenue, Allenton, Ashburton",53,53,,Churchill Avenue,Allenton,Ashburton District,Churchill Avenue,"53 Churchill Avenue, Allenton, Ashburton",Allenton,171.743093333,-43.88629085
POINT (171.7383133833 -43.89078525),144215,1780767,30320,"6 Buchanan Place, Allenton, Ashburton",6,6,,Buchanan Place,Allenton,Ashburton District,Buchanan Place,"6 Buchanan Place, Allenton, Ashburton",Allenton,171.738313383,-43.89078525
POINT (171.74266135 -43.8869142167),144320,1780822,40455,"94 Harrison Street, Allenton, Ashburton",94,94,,Harrison Street,Allenton,Ashburton District,Harrison Street,"94 Harrison Street, Allenton, Ashburton",Allenton,171.74266135,-43.8869142167
POINT (171.7447610333 -43.89908805),144586,3015368,49434,"62 Cameron Street, Ashburton",62,62,,Cameron Street,Ashburton,Ashburton District,Cameron Street,"62 Cameron Street, Ashburton",Ashburton,171.744761033,-43.89908805
POINT (171.7441200667 -43.9083001333),144673,1785618,43730,"72 Dobson Street, Ashburton",72,72,,Dobson Street,Ashburton,Ashburton District,Dobson Street,"72 Dobson Street, Ashburton",Ashburton,171.744120067,-43.9083001333
POINT (171.7354823333 -43.9169277),144688,1786301,329512,"37 Carters Terrace, Tinwald, Ashburton",37,37,,Carters Terrace,Tinwald,Ashburton District,Carters Terrace,"37 Carters Terrace, Tinwald, Ashburton",Tinwald,171.735482333,-43.9169277
POINT (171.74588055 -43.88908205),145153,1780813,31523,"4 Cavendish Street, Allenton, Ashburton",4,4,,Cavendish Street,Allenton,Ashburton District,Cavendish Street,"4 Cavendish Street, Allenton, Ashburton",Allenton,171.74588055,-43.88908205
POINT (171.7540481167 -43.8890107),145255,1785541,52574,"71 Catherwood Avenue, Allenton, Ashburton",71,71,,Catherwood Avenue,Allenton,Ashburton District,Catherwood Avenue,"71 Catherwood Avenue, Allenton, Ashburton",Allenton,171.754048117,-43.8890107
POINT (171.7490578833 -43.9009226167),145398,3066714,54114,"118 Wills Street, Ashburton",118,118,,Wills Street,Ashburton,Ashburton District,Wills Street,"118 Wills Street, Ashburton",Ashburton,171.749057883,-43.9009226167
POINT (171.7460685167 -43.9034136167),145402,3005448,40759,"120 Burnett Street, Ashburton",120,120,,Burnett Street,Ashburton,Ashburton District,Burnett Street,"120 Burnett Street, Ashburton",Ashburton,171.746068517,-43.9034136167
POINT (171.7471597833 -43.9026525),145432,3053968,49408,"146 Havelock Street, Ashburton",146,146,,Havelock Street,Ashburton,Ashburton District,Havelock Street,"146 Havelock Street, Ashburton",Ashburton,171.747159783,-43.9026525
POINT (171.74988755 -43.9043802),145484,3053968,45430,"239 Havelock Street, Ashburton",239,239,,Havelock Street,Ashburton,Ashburton District,Havelock Street,"239 Havelock Street, Ashburton",Ashburton,171.74988755,-43.904380200000006
POINT (171.7519057333 -43.9127838),145870,1780791,47018,"21 Willow Street, Hampstead, Ashburton",21,21,,Willow Street,Hampstead,Ashburton District,Willow Street,"21 Willow Street, Hampstead, Ashburton",Hampstead,171.751905733,-43.9127838
POINT (171.7546627 -43.9135016833),146217,3048244,34692,"60 Beach Road, Hampstead, Ashburton",60,60,,Beach Road,Hampstead,Ashburton District,Beach Road,"60 Beach Road, Hampstead, Ashburton",Hampstead,171.75466269999998,-43.9135016833
POINT (171.7478615167 -43.9151086667),146302,1780696,314114,"15 Manse Street, Hampstead, Ashburton",15,15,,Manse Street,Hampstead,Ashburton District,Manse Street,"15 Manse Street, Hampstead, Ashburton",Hampstead,171.74786151700002,-43.9151086667
POINT (171.7533524167 -43.9154848167),146313,1780687,30390,"30 Suffolk Street, Hampstead, Ashburton",30,30,,Suffolk Street,Hampstead,Ashburton District,Suffolk Street,"30 Suffolk Street, Hampstead, Ashburton",Hampstead,171.753352417,-43.9154848167
POINT (171.7561167667 -43.8897535),146528,1780788,49860,"15 Woods Street, Allenton, Ashburton",15,15,,Woods Street,Allenton,Ashburton District,Woods Street,"15 Woods Street, Allenton, Ashburton",Allenton,171.756116767,-43.8897535
POINT (171.7579754333 -43.8873639),146594,1780731,36700,"21 Kelvin Crescent, Allenton, Ashburton",21,21,,Kelvin Crescent,Allenton,Ashburton District,Kelvin Crescent,"21 Kelvin Crescent, Allenton, Ashburton",Allenton,171.75797543299998,-43.8873639
POINT (171.7566257333 -43.8853880833),146661,1780804,29463,"32 Davidson Street, Allenton, Ashburton",32,32,,Davidson Street,Allenton,Ashburton District,Davidson Street,"32 Davidson Street, Allenton, Ashburton",Allenton,171.756625733,-43.8853880833
POINT (171.7647598333 -43.89216165),146744,3053159,354684,"489 West Street, Allenton, Ashburton",489,489,,West Street,Allenton,Ashburton District,West Street,"489 West Street, Allenton, Ashburton",Allenton,171.764759833,-43.89216165
POINT (171.7580027167 -43.8925053667),146766,1780744,55317,"51 Pages Road, Allenton, Ashburton",51,51,,Pages Road,Allenton,Ashburton District,Pages Road,"51 Pages Road, Allenton, Ashburton",Allenton,171.758002717,-43.8925053667
POINT (171.7620634167 -43.89141205),146781,1780708,30903,"5 Hillier Place, Allenton, Ashburton",5,5,,Hillier Place,Allenton,Ashburton District,Hillier Place,"5 Hillier Place, Allenton, Ashburton",Allenton,171.762063417,-43.89141205
POINT (171.7595276167 -43.8892339),146901,1780810,367366,"93 Creek Road, Allenton, Ashburton",93,93,,Creek Road,Allenton,Ashburton District,Creek Road,"93 Creek Road, Allenton, Ashburton",Allenton,171.759527617,-43.8892339
POINT (171.7553562 -43.8970714667),146982,1780829,44598,"127 Walnut Avenue, Allenton, Ashburton",127,127,,Walnut Avenue,Allenton,Ashburton District,Walnut Avenue,"127 Walnut Avenue, Allenton, Ashburton",Allenton,171.7553562,-43.8970714667
POINT (171.7643296667 -43.8994802167),147231,1780739,36842,"28 Orr Street, Netherby, Ashburton",28,28,,Orr Street,Netherby,Ashburton District,Orr Street,"28 Orr Street, Netherby, Ashburton",Netherby,171.764329667,-43.8994802167
POINT (171.76222815 -43.9120236),147543,1780752,36186,"113 Trevors Road, Hampstead, Ashburton",113,113,,Trevors Road,Hampstead,Ashburton District,Trevors Road,"113 Trevors Road, Hampstead, Ashburton",Hampstead,171.76222815,-43.912023600000005
POINT (171.76474725 -43.9050863833),147732,3025591,54130,"28 Albert Street, Netherby, Ashburton",28,28,,Albert Street,Netherby,Ashburton District,Albert Street,"28 Albert Street, Netherby, Ashburton",Netherby,171.76474725,-43.9050863833
POINT (171.75959025 -43.9102095),147870,1780740,39764,"49 Oxford Street, Hampstead, Ashburton",49,49,,Oxford Street,Hampstead,Ashburton District,Oxford Street,"49 Oxford Street, Hampstead, Ashburton",Hampstead,171.75959025,-43.9102095
POINT (171.7676503333 -43.9044562333),148211,1780797,39243,"108 Princes Street, Netherby, Ashburton",108,108,,Princes Street,Netherby,Ashburton District,Princes Street,"108 Princes Street, Netherby, Ashburton",Netherby,171.767650333,-43.904456233299996
POINT (171.7675569833 -43.8988972833),148227,1780746,50693,"13 Collins Street, Netherby, Ashburton",13,13,,Collins Street,Netherby,Ashburton District,Collins Street,"13 Collins Street, Netherby, Ashburton",Netherby,171.767556983,-43.8988972833
POINT (171.7661843167 -43.9042707),148300,1780796,54127,"27 Porter Street, Netherby, Ashburton",27,27,,Porter Street,Netherby,Ashburton District,Porter Street,"27 Porter Street, Netherby, Ashburton",Netherby,171.766184317,-43.904270700000005
POINT (171.7667947667 -43.89869225),148448,1780746,50693,"7 Collins Street, Netherby, Ashburton",7,7,,Collins Street,Netherby,Ashburton District,Collins Street,"7 Collins Street, Netherby, Ashburton",Netherby,171.76679476700002,-43.89869225
POINT (171.7677072 -43.9084346833),148514,1780752,40066,"173 Trevors Road, Hampstead, Ashburton",173,173,,Trevors Road,Hampstead,Ashburton District,Trevors Road,"173 Trevors Road, Hampstead, Ashburton",Hampstead,171.7677072,-43.9084346833
POINT (171.7767527 -43.9150808),148709,3013415,54425,"179 Wakanui Road, Elgin, Ashburton",179,179,,Wakanui Road,Elgin,Ashburton District,Wakanui Road,"179 Wakanui Road, Elgin, Ashburton",Elgin,171.77675269999997,-43.9150808
POINT (171.78494695 -43.9015137167),148786,3029849,319313,"182 Seafield Road, Elgin, Ashburton",182,182,,Seafield Road,Elgin,Ashburton District,Seafield Road,"182 Seafield Road, Elgin, Ashburton",Elgin,171.78494695,-43.9015137167
POINT (171.8536169667 -43.96970415),149080,3054897,49359,"412 Buttericks Road, Wakanui",412,412,,Buttericks Road,Wakanui,Ashburton District,Buttericks Road,"412 Buttericks Road, Wakanui",Wakanui,171.853616967,-43.96970415
POINT (171.8987391 -43.9582454167),149191,3013491,50634,"314 Denshires Road South, Wakanui",314,314,,Denshires Road South,Wakanui,Ashburton District,Denshires Road South,"314 Denshires Road South, Wakanui",Wakanui,171.89873909999997,-43.9582454167
POINT (171.9827520833 -43.7471065333),149879,1780931,29321,"125 Johnston Road, Rakaia",125,125,,Johnston Road,Rakaia,Ashburton District,Johnston Road,"125 Johnston Road, Rakaia",Rakaia,171.98275208299998,-43.7471065333
POINT (171.9849683667 -43.8086938167),149884,1780881,33605,"376 Pendarves Rakaia Road, Rakaia",376,376,,Pendarves Rakaia Road,Rakaia,Ashburton District,Pendarves Rakaia Road,"376 Pendarves Rakaia Road, Rakaia",Rakaia,171.98496836700002,-43.8086938167
POINT (171.9838921 -43.8851238),149892,3027872,41333,"1146 Awaroa School Road, Pendarves",1146,1146,,Awaroa School Road,Pendarves,Ashburton District,Awaroa School Road,"1146 Awaroa School Road, Pendarves",Pendarves,171.9838921,-43.885123799999995
POINT (172.0219545667 -43.7538845),150333,1780843,45239,"49 Rolleston Street, Rakaia",49,49,,Rolleston Street,Rakaia,Ashburton District,Rolleston Street,"49 Rolleston Street, Rakaia",Rakaia,172.021954567,-43.7538845
POINT (172.0260449167 -43.75637205),150664,1781172,29435,"93 Elizabeth Avenue, Rakaia",93,93,,Elizabeth Avenue,Rakaia,Ashburton District,Elizabeth Avenue,"93 Elizabeth Avenue, Rakaia",Rakaia,172.026044917,-43.75637205
POINT (171.4223489167 -43.8222474833),292547,1780865,38750,"9 Lismore Mayfield Road, Mayfield",9,9,,Lismore Mayfield Road,Mayfield,Ashburton District,Lismore Mayfield Road,"9 Lismore Mayfield Road, Mayfield",Mayfield,171.422348917,-43.822247483299996
