,id,address,boolean
905,906,"51 Hayhurst Street, Temuka ",Request time out
906,907,"68 Wilkin Street, Temuka ",Request time out
908,909,"12 Hayhurst Street, Temuka ",Request time out
961,962,"70 Maori Gully Road, Kakahu ",Request time out
971,972,"24 MacAulay Street, Gleniti, Timaru ",Request time out
973,974,"40 MacAulay Street, Gleniti, Timaru ",Request time out
1001,1002,"83 Andrew Street, Marchwiel, Timaru ",Request time out
1020,1021,"102 Cox Street, Geraldine ",Request time out
1021,1022,"17 Wright Street, Geraldine ",Request time out
1028,1029,"10 Grasmere Street, Waimataitai, Timaru ",Request time out
1037,1038,"62 Sefton Street, Seaview, Timaru ",Request time out
1057,1058,"6 Sealy Street, Temuka ",Request time out
1070,1071,"71 Racecourse Road, Washdyke, Timaru ",Request time out
1075,1076,"55 Stafford Street, Timaru ",Request time out
1087,1088,"20 Matai Street, Pleasant Point ",Request time out
1122,1123,"250 Horsfall Road, Peel Forest ",Request time out
1123,1124,"539 North Boundary Road, Arundel ",Request time out
1125,1126,"42 Kent Street, Marchwiel, Timaru ",Request time out
1127,1128,"32 Maltby Avenue, West End, Timaru ",Request time out
1131,1132,"28 Maple Crescent, Watlington, Timaru ",Request time out
1150,1151,"11 Belfield Street, Waimataitai, Timaru ",Request time out
1151,1152,"18 MacDonald Street, Waimataitai, Timaru ",Request time out
1152,1153,"30 MacDonald Street, Waimataitai, Timaru ",Request time out
1162,1163,"17 Harper Street, Parkside, Timaru ",Request time out
1168,1169,"24 Aynsley Street, Parkside, Timaru ",Request time out
1171,1172,"5 Williamson Place, Geraldine ",Request time out
1189,1190,"12 Wilmshurst Road, Temuka ",Request time out
1195,1196,"42 Hayhurst Street, Temuka ",Request time out
1203,1204,"19 Coles Street, Geraldine ",Request time out
1208,1209,"11 Te Weka Street, Maori Hill, Timaru ",Request time out
1209,1210,"93 Main North Road, Geraldine ",Request time out
1226,1227,"20 Ormsby Street, Temuka ",Request time out
1227,1228,"1055 Seadown Road, Seadown ",Request time out
1236,1237,"16 Davey Road, Milford ",Request time out
1244,1245,"30 Gresham Street, Geraldine ",Request time out
1284,1285,"11 Tawa Street, Glenwood, Timaru ",Request time out
1287,1288,"29 Benmore Street, Glenwood, Timaru ",Request time out
1289,1290,"121 Rocky Hundreds Road, Fairview ",Request time out
1321,1322,"34 Raymond Street, West End, Timaru ",Request time out
1322,1323,"10 Harborough Street, Watlington, Timaru ",Request time out
1335,1336,"19 Clyde Carr Crescent, Waimataitai, Timaru ",Request time out
1337,1338,"82 Luxmoore Road, Marchwiel, Timaru ",Request time out
1338,1339,"29 Evans Street, Maori Hill, Timaru ",Request time out
1375,1376,"13 Bridge Street, Temuka ",Request time out
1391,1392,"2/201 Wai-Iti Road, Highfield, Timaru ",Request time out
1393,1394,"2/10 Dyson Street, Temuka ",Request time out
1406,1407,"10 Keen Road, Orari Bridge ",Request time out
1409,1410,"7 Main Road, Pleasant Point ",Request time out
1418,1419,"32 Woodbury Road, Orari Bridge ",Request time out
1419,1420,"1255 Pleasant Point-Cave Highway, Cave ",Request time out
1423,1424,"89 Main Road, Pleasant Point ",Request time out
1438,1439,"19 Balmoral Street, Marchwiel, Timaru ",Request time out
1475,1476,"12 Norwood Street, Waimataitai, Timaru ",Request time out
1489,1490,"98 North Street, Seaview, Timaru ",Request time out
1559,1560,"16 Hunter Hills Drive, Gleniti, Timaru ",Request time out
1560,1561,"13 Lazarette Loop, Gleniti, Timaru ",Request time out
1561,1562,"9/94 Avenue Road, West End, Timaru ",Request time out
1562,1563,"177 Mountain View Road, Gleniti, Timaru ",Request time out
1563,1564,"44 Old North Road, Washdyke Flat ",Request time out
1569,1570,"3 Waitui Drive, Geraldine ",Request time out
1583,1584,"11 Maitland Street, Pleasant Point ",Request time out
1587,1588,"130 Slacks Valley Road, Pleasant Valley ",Request time out
1604,1605,"32 Stirling Place, Marchwiel, Timaru ",Request time out
1640,1641,"29 Cornwall Street, Watlington, Timaru ",Request time out
1649,1650,"300 Hilton Highway, Washdyke, Timaru ",Request time out
1650,1651,"35 Holmglen Street, Washdyke, Timaru ",Request time out
1662,1663,"45 Hassall Street, Parkside, Timaru ",Request time out
1681,1682,"25 Queen Street, Parkside, Timaru ",Request time out
1686,1687,"5 North Street, Timaru ",Request time out
1689,1690,"167 Temuka-Orari Highway, Winchester ",Request time out
1691,1692,"12 Hamilton Street, Temuka ",Request time out
1697,1698,"51 Maude Street, Temuka ",Request time out
1700,1701,"27 MacDonald Street, Orari ",Request time out
1701,1702,"16A Morgans Road, Glenwood, Timaru ",Request time out
1702,1703,"139D Morgans Road, Marchwiel, Timaru ",Request time out
1729,1730,"107 The Avenue, Pareora ",Request time out
1743,1744,"10 Hillview Place, Pleasant Point ",Request time out
1748,1749,"95 Dobson Street, Gleniti, Timaru ",Request time out
1755,1756,"1/115 Talbot Street, Geraldine ",Request time out
1756,1757,"32 Grant Street, Temuka ",Request time out
1768,1769,"2/6 Harborough Street, Watlington, Timaru ",Request time out
1776,1777,"12 Morgans Road, Glenwood, Timaru ",Request time out
1796,1797,"41 Bassett Road, Rosewill ",Request time out
1808,1809,"11 Hawea Street, Glenwood, Timaru ",Request time out
1816,1817,"61 Rimu Street, Glenwood, Timaru ",Request time out
1828,1829,"37 Forth Street, Marchwiel, Timaru ",Request time out
1832,1833,"29 Maltby Avenue, West End, Timaru ",Request time out
1833,1834,"31 Maltby Avenue, West End, Timaru ",Request time out
1856,1857,"11 Market Street, Watlington, Timaru ",Request time out
1871,1872,"15 Babington Street, Parkside, Timaru ",Request time out
1872,1873,"18 Catherine Street, Parkside, Timaru ",Request time out
1880,1881,"39 St Leonards Road, Temuka ",Request time out
1881,1882,"44 Wallingford Road, Temuka ",Request time out
1884,1885,"30 St Leonards Road, Temuka ",Request time out
1892,1893,"22 Seddon Street, Temuka ",Request time out
1916,1917,"7A Short Street, Marchwiel, Timaru ",Request time out
1922,1923,"15A Wellington Street, Parkside, Timaru ",Request time out
1923,1924,"7A Craigie Avenue, Parkside, Timaru ",Request time out
1929,1930,"10 Havelock Street, Gleniti, Timaru ",Request time out
1970,1971,"900 Woodbury Road, Woodbury ",Request time out
1972,1973,"20 MacAulay Street, Gleniti, Timaru ",Request time out
1985,1986,"227 Douglas Street, Highfield, Timaru ",Request time out
1986,1987,"13 Craighead Street, Highfield, Timaru ",Request time out
1988,1989,"33 Seddon Street, Highfield, Timaru ",Request time out
1990,1991,"52 Matai Crescent, Highfield, Timaru ",Request time out
1992,1993,"32 Gresham Street, Geraldine ",Request time out
1998,1999,"28 Kent Street, Marchwiel, Timaru ",Request time out
2003,2004,"39 Hobbs Street, Waimataitai, Timaru ",Request time out
2004,2005,"41 Hobbs Street, Waimataitai, Timaru ",Request time out
2010,2011,"24 Cornwall Street, Watlington, Timaru ",Request time out
2018,2019,"30 Holmglen Street, Washdyke, Timaru ",Request time out
2029,2030,"30 Rhodes Street, Parkside, Timaru ",Request time out
2031,2032,"95 North Street, Seaview, Timaru ",Request time out
2042,2043,"20 Royal Arcade, Timaru ",Request time out
2052,2053,"32 Collins Street, Kensington, Timaru ",Request time out
2061,2062,"62 Rayner Street North, Temuka ",Request time out
2072,2073,"22 Martin Street, Washdyke, Timaru ",Request time out
2076,2077,"300 Wallace Road, Rangitata Island ",Request time out
2079,2080,"871 Arowhenua Road, Kerrytown ",Request time out
2098,2099,"39 Church Street, Woodbury ",Request time out
2115,2116,"52 Hayhurst Street, Temuka ",Request time out
2118,2119,"124 Meadows Road, Washdyke, Timaru ",Request time out
2131,2132,"27 Main Road, Pleasant Point ",Request time out
2132,2133,"29 Harris Street, Pleasant Point ",Request time out
2143,2144,"52 Pukatea Street, Glenwood, Timaru ",Request time out
2147,2148,"182 Mountain View Road, Gleniti, Timaru ",Request time out
2149,2150,"30 Stirling Place, Marchwiel, Timaru ",Request time out
2150,2151,"11 Kowhai Street, Highfield, Timaru ",Request time out
2153,2154,"20 Waitaki Street, Glenwood, Timaru ",Request time out
2156,2157,"5 Waitaki Street, Glenwood, Timaru ",Request time out
2164,2165,"45 Matai Crescent, Highfield, Timaru ",Request time out
2170,2171,"12 Preston Street, West End, Timaru ",Request time out
2182,2183,"29 Cox Street, Geraldine ",Request time out
2184,2185,"213 Ackroyd Road, Temuka ",Request time out
2188,2189,"12 Grants Road, Marchwiel, Timaru ",Request time out
2190,2191,"9 Burnett Street, Oceanview, Timaru ",Request time out
2202,2203,"30 Matilda Street, Seaview, Timaru ",Request time out
2213,2214,"14 Arthur Street, Timaru ",Request time out
2218,2219,"16 Marston Road, Kensington, Timaru ",Request time out
2224,2225,"62 Winchester-Geraldine Road, Temuka ",Request time out
2228,2229,"252 King Street, Temuka ",Request time out
2229,2230,"38 Hally Terrace, Temuka ",Request time out
2231,2232,"44 Hawke Road, Orari ",Request time out
2237,2238,"17 Hayhurst Street, Temuka ",Request time out
2245,2246,"14 Alpine Close, Marchwiel, Timaru ",Request time out
2252,2253,"2/17A Nelson Terrace, Seaview, Timaru ",Request time out
2284,2285,"2/69 Wilson Street, Seaview, Timaru ",Request time out
2296,2297,"94 Pareora Ford Road, Taiko ",Request time out
2298,2299,"38 Runa Terrace, Pleasant Point ",Request time out
2299,2300,"29 Main Road, Pleasant Point ",Request time out
2308,2309,"45 Pukatea Street, Glenwood, Timaru ",Request time out
2312,2313,"15 Tawa Street, Glenwood, Timaru ",Request time out
2317,2318,"52 Puriri Street, Glenwood, Timaru ",Request time out
2332,2333,"110 Luxmoore Road, Marchwiel, Timaru ",Request time out
2339,2340,"50 Canada Street, Watlington, Timaru ",Request time out
2344,2345,"107 Talbot Street, Geraldine ",Request time out
2354,2355,"29 Dampier Street, Oceanview, Timaru ",Request time out
2358,2359,"15 Hobbs Street, Waimataitai, Timaru ",Request time out
2373,2374,"71 Beverley Road, Maori Hill, Timaru ",Request time out
2375,2376,"16 Clifton Terrace, West End, Timaru ",Request time out
2379,2380,"45 Cain Street, Parkside, Timaru ",Request time out
2398,2399,"18 Taylor Street, Kensington, Timaru ",Request time out
2413,2414,"13 Seddon Street, Temuka ",Request time out
2419,2420,"18 John Street, Temuka ",Request time out
2422,2423,"51 Alexandra Street, Temuka ",Request time out
2437,2438,"14A Coonoor Road, Watlington, Timaru ",Request time out
2447,2448,"7 Talbot Road, Salisbury ",Request time out
2452,2453,"227 Woodbury Road, Orari Bridge ",Request time out
2481,2482,"25 Main Road, Pleasant Point ",Request time out
2488,2489,"15 Heath Street, Gleniti, Timaru ",Request time out
2495,2496,"16 Rowan Place, Gleniti, Timaru ",Request time out
2518,2519,"10 Hewlings Street, Geraldine ",Request time out
2520,2521,"57 Tyne Street, Marchwiel, Timaru ",Request time out
2534,2535,"49 Canada Street, Watlington, Timaru ",Request time out
2536,2537,"12 Coonoor Road, Watlington, Timaru ",Request time out
2563,2564,"48 Newton Street, Watlington, Timaru ",Request time out
2564,2565,"23 William Street, Normanby ",Request time out
2568,2569,"14 Beswick Street, Timaru ",Request time out
2573,2574,"17 Marston Road, Kensington, Timaru ",Request time out
2577,2578,"61 Marston Road, Kensington, Timaru ",Request time out
2578,2579,"99 Domain Avenue, Kensington, Timaru ",Request time out
2583,2584,"12 Hewlings Place, Temuka ",Request time out
2585,2586,"10 Browning Street, Winchester ",Request time out
2587,2588,"14 Hamilton Street, Temuka ",Request time out
2599,2600,"2 MacAulay Road, Milford ",Request time out
2601,2602,"7 Birch Street, Gleniti, Timaru ",Request time out
2603,2604,"105 Dennistoun Road, Peel Forest ",Request time out
2612,2613,"95B King Street, Kensington, Timaru ",Request time out
2625,2626,"17 Matai Street, Pleasant Point ",Request time out
2628,2629,"108 Meadows Road, Washdyke, Timaru ",Request time out
2638,2639,"20 King Street, Temuka ",Request time out
2645,2646,"11 Te Ngawai Road, Pleasant Point ",Request time out
2646,2647,"11 Kabul Street, Pleasant Point ",Request time out
2654,2655,"36 Gleniti Road, Gleniti, Timaru ",Request time out
2674,2675,"20 Braemar Place, Marchwiel, Timaru ",Request time out
2678,2679,"11 Kitchener Square, Highfield, Timaru ",Request time out
2697,2698,"14 Regent Street, West End, Timaru ",Request time out
2701,2702,"18 St George Street, Watlington, Timaru ",Request time out
2714,2715,"10 Cook Street, Oceanview, Timaru ",Request time out
2715,2716,"13 Grants Road, Marchwiel, Timaru ",Request time out
2718,2719,"51 MacDonald Street, Waimataitai, Timaru ",Request time out
2721,2722,"12 Cameron Street, Seaview, Timaru ",Request time out
2722,2723,"15 Roslyn Terrace, West End, Timaru ",Request time out
2726,2727,"16 Baker Street, West End, Timaru ",Request time out
2727,2728,"2 Harper Street, Seaview, Timaru ",Request time out
2729,2730,"18 Brenda Street, Kensington, Timaru ",Request time out
2731,2732,"110 McKenzie Street, Geraldine ",Request time out
2734,2735,"130 Seadown Road, Washdyke, Timaru ",Request time out
2736,2737,"21 Latter Street, Timaru ",Request time out
2746,2747,"9 Talbot Street, Timaru Port, Timaru ",Request time out
2750,2751,"11 Hopkinson Road, Temuka ",Request time out
2754,2755,"8 Albert Terrace, Winchester ",Request time out
2757,2758,"41 Studholme Street, Temuka ",Request time out
2761,2762,"13 Maude Street, Temuka ",Request time out
2764,2765,"39 MacDonald Street, Orari ",Request time out
2765,2766,"169 Scott Road, Winchester ",Request time out
2768,2769,"42 Mahan Road, Orton ",Request time out
2824,2825,"1/207 King Street, Temuka ",Request time out
2842,2843,"22 Temple Crescent, Gleniti, Timaru ",Request time out
2845,2846,"15 MacAulay Street, Gleniti, Timaru ",Request time out
2848,2849,"8 Gleniti Road, Gleniti, Timaru ",Request time out
2849,2850,"58 Levels Plain Road, Levels ",Request time out
2851,2852,"178 Morgans Road, Marchwiel, Timaru ",Request time out
2853,2854,"13 Tawa Street, Glenwood, Timaru ",Request time out
2867,2868,"194 Wai-Iti Road, Highfield, Timaru ",Request time out
2868,2869,"19 Totara Place, Highfield, Timaru ",Request time out
2871,2872,"73 Matai Crescent, Highfield, Timaru ",Request time out
2876,2877,"71 Andrew Street, Marchwiel, Timaru ",Request time out
2883,2884,"37 Maple Crescent, Watlington, Timaru ",Request time out
2919,2920,"20 Aynsley Street, Parkside, Timaru ",Request time out
2920,2921,"9 Wallace Street, Kensington, Timaru ",Request time out
2922,2923,"15 Main North Road, Geraldine ",Request time out
2926,2927,"9 Taylor Street, Geraldine ",Request time out
2931,2932,"20 Bank Street, Timaru ",Request time out
2938,2939,"21 Cambridge Street, Kensington, Timaru ",Request time out
2949,2950,"23 Hewlings Place, Temuka ",Request time out
2956,2957,"16 Hamilton Street, Temuka ",Request time out
2961,2962,"67 Ormsby Street North, Temuka ",Request time out
2967,2968,"58 Shaw Street, Temuka ",Request time out
2968,2969,"13 Shaw Street, Temuka ",Request time out
2984,2985,"22 Normanby Road, Normanby ",Request time out
2993,2994,"16A Avenue Road, West End, Timaru ",Request time out
2996,2997,"10A North Street, Timaru ",Request time out
3019,3020,"120 Summerleaze Road, Pareora West ",Request time out
3028,3029,"33 Stirling Place, Marchwiel, Timaru ",Request time out
3036,3037,"14 Melrose Street, Highfield, Timaru ",Request time out
3040,3041,"110 Kennels Road, Washdyke, Timaru ",Request time out
3048,3049,"159 Otipua Road, Watlington, Timaru ",Request time out
3051,3052,"141 Talbot Street, Geraldine ",Request time out
3054,3055,"11 Brosnan Road, Levels ",Request time out
3055,3056,"26 Kennels Road, Levels ",Request time out
3064,3065,"13 Harper Street, Parkside, Timaru ",Request time out
3068,3069,"33 Otipua Road, Kensington, Timaru ",Request time out
3069,3070,"47 Woodlands Road, Parkside, Timaru ",Request time out
3070,3071,"60 Mowbray Street, Watlington, Timaru ",Request time out
3072,3073,"19 Connolly Street, Geraldine ",Request time out
3074,3075,"19 Flatman Crescent, Geraldine ",Request time out
3075,3076,"21 Campbell Street, Geraldine ",Request time out
3085,3086,"35 Marston Road, Kensington, Timaru ",Request time out
3097,3098,"114 Princes Street, Temuka ",Request time out
3098,3099,"16 Shaw Street, Temuka ",Request time out
3114,3115,"10 Denmark Street, Temuka ",Request time out
3116,3117,"12 Mere Mere Street, Seaview, Timaru ",Request time out
3124,3125,"18A College Road, Parkside, Timaru ",Request time out
3125,3126,"22A Church Street, Timaru ",Request time out
3127,3128,"82A High Street, Kensington, Timaru ",Request time out
3128,3129,"12A Dyson Street, Temuka ",Request time out
3133,3134,"121 Old Main South Road, Orton ",Request time out
3136,3137,"75 Marston Road, Kensington, Timaru ",Request time out
3154,3155,"16 Darby Street, Geraldine ",Request time out
3162,3163,"12 Halstead Road, Pleasant Point ",Request time out
3168,3169,"178 Mill Road, Kerrytown ",Request time out
3176,3177,"15 Hopkins Street, Gleniti, Timaru ",Request time out
3190,3191,"26 Kauri Street, Highfield, Timaru ",Request time out
3191,3192,"27 Matai Crescent, Highfield, Timaru ",Request time out
3194,3195,"42 Matai Crescent, Highfield, Timaru ",Request time out
3195,3196,"52 Maltby Avenue, West End, Timaru ",Request time out
3202,3203,"30 Maltby Avenue, West End, Timaru ",Request time out
3203,3204,"45 Maltby Avenue, West End, Timaru ",Request time out
3208,3209,"25 Maple Crescent, Watlington, Timaru ",Request time out
3216,3217,"31 St George Street, Watlington, Timaru ",Request time out
3238,3239,"22 Le Cren Street, Seaview, Timaru ",Request time out
3241,3242,"47 Hassall Street, Parkside, Timaru ",Request time out
3247,3248,"22 Taylor Street, Geraldine ",Request time out
3251,3252,"16 Climie Terrace, Waimataitai, Timaru ",Request time out
3252,3253,"10 Royal Street, Kensington, Timaru ",Request time out
3254,3255,"17 Cambridge Street, Kensington, Timaru ",Request time out
3256,3257,"22 Royal Street, Kensington, Timaru ",Request time out
3258,3259,"59 Marston Road, Kensington, Timaru ",Request time out
3264,3265,"47 Domain Avenue, Kensington, Timaru ",Request time out
3266,3267,"28 Birkett Street, Temuka ",Request time out
3268,3269,"21 Neal Street, Temuka ",Request time out
3269,3270,"22 St Leonards Road, Temuka ",Request time out
3270,3271,"13 Davie Street, Temuka ",Request time out
3272,3273,"5 Richard Pearse Drive, Temuka ",Request time out
3274,3275,"14 Princes Street, Temuka ",Request time out
3292,3293,"10 Halstead Road, Pleasant Point ",Request time out
3293,3294,"49 Main Road, Pleasant Point ",Request time out
3302,3303,"33A Maltby Avenue, West End, Timaru ",Request time out
3306,3307,"26A Washdyke Flat Road, Washdyke, Timaru ",Request time out
3311,3312,"24 Neal Street, Temuka ",Request time out
3324,3325,"14 Orielton Place, Gleniti, Timaru ",Request time out
3330,3331,"13 Roxburgh Street, Glenwood, Timaru ",Request time out
3333,3334,"17 Hinau Place, Glenwood, Timaru ",Request time out
3335,3336,"30 Pukatea Street, Glenwood, Timaru ",Request time out
3336,3337,"32 Tekapo Street, Glenwood, Timaru ",Request time out
3338,3339,"20 Elloughton Crescent, Marchwiel, Timaru ",Request time out
3345,3346,"25 Kauri Street, Highfield, Timaru ",Request time out
3357,3358,"29 Maple Crescent, Watlington, Timaru ",Request time out
3373,3374,"29 Hassall Street, Parkside, Timaru ",Request time out
3374,3375,"33 Wilson Street, Seaview, Timaru ",Request time out
3375,3376,"12 Bradley Street, Watlington, Timaru ",Request time out
3381,3382,"65 College Road, Parkside, Timaru ",Request time out
3382,3383,"43 Rothwell Street, Redruth, Timaru ",Request time out
3394,3395,"14 Hawkey Street, Kensington, Timaru ",Request time out
3395,3396,"29 Royal Street, Kensington, Timaru ",Request time out
3399,3400,"14 Shaw Street, Redruth, Timaru ",Request time out
4054,4055,"11 Tancred Street, Geraldine",Request time out
4149,4150,"7 Melton Street, Watlington, Timaru",Request time out
4214,4215,"226 Rocky Hundreds Road, Fairview",Request time out
4225,4226,"10 Kauri Street, Pleasant Point",Request time out
4233,4234,"5 Sea View Terrace, Seaview, Timaru",Request time out
4238,4239,"14 Catherine Street, Parkside, Timaru",Request time out
4268,4269,"75 Main Road, Pleasant Point",Request time out
4335,4336,"23 Brenda Street, Kensington, Timaru",Request time out
4373,4374,"95 Spur Road, Hadlow",Request time out
4435,4436,"150 Hawke Road, Orari",Request time out
4466,4467,"32 Nikau Place, Highfield, Timaru",Request time out
4557,4558,"581 Waipopo Road, Seadown",Request time out
4598,4599,"184A Wai-Iti Road, Highfield, Timaru",Request time out
4644,4645,"220 Spur Hut Road, Waitohi",Request time out
4672,4673,"11 Rimu Street, Highfield, Timaru",Request time out
4683,4684,"34 Glen Street, Marchwiel, Timaru",Request time out
4690,4691,"36 Raymond Street, West End, Timaru",Request time out
4709,4710,"101 Le Cren Street, Seaview, Timaru",Request time out
4725,4726,"12 Latter Street, Timaru",Request time out
4730,4731,"15 College Road, Parkside, Timaru",Request time out
4739,4740,"1194 Peel Forest Road, Peel Forest",Request time out
4769,4770,"194B Church Street, West End, Timaru",Request time out
4783,4784,"17 Rockdale Road, Fairview",Request time out
4810,4811,"13 Ritchie Street, Timaru Port, Timaru",Request time out
4833,4834,"12 Roxburgh Street, Glenwood, Timaru",Request time out
4838,4839,"15 Barnes Street, Glenwood, Timaru",Request time out
4844,4845,"17 Arun Street, Marchwiel, Timaru",Request time out
4849,4850,"167 Wai-Iti Road, Highfield, Timaru",Request time out
4872,4873,"12 Randwick Place, Washdyke, Timaru",Request time out
4879,4880,"33 Mahoneys Hill Road, Oceanview, Timaru",Request time out
4881,4882,"16 Newman Street, Waimataitai, Timaru",Request time out
4899,4900,"15 Matilda Street, Seaview, Timaru",Request time out
4900,4901,"18 Baker Street, West End, Timaru",Request time out
4910,4911,"33 Maling Street, Geraldine",Request time out
4921,4922,"20 Memorial Avenue, Parkside, Timaru",Request time out
4932,4933,"14 Harrison Road, Winchester",Request time out
4980,4981,"10A Edward Street, Parkside, Timaru",Request time out
4991,4992,"581 Woodbury Road, Woodbury",Request time out
5002,5003,"270 Te Awa Road, Temuka",Request time out
5047,5048,"43 Main Road, Pleasant Point",Request time out
5052,5053,"10 Maryburn Place, Gleniti, Timaru",Request time out
5065,5066,"63 Matai Crescent, Highfield, Timaru",Request time out
5075,5076,"46 Kent Street, Marchwiel, Timaru",Request time out
5089,5090,"9 Peel Street, Geraldine",Request time out
5092,5093,"10 Burnett Street, Oceanview, Timaru",Request time out
5096,5097,"3 Clyde Carr Crescent, Waimataitai, Timaru",Request time out
5119,5120,"1180 Peel Forest Road, Peel Forest",Request time out
5135,5136,"189 Hides Road, Seadown",Request time out
5148,5149,"1/22 Birkett Street, Temuka",Request time out
5156,5157,"46 Hamilton Street, Temuka",Request time out
5215,5216,"1/190 North Street, West End, Timaru",Request time out
5244,5245,"12 Hornsey Road, Kakahu",Request time out
5246,5247,"15 Maitland Street, Pleasant Point",Request time out
5253,5254,"24 Dobson Street, Gleniti, Timaru",Request time out
5255,5256,"21 Hopkins Street, Gleniti, Timaru",Request time out
5262,5263,"14 Hawea Street, Glenwood, Timaru",Request time out
5268,5269,"9 Davidson Street, Pareora",Request time out
5271,5272,"10 Braemar Place, Marchwiel, Timaru",Request time out
5287,5288,"27 Preston Street, West End, Timaru",Request time out
5294,5295,"16 Harborough Street, Watlington, Timaru",Request time out
5299,5300,"10 Talbot Street, Geraldine",Request time out
5301,5302,"31 Jollie Street, Geraldine",Request time out
5321,5322,"23 Brunswick Street, Seaview, Timaru",Request time out
5331,5332,"12 Campbell Street, Geraldine",Request time out
5337,5338,"10 Climie Terrace, Waimataitai, Timaru",Request time out
5338,5339,"12 Arthur Street, Timaru",Request time out
5348,5349,"70 High Street, Kensington, Timaru",Request time out
5391,5392,"28 Tancred Street, Geraldine",Request time out
5394,5395,"3 Harris Street, Geraldine",Request time out
5404,5405,"26 Washdyke Flat Road, Washdyke, Timaru",Request time out
5409,5410,"75 Brosnan Road, Levels",Request time out
5451,5452,"34 Landsborough Road, Otipua Creek",Request time out
5458,5459,"51 Old North Road, Marchwiel, Timaru",Request time out
5459,5460,"61 Hobbs Street, Waimataitai, Timaru",Request time out
5484,5485,"15 Hatton Street, West End, Timaru",Request time out
5504,5505,"47 Parade, Scarborough",Request time out
5536,5537,"141 Mountain View Road, Gleniti, Timaru",Request time out
5542,5543,"12 Laughton Street, Washdyke, Timaru",Request time out
5551,5552,"42 Theodosia Street, Timaru",Request time out
5565,5566,"358 Monument Road, Hazelburn",Request time out
5584,5585,"12 Pukatea Street, Glenwood, Timaru",Request time out
5585,5586,"16 Aviemore Street, Glenwood, Timaru",Request time out
5592,5593,"215 Falvey Road, Levels",Request time out
5600,5601,"8 Melrose Street, Highfield, Timaru",Request time out
5609,5610,"12 Ranfurly Street, West End, Timaru",Request time out
5617,5618,"18 Raymond Street, West End, Timaru",Request time out
5618,5619,"18 Sherratt Street, West End, Timaru",Request time out
5630,5631,"56 Seadown Road, Washdyke, Timaru",Request time out
5632,5633,"15 Cook Street, Oceanview, Timaru",Request time out
5651,5652,"9 Rhodes Street, Parkside, Timaru",Request time out
5658,5659,"24 Maling Street, Geraldine",Request time out
5671,5672,"25 Victoria Street, Parkside, Timaru",Request time out
5674,5675,"51 Marston Road, Kensington, Timaru",Request time out
5680,5681,"18 Donald Street, Temuka",Request time out
5684,5685,"10 Wilmshurst Road, Temuka",Request time out
5717,5718,"2/187 Church Street, West End, Timaru",Request time out
5731,5732,"30 Tancred Street, Geraldine",Request time out
5740,5741,"25 White Street, Waimataitai, Timaru",Request time out
5766,5767,"291 Wai-Iti Road, Glenwood, Timaru",Request time out
5771,5772,"15 Collingwood Street, Highfield, Timaru",Request time out
5779,5780,"215 Otipua Road, Highfield, Timaru",Request time out
5785,5786,"91 MacDonald Street, Marchwiel, Timaru",Request time out
5788,5789,"26 Douglas Street, Highfield, Timaru",Request time out
5795,5796,"29 St George Street, Watlington, Timaru",Request time out
5798,5799,"29 Wilson Street, Geraldine",Request time out
5808,5809,"6 Grantlea Drive, Marchwiel, Timaru",Request time out
5814,5815,"23 Beverley Road, Maori Hill, Timaru",Request time out
5833,5834,"1 Hertford Street, Kensington, Timaru",Request time out
5841,5842,"12 High Street, Parkside, Timaru",Request time out
5851,5852,"34 Holland Street, Temuka",Request time out
5863,5864,"21 Hornbrook Street, Temuka",Request time out
5870,5871,"577 Waipopo Road, Seadown",Request time out
5871,5872,"30A George Street, Geraldine",Request time out
5881,5882,"2/34 Buchanan Street, Parkside, Timaru",Request time out
5897,5898,"411 Cliffs Road, Claremont",Request time out
5903,5904,"14 Cass Street, Temuka",Request time out
5918,5919,"26 Lazarette Loop, Gleniti, Timaru",Request time out
5935,5936,"73 Morgans Road, Glenwood, Timaru",Request time out
5950,5951,"10 Seddon Street, Highfield, Timaru",Request time out
5952,5953,"12 Collingwood Street, Highfield, Timaru",Request time out
5954,5955,"26 Seddon Street, Highfield, Timaru",Request time out
5981,5982,"118 Timaru-Temuka Highway, Washdyke, Timaru",Request time out
5983,5984,"32 Flemington Street, Washdyke, Timaru",Request time out
5990,5991,"7 Grasmere Street, Waimataitai, Timaru",Request time out
5993,5994,"14 Cameron Street, Seaview, Timaru",Request time out
5996,5997,"23 Roslyn Terrace, West End, Timaru",Request time out
6006,6007,"27 Cain Street, Parkside, Timaru",Request time out
6011,6012,"27A Brenda Street, Kensington, Timaru",Request time out
6014,6015,"31 Templer Street, Geraldine",Request time out
6019,6020,"71 Ackroyd Road, Temuka",Request time out
6021,6022,"10 King Street, Parkside, Timaru",Request time out
6034,6035,"110 Temuka-Orari Highway, Winchester",Request time out
6041,6042,"24 Denmark Street, Temuka",Request time out
6044,6045,"32 Denmark Street, Temuka",Request time out
6075,6076,"26 Meadowlinks Lane, Pleasant Point",Request time out
6080,6081,"15 The Avenue, Pareora",Request time out
6082,6083,"294 Fairview Road, Fairview",Request time out
6090,6091,"11 Darby Street, Geraldine",Request time out
6122,6123,"87 Morgans Road, Glenwood, Timaru",Request time out
6130,6131,"124 Bristol Road, Pareora",Request time out
6136,6137,"7 Lindsay Street, Marchwiel, Timaru",Request time out
