,id,address,boolean
18719,18720,"31 Cass Street, Temuka",Request timed out
18735,18736,"36 Maude Street, Temuka",Request timed out
18746,18747,"38 Kauri Street, Highfield, Timaru",Request timed out
18747,18748,"16 The Avenue, Pareora",Request timed out
18768,18769,"225 Kerrytown Road, Kerrytown",Request timed out
18777,18778,"52 MacDonald Street, Waimataitai, Timaru",Request timed out
18781,18782,"689 Pleasant Point-Cave Highway, Sutherlands",Request timed out
18789,18790,"101 Gleniti Road, Gleniti, Timaru",Request timed out
18791,18792,"126 McKeown Road, Woodbury",Request timed out
18793,18794,"19 Mountain View Road, Glenwood, Timaru",Request timed out
18799,18800,"20 Hinau Place, Glenwood, Timaru",Request timed out
18809,18810,"17 Cartwrights Road, Washdyke Flat",Request timed out
18814,18815,"5 Seddon Street, Highfield, Timaru",Request timed out
18817,18818,"30 Marchwiel Street, Marchwiel, Timaru",Request timed out
18818,18819,"30 Forth Street, Marchwiel, Timaru",Request timed out
18819,18820,"33 Glen Street, Marchwiel, Timaru",Request timed out
18828,18829,"27 Park Lane, Highfield, Timaru",Request timed out
18832,18833,"12 St George Street, Watlington, Timaru",Request timed out
18833,18834,"17 Harborough Street, Watlington, Timaru",Request timed out
18834,18835,"48 Coonoor Road, Watlington, Timaru",Request timed out
18835,18836,"51 Cox Street, Geraldine",Request timed out
18840,18841,"71 Grants Road, Marchwiel, Timaru",Request timed out
18841,18842,"13 Tay Street, Waimataitai, Timaru",Request timed out
18844,18845,"11 Roslyn Terrace, West End, Timaru",Request timed out
18851,18852,"56 Wilson Street, Seaview, Timaru",Request timed out
18853,18854,"19 Brunswick Street, Seaview, Timaru",Request timed out
18873,18874,"16 Bank Street, Timaru",Request timed out
18876,18877,"21 King Street, Parkside, Timaru",Request timed out
18879,18880,"25 Marston Road, Kensington, Timaru",Request timed out
18882,18883,"62 Hayes Street, Timaru Port, Timaru",Request timed out
18883,18884,"15 Lachlan Street, Temuka",Request timed out
18884,18885,"337 King Street, Temuka",Request timed out
18886,18887,"16 Allnatt Street, Temuka",Request timed out
18895,18896,"20 Rayner Street, Temuka",Request timed out
18898,18899,"26 John Street, Temuka",Request timed out
18931,18932,"51 Cain Street, Parkside, Timaru",Request timed out
18936,18937,"16 Stafford Street, Parkside, Timaru",Request timed out
18946,18947,"9 Sheep Dip Road, Kakahu",Request timed out
18947,18948,"129 Dawson Street, Timaru Port, Timaru",Request timed out
18955,18956,"57 Harris Street, Pleasant Point",Request timed out
18958,18959,"53 Rae Road, Woodbury",Request timed out
18959,18960,"88 Kerrytown Road, Kerrytown",Request timed out
18963,18964,"15 Maryburn Place, Gleniti, Timaru",Request timed out
18966,18967,"64 Temple Crescent, Gleniti, Timaru",Request timed out
18970,18971,"24 Carlisle Place, Marchwiel, Timaru",Request timed out
18972,18973,"49 Balmoral Street, Marchwiel, Timaru",Request timed out
18979,18980,"6 Hawea Street, Glenwood, Timaru",Request timed out
18987,18988,"22 Kelvin Street, Marchwiel, Timaru",Request timed out
18989,18990,"38 Glen Street, Marchwiel, Timaru",Request timed out
19000,19001,"16 Rolleston Street, Watlington, Timaru",Request timed out
19001,19002,"30 Canada Street, Watlington, Timaru",Request timed out
19006,19007,"22 Cox Street, Geraldine",Request timed out
19007,19008,"34 Peel Street, Geraldine",Request timed out
19012,19013,"21 Dampier Street, Oceanview, Timaru",Request timed out
19020,19021,"77 MacDonald Street, Marchwiel, Timaru",Request timed out
19021,19022,"8 Andrew Street, Marchwiel, Timaru",Request timed out
19030,19031,"18 Clyde Street, Seaview, Timaru",Request timed out
19040,19041,"11 Maling Street, Geraldine",Request timed out
19047,19048,"20 Royal Street, Kensington, Timaru",Request timed out
19056,19057,"30 Collins Street, Kensington, Timaru",Request timed out
19061,19062,"4 Browning Street, Winchester",Request timed out
19064,19065,"28 Hayhurst Street, Temuka",Request timed out
19065,19066,"49 Rayner Street, Temuka",Request timed out
19067,19068,"18 Maude Street, Temuka",Request timed out
19086,19087,"8A Harborough Street, Watlington, Timaru",Request timed out
19095,19096,"105 Stafford Street, Timaru",Request timed out
19110,19111,"85A King Street, Kensington, Timaru",Request timed out
19117,19118,"20 Hassall Street, Parkside, Timaru",Request timed out
19120,19121,"68 Collett Road, Totara Valley",Request timed out
19127,19128,"11 Main Road, Pleasant Point",Request timed out
19138,19139,"11 Carlisle Place, Marchwiel, Timaru",Request timed out
19139,19140,"16 Carlisle Place, Marchwiel, Timaru",Request timed out
19140,19141,"16 Roxburgh Street, Glenwood, Timaru",Request timed out
19150,19151,"36 Rugby Street, Highfield, Timaru",Request timed out
19163,19164,"62 Avenue Road, West End, Timaru",Request timed out
19168,19169,"37 Canada Street, Watlington, Timaru",Request timed out
19172,19173,"10 Peel Street, Geraldine",Request timed out
19175,19176,"35 Darby Street, Geraldine",Request timed out
19183,19184,"36 Beverley Road, Maori Hill, Timaru",Request timed out
19186,19187,"7 Cameron Street, Seaview, Timaru",Request timed out
19193,19194,"36 Bennett Road, Orari Bridge",Request timed out
19195,19196,"51 Campbell Street, Geraldine",Request timed out
19198,19199,"10 The Terrace, Timaru",Request timed out
19203,19204,"11 Hassall Street, Parkside, Timaru",Request timed out
19209,19210,"10 Hertford Street, Kensington, Timaru",Request timed out
19212,19213,"33 Royal Street, Kensington, Timaru",Request timed out
19216,19217,"40 Rothwell Street, Redruth, Timaru",Request timed out
19244,19245,"210 Spur Road, Hadlow",Request timed out
19245,19246,"29 Roslyn Terrace, West End, Timaru",Request timed out
19274,19275,"12A Hewlings Street, Seaview, Timaru",Request timed out
19278,19279,"14 Lazarette Loop, Gleniti, Timaru",Request timed out
19284,19285,"17 Burgess Street, Pleasant Point",Request timed out
19286,19287,"6 Harris Street, Pleasant Point",Request timed out
19290,19291,"22 Kerrytown Road, Levels",Request timed out
19295,19296,"11 Rowan Place, Gleniti, Timaru",Request timed out
19296,19297,"49 Tawa Street, Glenwood, Timaru",Request timed out
19302,19303,"12 Broadway Avenue, Highfield, Timaru",Request timed out
19315,19316,"50 Kent Street, Marchwiel, Timaru",Request timed out
19317,19318,"21 Maltby Avenue, West End, Timaru",Request timed out
19328,19329,"80 Coonoor Road, Watlington, Timaru",Request timed out
19329,19330,"32 Talbot Street, Geraldine",Request timed out
19330,19331,"112 Talbot Street, Geraldine",Request timed out
19344,19345,"9 Grasmere Street, Waimataitai, Timaru",Request timed out
19354,19355,"9 Williamson Place, Geraldine",Request timed out
19357,19358,"11 Bank Street, Timaru",Request timed out
19382,19383,"29 Murray Street, Temuka",Request timed out
19407,19408,"11A North Street, Timaru",Request timed out
19411,19412,"70 The Bay Hill, Timaru",Request timed out
19425,19426,"20 Ranui Avenue, Waimataitai, Timaru",Request timed out
19429,19430,"38A Hayhurst Street, Temuka",Request timed out
19435,19436,"9 Grant Street, Temuka",Request timed out
19451,19452,"12 Monowai Place, Glenwood, Timaru",Request timed out
19455,19456,"26 Hopkins Street, Gleniti, Timaru",Request timed out
19472,19473,"25 Guinness Street, Highfield, Timaru",Request timed out
19473,19474,"206 Otipua Road, West End, Timaru",Request timed out
19486,19487,"52 Raymond Street, West End, Timaru",Request timed out
19488,19489,"19 Cornwall Street, Watlington, Timaru",Request timed out
19489,19490,"20 Somerset Street, Watlington, Timaru",Request timed out
19499,19500,"17 Cook Street, Oceanview, Timaru",Request timed out
19503,19504,"11 Campbell Street, Maori Hill, Timaru",Request timed out
19511,19512,"9 Wilson Street, Seaview, Timaru",Request timed out
19513,19514,"34 Newton Street, Watlington, Timaru",Request timed out
19516,19517,"13 George Street, Geraldine",Request timed out
19517,19518,"5 Campbell Street, Geraldine",Request timed out
19533,19534,"37 Cass Street, Temuka",Request timed out
19543,19544,"21 Maude Street, Temuka",Request timed out
19546,19547,"4 Hornbrook Street, Temuka",Request timed out
19554,19555,"12 Davey Road, Milford",Request timed out
19560,19561,"11 Lisava Avenue, Seaview, Timaru",Request timed out
19576,19577,"268 Stafford Street, Timaru",Request timed out
19588,19589,"66 McKenzie Street, Geraldine",Request timed out
19591,19592,"31A Buchanan Street, Parkside, Timaru",Request timed out
19595,19596,"1/13 Hopkins Street, Gleniti, Timaru",Request timed out
19600,19601,"44 Bank Street, Timaru",Request timed out
19606,19607,"399 Cleland Road, Hazelburn",Request timed out
19609,19610,"14 Lancewood Terrace, Oceanview, Timaru",Request timed out
19614,19615,"32 Harris Street, Pleasant Point",Request timed out
19623,19624,"396 Pleasant Valley Road, Geraldine Downs",Request timed out
19626,19627,"373 Wai-Iti Road, Glenwood, Timaru",Request timed out
19638,19639,"36 Pukaki Street, Glenwood, Timaru",Request timed out
19654,19655,"10 Goulds Road, Marchwiel, Timaru",Request timed out
19655,19656,"19 Tweedy Street, Marchwiel, Timaru",Request timed out
19667,19668,"126 Otipua Road, Watlington, Timaru",Request timed out
19673,19674,"22 Darby Street, Geraldine",Request timed out
19676,19677,"16 Benvenue Avenue, Maori Hill, Timaru",Request timed out
19690,19691,"32 Bowker Street, Kensington, Timaru",Request timed out
19694,19695,"18 Campbell Street, Geraldine",Request timed out
19695,19696,"20 Campbell Street, Geraldine",Request timed out
19697,19698,"40 Campbell Street, Geraldine",Request timed out
19702,19703,"24 Browne Street, Parkside, Timaru",Request timed out
19704,19705,"29 Dee Street, Seaview, Timaru",Request timed out
19707,19708,"16 Taylor Street, Kensington, Timaru",Request timed out
19712,19713,"68 Marston Road, Kensington, Timaru",Request timed out
19714,19715,"69 Coach Road, Orari",Request timed out
19717,19718,"108 Waitohi Temuka Road, Temuka",Request timed out
19718,19719,"12 Thomas Street, Temuka",Request timed out
19721,19722,"62 Rise Road, Winchester",Request timed out
19724,19725,"28 Princes Street, Temuka",Request timed out
19758,19759,"8A Bradley Street, Watlington, Timaru",Request timed out
19772,19773,"35 Seadown Road, Washdyke, Timaru",Request timed out
19790,19791,"189F Le Cren Street, Seaview, Timaru",Request timed out
19804,19805,"17 Shere Street, Pleasant Point",Request timed out
19806,19807,"54 Halstead Road, Pleasant Point",Request timed out
19811,19812,"112 Brasell Road, Pareora West",Request timed out
19812,19813,"137 Spur Hut Road, Waitohi",Request timed out
19816,19817,"30 Orielton Place, Gleniti, Timaru",Request timed out
19828,19829,"15 Matai Crescent, Highfield, Timaru",Request timed out
19832,19833,"18 Gresham Street, Geraldine",Request timed out
19839,19840,"21 St George Street, Watlington, Timaru",Request timed out
19842,19843,"36 Grants Road, Marchwiel, Timaru",Request timed out
19845,19846,"3 Richmond Street, Waimataitai, Timaru",Request timed out
19848,19849,"10 Wai-Iti Road, Maori Hill, Timaru",Request timed out
19849,19850,"16 Selwyn Street, Maori Hill, Timaru",Request timed out
19853,19854,"61 Elizabeth Street, Seaview, Timaru",Request timed out
19855,19856,"24 Cain Street, Parkside, Timaru",Request timed out
19856,19857,"36 Rhodes Street, Parkside, Timaru",Request timed out
19859,19860,"43 Harper Street, Parkside, Timaru",Request timed out
19863,19864,"15 Campbell Street, Geraldine",Request timed out
19893,19894,"15 Maude Street, Temuka",Request timed out
19896,19897,"139 Orakipaoa Island Road, Milford",Request timed out
19920,19921,"18A Cain Street, Parkside, Timaru",Request timed out
19925,19926,"21 Rugby Street, Highfield, Timaru",Request timed out
19931,19932,"30 Dobson Street, Gleniti, Timaru",Request timed out
19945,19946,"11 Martin Street, Washdyke, Timaru",Request timed out
19956,19957,"33 Main Road, Pleasant Point",Request timed out
19957,19958,"35 Main Road, Pleasant Point",Request timed out
19959,19960,"103 Guscott Road, Pareora West",Request timed out
19962,19963,"32 Gladstone Road, Hadlow",Request timed out
19968,19969,"18 Stirling Place, Marchwiel, Timaru",Request timed out
19971,19972,"15 Kowhai Street, Highfield, Timaru",Request timed out
19972,19973,"17 Waitaki Street, Glenwood, Timaru",Request timed out
19975,19976,"6 Totara Place, Highfield, Timaru",Request timed out
19985,19986,"34 Matai Crescent, Highfield, Timaru",Request timed out
19989,19990,"178 Selwyn Street, Marchwiel, Timaru",Request timed out
19994,19995,"65 Douglas Street, Highfield, Timaru",Request timed out
19999,20000,"35 Maple Crescent, Watlington, Timaru",Request timed out
20030,20031,"3 George Street, Geraldine",Request timed out
20031,20032,"221 Talbot Street, Geraldine",Request timed out
20040,20041,"7 Queen Street, Parkside, Timaru",Request timed out
20104,20105,"1/347 Church Street, West End, Timaru",Request timed out
20105,20106,"1/199 Wai-Iti Road, Highfield, Timaru",Request timed out
20108,20109,"289 Stafford Street, Timaru",Request timed out
20172,20173,"39 Glen Street, Marchwiel, Timaru",Request timed out
20173,20174,"53 Hobbs Street, Waimataitai, Timaru",Request timed out
20211,20212,"16 Cambridge Street, Kensington, Timaru",Request timed out
20232,20233,"1016 Temuka-Orari Highway, Orari",Request timed out
20233,20234,"132 Richard Pearse Drive, Temuka",Request timed out
20266,20267,"15 Stratheona Road, Pleasant Point",Request timed out
20309,20310,"59 Murchison Drive, Gleniti, Timaru",Request timed out
20319,20320,"12 Puriri Street, Highfield, Timaru",Request timed out
20371,20372,"39 Selwyn Street, Maori Hill, Timaru",Request timed out
20372,20373,"27 Wilson Street, Seaview, Timaru",Request timed out
20418,20419,"48 Maude Street, Temuka",Request timed out
20437,20438,"22A Clifton Terrace, West End, Timaru",Request timed out
20438,20439,"13A Andrew Street, Marchwiel, Timaru",Request timed out
20476,20477,"24 George Street, Pleasant Point",Request timed out
20493,20494,"21 Stirling Place, Marchwiel, Timaru",Request timed out
20512,20513,"21 Forth Street, Marchwiel, Timaru",Request timed out
20513,20514,"26 Marchwiel Street, Marchwiel, Timaru",Request timed out
20542,20543,"1 Hunt Street, Seaview, Timaru",Request timed out
20544,20545,"65 Hassall Street, Parkside, Timaru",Request timed out
20552,20553,"27 Connolly Street, Geraldine",Request timed out
20559,20560,"11 Strathallan Street, Timaru",Request timed out
20566,20567,"23 Marston Road, Kensington, Timaru",Request timed out
20572,20573,"45 Dennistoun Road, Peel Forest",Request timed out
20573,20574,"38 Turnbull Street, Timaru",Request timed out
20596,20597,"16 Martin Street, Washdyke, Timaru",Request timed out
20598,20599,"66 Pareora Ford Road, Taiko",Request timed out
20604,20605,"134 Spur Road, Hadlow",Request timed out
20629,20630,"32A Mowbray Street, Watlington, Timaru",Request timed out
20641,20642,"446 Downs Road, Geraldine Downs",Request timed out
20648,20649,"68A Studholme Street, Temuka",Request timed out
20651,20652,"18 Halstead Road, Pleasant Point",Request timed out
20652,20653,"178 Geraldine-Arundel Road, Rangitata",Request timed out
20654,20655,"14A Mowbray Street, Watlington, Timaru",Request timed out
20666,20667,"18 Harris Street, Pleasant Point",Request timed out
20668,20669,"41 Main Road, Pleasant Point",Request timed out
20684,20685,"25 Stirling Place, Marchwiel, Timaru",Request timed out
20696,20697,"4 Lindsay Street, Marchwiel, Timaru",Request timed out
20701,20702,"31 Matai Crescent, Highfield, Timaru",Request timed out
20758,20759,"12 Dominion Road East, Kerrytown",Request timed out
20774,20775,"34 Hayhurst Street, Temuka",Request timed out
20778,20779,"11 North Town Belt, Temuka",Request timed out
20830,20831,"46 Pye Road, Geraldine Downs",Request timed out
20835,20836,"47 Hobbs Street, Waimataitai, Timaru",Request timed out
20840,20841,"29 Park Lane, Highfield, Timaru",Request timed out
20899,20900,"21 York Street, Seaview, Timaru",Request timed out
20903,20904,"10 Brenda Street, Kensington, Timaru",Request timed out
20909,20910,"3 Lancaster Street, Geraldine",Request timed out
20921,20922,"10 Hawkey Street, Kensington, Timaru",Request timed out
20924,20925,"21 Marston Road, Kensington, Timaru",Request timed out
20928,20929,"12 Arowhenua Road, Kerrytown",Request timed out
20931,20932,"42 St Leonards Road, Temuka",Request timed out
20933,20934,"30 Birkett Street, Temuka",Request timed out
20944,20945,"113 Factory Road, Temuka",Request timed out
20945,20946,"28 Harris Place, Temuka",Request timed out
20974,20975,"191 Claremont Road, Otipua Creek",Request timed out
20975,20976,"245 Barton Road, Fairview",Request timed out
20986,20987,"17 Aviemore Street, Glenwood, Timaru",Request timed out
21000,21001,"197 Wai-Iti Road, Highfield, Timaru",Request timed out
21031,21032,"13 Hislop Street, Geraldine",Request timed out
21035,21036,"26 North Terrace Road, Geraldine",Request timed out
21042,21043,"12 Hatton Street, West End, Timaru",Request timed out
21047,21048,"2 Gibson Street, Seaview, Timaru",Request timed out
21053,21054,"22 Mowbray Street, Watlington, Timaru",Request timed out
21062,21063,"11 Coles Street, Geraldine",Request timed out
21108,21109,"18 Bayview Place, Timaru",Request timed out
21109,21110,"23 Main North Road, Geraldine",Request timed out
21124,21125,"68 Rocky Hundreds Road, Fairview",Request timed out
21160,21161,"585 Beaconsfield Road, Adair",Request timed out
21172,21173,"15 Rimu Street, Highfield, Timaru",Request timed out
21184,21185,"38 Tyne Street, Marchwiel, Timaru",Request timed out
21193,21194,"3 Park Lane, Highfield, Timaru",Request timed out
21219,21220,"14 Tay Street, Waimataitai, Timaru",Request timed out
21230,21231,"21 Brunswick Street, Seaview, Timaru",Request timed out
21240,21241,"49 McKenzie Street, Geraldine",Request timed out
21241,21242,"53 Campbell Street, Geraldine",Request timed out
21244,21245,"11 Hawkey Street, Kensington, Timaru",Request timed out
21249,21250,"15 Rothwell Street, Redruth, Timaru",Request timed out
21257,21258,"148 McNair Road, Temuka",Request timed out
21264,21265,"29 Harris Place, Temuka",Request timed out
21269,21270,"105 Murray Street, Temuka",Request timed out
21285,21286,"14 Bayview Place, Timaru",Request timed out
21306,21307,"63 Theodosia Street, Timaru",Request timed out
21309,21310,"23 Greig Street, Pleasant Point",Request timed out
21311,21312,"31 Hamilton Street, Temuka",Request timed out
21317,21318,"418 Claremont Road, Claremont",Request timed out
21327,21328,"21 Kabul Street, Pleasant Point",Request timed out
21328,21329,"829 Landsborough Road, Claremont",Request timed out
21331,21332,"34 Harris Street, Pleasant Point",Request timed out
21381,21382,"15 South Terrace Road, Geraldine",Request timed out
21385,21386,"94 Geraldine Flat Road, Geraldine Flat",Request timed out
21391,21392,"54 Grants Road, Marchwiel, Timaru",Request timed out
21397,21398,"65 Beverley Road, Maori Hill, Timaru",Request timed out
21400,21401,"14 Baker Street, West End, Timaru",Request timed out
21412,21413,"12A Sarah Street, Timaru",Request timed out
21422,21423,"62 Marston Road, Kensington, Timaru",Request timed out
21436,21437,"47 Maude Street, Temuka",Request timed out
21437,21438,"7 Harris Place, Temuka",Request timed out
21439,21440,"23 Rayner Street, Temuka",Request timed out
21440,21441,"42 Maude Street, Temuka",Request timed out
21451,21452,"60D Spring Road, Gleniti, Timaru",Request timed out
21480,21481,"66 Hunter Hills Drive, Gleniti, Timaru",Request timed out
21482,21483,"23 Clyde Street, Seaview, Timaru",Request timed out
21499,21500,"15 Rowan Place, Gleniti, Timaru",Request timed out
21500,21501,"27 Hopkins Street, Gleniti, Timaru",Request timed out
21511,21512,"119 Landsborough Road, Otipua Creek",Request timed out
21512,21513,"9 Rhodes Street, Pareora",Request timed out
21521,21522,"36 Hill View Crescent, Highfield, Timaru",Request timed out
21522,21523,"41 Matai Crescent, Highfield, Timaru",Request timed out
21537,21538,"33 Harborough Street, Watlington, Timaru",Request timed out
21543,21544,"18 Hilton Highway, Oceanview, Timaru",Request timed out
21570,21571,"34 Connolly Street, Geraldine",Request timed out
21579,21580,"35 Browne Street, Parkside, Timaru",Request timed out
21583,21584,"40 James Street, Kensington, Timaru",Request timed out
21599,21600,"10 Hayhurst Street, Temuka",Request timed out
21646,21647,"30 Rayner Street, Temuka",Request timed out
21647,21648,"10 Catherine Street, Parkside, Timaru",Request timed out
21658,21659,"143 Domain Avenue, Temuka",Request timed out
21662,21663,"8 Claremont Bush Road, Pareora West",Request timed out
21674,21675,"42 MacAulay Street, Gleniti, Timaru",Request timed out
21680,21681,"4 Hillsden Place, Glenwood, Timaru",Request timed out
21682,21683,"6 Hillsden Place, Glenwood, Timaru",Request timed out
21690,21691,"33 Matai Crescent, Highfield, Timaru",Request timed out
21705,21706,"32 Canada Street, Watlington, Timaru",Request timed out
21711,21712,"28 Devon Street, Watlington, Timaru",Request timed out
21712,21713,"3 Gloucester Street, Watlington, Timaru",Request timed out
21722,21723,"166 Evans Street, Waimataitai, Timaru",Request timed out
21735,21736,"24 Matilda Street, Seaview, Timaru",Request timed out
21737,21738,"36 Harper Street, Parkside, Timaru",Request timed out
21756,21757,"27 Strathallan Street, Timaru",Request timed out
21758,21759,"12 Marston Road, Kensington, Timaru",Request timed out
21759,21760,"28 King Street, Kensington, Timaru",Request timed out
21760,21761,"41 Marston Road, Kensington, Timaru",Request timed out
21769,21770,"164 Temuka-Orari Highway, Winchester",Request timed out
21770,21771,"5 Allnatt Street, Temuka",Request timed out
21784,21785,"1/52 Hobbs Street, Waimataitai, Timaru",Request timed out
21791,21792,"3/190B North Street, West End, Timaru",Request timed out
21798,21799,"43A Maltby Avenue, West End, Timaru",Request timed out
21835,21836,"1 George Street, Pleasant Point",Request timed out
21840,21841,"11 Huxley Street, Gleniti, Timaru",Request timed out
21847,21848,"12 Barnes Street, Glenwood, Timaru",Request timed out
21851,21852,"145 Rocky Hundreds Road, Fairview",Request timed out
21852,21853,"67 Kent Street, Marchwiel, Timaru",Request timed out
21853,21854,"6 Braemar Place, Marchwiel, Timaru",Request timed out
21862,21863,"5 Laughton Street, Washdyke, Timaru",Request timed out
21877,21878,"29 Hislop Street, Geraldine",Request timed out
21878,21879,"21 Cook Street, Oceanview, Timaru",Request timed out
21882,21883,"31 Park View Terrace, Maori Hill, Timaru",Request timed out
21883,21884,"35 MacDonald Street, Waimataitai, Timaru",Request timed out
21891,21892,"118 Church Street, Seaview, Timaru",Request timed out
21896,21897,"14 Bradley Street, Watlington, Timaru",Request timed out
21898,21899,"45 Harper Street, Parkside, Timaru",Request timed out
21904,21905,"66 Pacific Street, Waimataitai, Timaru",Request timed out
21908,21909,"109 Domain Avenue, Kensington, Timaru",Request timed out
21909,21910,"19 Hertford Street, Kensington, Timaru",Request timed out
21910,21911,"43 James Street, Kensington, Timaru",Request timed out
21911,21912,"37 Rothwell Street, Redruth, Timaru",Request timed out
21918,21919,"32 Harrison Road, Winchester",Request timed out
21922,21923,"41 Hamilton Street, Temuka",Request timed out
21923,21924,"79 King Street, Temuka",Request timed out
21935,21936,"43A Selwyn Street, Maori Hill, Timaru",Request timed out
21981,21982,"17 McMaster Road, Kakahu",Request timed out
21982,21983,"1621 Winchester Hanging Rock Road, Kakahu",Request timed out
21995,21996,"14 Gleniti Road, Gleniti, Timaru",Request timed out
21998,21999,"187 Morgans Road, Marchwiel, Timaru",Request timed out
22001,22002,"18 Waitaki Street, Glenwood, Timaru",Request timed out
22002,22003,"19 Hawea Street, Glenwood, Timaru",Request timed out
22006,22007,"39 Glenwood Avenue, Highfield, Timaru",Request timed out
22016,22017,"17 Matai Crescent, Highfield, Timaru",Request timed out
22029,22030,"15 Rolleston Street, Watlington, Timaru",Request timed out
22037,22038,"137 Talbot Street, Geraldine",Request timed out
22045,22046,"29 Dunkirk Street, Marchwiel, Timaru",Request timed out
22052,22053,"10 Canada Street, Watlington, Timaru",Request timed out
22054,22055,"28 Matilda Street, Seaview, Timaru",Request timed out
22055,22056,"35 Harper Street, Parkside, Timaru",Request timed out
22067,22068,"14 Bank Street, Timaru",Request timed out
22068,22069,"15 Sophia Street, Timaru",Request timed out
22083,22084,"14 Lachlan Street, Temuka",Request timed out
22088,22089,"71 Cass Street, Temuka",Request timed out
22100,22101,"10 Bridge Street, Temuka",Request timed out
22108,22109,"2B Queen Street, Parkside, Timaru",Request timed out
22128,22129,"15 Majors Road, Geraldine",Request timed out
22161,22162,"18 Lazarette Loop, Glenwood, Timaru",Request timed out
22163,22164,"22 Station Street, Timaru",Request timed out
22165,22166,"139 Mountain View Road, Gleniti, Timaru",Request timed out
22166,22167,"13 Lochern Rise, Washdyke Flat",Request timed out
22171,22172,"11 Archer Street, Parkside, Timaru",Request timed out
22172,22173,"111 Timaru-Pareora Highway, Salisbury",Request timed out
22181,22182,"205A Talbot Street, Geraldine",Request timed out
22182,22183,"20 Downs Road, Geraldine",Request timed out
22196,22197,"124A Wai-Iti Road, Highfield, Timaru",Request timed out
22197,22198,"47A Douglas Street, Highfield, Timaru",Request timed out
22209,22210,"21 Halstead Road, Pleasant Point",Request timed out
22215,22216,"23 Halstead Road, Pleasant Point",Request timed out
22221,22222,"10 Manse Road, Pleasant Point",Request timed out
22246,22247,"106 Spur Road, Hadlow",Request timed out
22265,22266,"70 Rosebrook Road, Claremont",Request timed out
22273,22274,"30 Rosebrook Road, Claremont",Request timed out
22278,22279,"42 Rosebrook Road, Claremont",Request timed out
22282,22283,"64 Rosebrook Road, Claremont",Request timed out
22304,22305,"143 Oakwood Road, Hadlow",Request timed out
22305,22306,"153 Oakwood Road, Hadlow",Request timed out
22309,22310,"10 Barker Street, Geraldine",Request timed out
22321,22322,"20 Connolly Street, Geraldine",Request timed out
22348,22349,"102 Rosebrook Road, Claremont",Request timed out
22362,22363,"22 Hunt Street, Seaview, Timaru",Request timed out
22363,22364,"123 Rosebrook Road, Claremont",Request timed out
22416,22417,"182 Spur Road, Hadlow",Request timed out
22419,22420,"124 Spur Road, Hadlow",Request timed out
22435,22436,"100 Wallace Road, Rangitata Island",Request timed out
22445,22446,"277 Spur Road, Hadlow",Request timed out
15,16,"1334 Earl Road, Hilton ",Request time out
77,78,"430 Earl Road, Temuka ",Request time out
125,126,"1 Rhodes Street, Pareora ",Request time out
126,127,"86 King Street, Pareora ",Request time out
169,170,"5 Clyde Street, Seaview, Timaru ",Request time out
170,171,"5 Wilson Street, Seaview, Timaru ",Request time out
197,198,"24 St Leonards Road, Temuka ",Request time out
200,201,"5 Wilkin Street, Temuka ",Request time out
222,223,"11B Marchwiel Street, Marchwiel, Timaru ",Request time out
223,224,"22C Woodlands Road, Parkside, Timaru ",Request time out
276,277,"28 Manse Road, Pleasant Point ",Request time out
289,290,"45 Temple Crescent, Gleniti, Timaru ",Request time out
290,291,"8 Monowai Place, Glenwood, Timaru ",Request time out
307,308,"11 Killick Place, Marchwiel, Timaru ",Request time out
334,335,"30 Devon Street, Watlington, Timaru ",Request time out
335,336,"32 St George Street, Watlington, Timaru ",Request time out
383,384,"124 Temuka-Orari Highway, Winchester ",Request time out
384,385,"5 Richard Street, Winchester ",Request time out
408,409,"36 Darby Street, Geraldine ",Request time out
445,446,"30 Sheep Dip Road, Woodbury ",Request time out
446,447,"991 Taiko Road, Cave ",Request time out
489,490,"35 Park Lane, Highfield, Timaru ",Request time out
490,491,"39 Maltby Avenue, West End, Timaru ",Request time out
539,540,"10 Arthur Street, Timaru ",Request time out
541,542,"16 Rose Street, Parkside, Timaru ",Request time out
635,636,"38 Te Ngawai Road, Pleasant Point ",Request time out
638,639,"142 Mill Road, Kerrytown ",Request time out
657,658,"15 Seddon Street, Highfield, Timaru ",Request time out
664,665,"28 Marchwiel Street, Marchwiel, Timaru ",Request time out
697,698,"11 Ashbury Avenue, Waimataitai, Timaru ",Request time out
698,699,"11 Hatton Street, West End, Timaru ",Request time out
699,700,"17 Jackson Street, West End, Timaru ",Request time out
706,707,"30 Dee Street, Seaview, Timaru ",Request time out
721,722,"10 Connolly Street, Geraldine ",Request time out
743,744,"3 Browning Street, Winchester ",Request time out
744,745,"21 Allnatt Street, Temuka ",Request time out
754,755,"71 Murray Street, Temuka ",Request time out
765,766,"36 Daniels Road, Normanby ",Request time out
817,818,"81 Afghan Street, Pleasant Point ",Request time out
818,819,"155 Keane Road, Levels Valley ",Request time out
828,829,"40 Hopkins Street, Gleniti, Timaru ",Request time out
835,836,"15 Kiwi Drive, Highfield, Timaru ",Request time out
839,840,"130 Coonoor Road, Watlington, Timaru ",Request time out
844,845,"18 Kelvin Street, Marchwiel, Timaru ",Request time out
851,852,"11 Ranfurly Street, West End, Timaru ",Request time out
860,861,"159 Talbot Street, Geraldine ",Request time out
899,900,"45 Cass Street, Temuka ",Request time out
