WKT,id,rna_id,rcl_id,address,house_number,range_low,range_high,road_name,locality,territorial_authority,road_name_utf8,address_utf8,locality_utf8,shape_X,shape_Y
POINT (171.028531 -44.722301),951131,1782242,37461,"6 Hunts Road, Waimate",6,6,,Hunts Road,Waimate,Waimate District,Hunts Road,"6 Hunts Road, Waimate",Waimate,171.02853100000002,-44.722301
POINT (171.0761916667 -44.599206),1137167,3073331,47903,"203 Teschemaker Valley Road, Otaio",203,203,,Teschemaker Valley Road,Otaio,Waimate District,Teschemaker Valley Road,"203 Teschemaker Valley Road, Otaio",Otaio,171.07619166700002,-44.599206
POINT (171.13755315 -44.63077495),1176201,1782293,47468,"3 Meehan Place, Makikihi",3,3,,Meehan Place,Makikihi,Waimate District,Meehan Place,"3 Meehan Place, Makikihi",Makikihi,171.13755315,-44.63077495
POINT (171.0995282667 -44.9142978),1352647,1782220,32332,"6 Ruane Street, Glenavy",6,6,,Ruane Street,Glenavy,Waimate District,Ruane Street,"6 Ruane Street, Glenavy",Glenavy,171.099528267,-44.91429779999999
POINT (171.0436101 -44.7339121333),121590,1783512,50890,"72 Shearman Street, Waimate",72,72,,Shearman Street,Waimate,Waimate District,Shearman Street,"72 Shearman Street, Waimate",Waimate,171.0436101,-44.7339121333
POINT (171.0411295833 -44.7343410667),121619,1782295,52825,"7 Meyer Street, Waimate",7,7,,Meyer Street,Waimate,Waimate District,Meyer Street,"7 Meyer Street, Waimate",Waimate,171.041129583,-44.7343410667
POINT (171.0385144167 -44.73620015),121848,1782130,43551,"6 Naylor Street, Waimate",6,6,,Naylor Street,Waimate,Waimate District,Naylor Street,"6 Naylor Street, Waimate",Waimate,171.03851441700002,-44.73620015
POINT (171.0475441333 -44.7263336167),122356,1782121,36572,"9 Bond Street, Waimate",9,9,,Bond Street,Waimate,Waimate District,Bond Street,"9 Bond Street, Waimate",Waimate,171.047544133,-44.7263336167
POINT (171.0507958667 -44.7357428),122381,1787410,50746,"11 Michael Street, Waimate",11,11,,Michael Street,Waimate,Waimate District,Michael Street,"11 Michael Street, Waimate",Waimate,171.050795867,-44.7357428
POINT (171.18857555 -44.5286410167),124259,3042767,47898,"19 Blue Cliffs Road, Saint Andrews",19,19,,Blue Cliffs Road,Saint Andrews,Waimate District,Blue Cliffs Road,"19 Blue Cliffs Road, Saint Andrews",Saint Andrews,171.18857555,-44.5286410167
POINT (171.03473065 -44.7293861),1845848,1782349,37911,"14 Princes Street, Waimate",14,14,,Princes Street,Waimate,Waimate District,Princes Street,"14 Princes Street, Waimate",Waimate,171.03473065,-44.729386100000006
POINT (171.0648583667 -44.5438096667),1845856,1783590,56502,"16 Campbell and Forrests Road, Otaio",16,16,,Campbell and Forrests Road,Otaio,Waimate District,Campbell and Forrests Road,"16 Campbell and Forrests Road, Otaio",Otaio,171.064858367,-44.5438096667
POINT (171.0728805833 -44.88059665),1845863,3057259,37103,"133 Pikes Point Road, Morven",133,133,,Pikes Point Road,Morven,Waimate District,Pikes Point Road,"133 Pikes Point Road, Morven",Morven,171.072880583,-44.88059665
POINT (171.0870510833 -44.5168757333),901863,3042767,40913,"840 Blue Cliffs Road, Southburn",840,840,,Blue Cliffs Road,Southburn,Waimate District,Blue Cliffs Road,"840 Blue Cliffs Road, Southburn",Southburn,171.087051083,-44.5168757333
POINT (170.50716 -44.708239),947628,3043496,321113,"296 McHenrys Road, Hakataramea Valley",296,296,,McHenrys Road,Hakataramea Valley,Waimate District,McHenrys Road,"296 McHenrys Road, Hakataramea Valley",Hakataramea Valley,170.50716,-44.708239
POINT (170.639218 -44.816733),947695,3041498,54679,"4399 Hakataramea Highway, Station Peak",4399,4399,,Hakataramea Highway,Station Peak,Waimate District,Hakataramea Highway,"4399 Hakataramea Highway, Station Peak",Station Peak,170.639218,-44.816733
POINT (171.1147046 -44.91908605),947967,1782185,54660,"105 Fisheries Road, Glenavy",105,105,,Fisheries Road,Glenavy,Waimate District,Fisheries Road,"105 Fisheries Road, Glenavy",Glenavy,171.11470459999998,-44.91908605
POINT (171.142885 -44.932068),947968,1782185,49858,"449 Fisheries Road, Glenavy",449,449,,Fisheries Road,Glenavy,Waimate District,Fisheries Road,"449 Fisheries Road, Glenavy",Glenavy,171.142885,-44.932068
POINT (171.146428 -44.856332),947999,1782290,39601,"552 McLeays Road, Morven",552,552,,McLeays Road,Morven,Waimate District,McLeays Road,"552 McLeays Road, Morven",Morven,171.14642800000001,-44.856332
POINT (171.134903 -44.743649),948068,1782217,39422,"275 Hannaton Road, Waimate",275,275,,Hannaton Road,Waimate,Waimate District,Hannaton Road,"275 Hannaton Road, Waimate",Waimate,171.134903,-44.743649
POINT (171.02832195 -44.7501283167),948207,1782229,36302,"10 Hodges Road, Waimate",10,10,,Hodges Road,Waimate,Waimate District,Hodges Road,"10 Hodges Road, Waimate",Waimate,171.02832195,-44.7501283167
POINT (171.0087097 -44.6693614333),949284,3062453,49845,"104 Upper Hook Road, Makikihi",104,104,,Upper Hook Road,Makikihi,Waimate District,Upper Hook Road,"104 Upper Hook Road, Makikihi",Makikihi,171.0087097,-44.6693614333
POINT (170.9811441167 -44.6557053333),949290,3062453,44572,"415 Upper Hook Road, Hunter",415,415,,Upper Hook Road,Hunter,Waimate District,Upper Hook Road,"415 Upper Hook Road, Hunter",Hunter,170.981144117,-44.6557053333
POINT (171.028878 -44.499469),949515,3042767,28900,"1393 Blue Cliffs Road, Otaio",1393,1393,,Blue Cliffs Road,Otaio,Waimate District,Blue Cliffs Road,"1393 Blue Cliffs Road, Otaio",Otaio,171.028878,-44.499469
POINT (171.1379348 -44.4748303333),949595,3065883,56507,"557 Pareora River Road, Saint Andrews",557,557,,Pareora River Road,Saint Andrews,Waimate District,Pareora River Road,"557 Pareora River Road, Saint Andrews",Saint Andrews,171.1379348,-44.4748303333
POINT (171.1056 -44.487424),949631,3010665,52903,"431 Pleasant Valley Road, Saint Andrews",431,431,,Pleasant Valley Road,Saint Andrews,Waimate District,Pleasant Valley Road,"431 Pleasant Valley Road, Saint Andrews",Saint Andrews,171.1056,-44.487424
POINT (170.887649 -44.355298),950197,1782141,51596,"242 Coffeys Road, Hunters Hills",242,242,,Coffeys Road,Hunters Hills,Waimate District,Coffeys Road,"242 Coffeys Road, Hunters Hills",Hunters Hills,170.887649,-44.355298
POINT (170.9972402667 -44.5629937667),950209,3006169,42765,"3538 Back Line Road, Otaio",3538,3538,,Back Line Road,Otaio,Waimate District,Back Line Road,"3538 Back Line Road, Otaio",Otaio,170.997240267,-44.562993766700004
POINT (170.988297 -44.588924),950213,1783523,43162,"126 Stanleys Road, Otaio",126,126,,Stanleys Road,Otaio,Waimate District,Stanleys Road,"126 Stanleys Road, Otaio",Otaio,170.988297,-44.588924
POINT (170.9665280333 -44.64184395),950285,3048766,29225,"425 Engelbrechts Road, Hunter",425,425,,Engelbrechts Road,Hunter,Waimate District,Engelbrechts Road,"425 Engelbrechts Road, Hunter",Hunter,170.966528033,-44.64184395
POINT (171.0514562 -44.7292106333),1176058,1783601,38248,"6 Churchill Place, Waimate",6,6,,Churchill Place,Waimate,Waimate District,Churchill Place,"6 Churchill Place, Waimate",Waimate,171.0514562,-44.7292106333
POINT (171.04179695 -44.7351792667),1326420,1783582,35005,"2 Browns Avenue, Waimate",2,2,,Browns Avenue,Waimate,Waimate District,Browns Avenue,"2 Browns Avenue, Waimate",Waimate,171.04179695,-44.7351792667
POINT (171.0818555167 -44.7453466833),1620937,1782279,29404,"146 Manchesters Road, Waimate",146,146,,Manchesters Road,Waimate,Waimate District,Manchesters Road,"146 Manchesters Road, Waimate",Waimate,171.081855517,-44.7453466833
POINT (170.977442 -44.5771115),1665991,1817540,47210,"124 Teschemaker Bush Road, Otaio",124,124,,Teschemaker Bush Road,Otaio,Waimate District,Teschemaker Bush Road,"124 Teschemaker Bush Road, Otaio",Otaio,170.977442,-44.5771115
POINT (171.0447521667 -44.7261468),1729058,1782134,37458,"50 Parsonage Road, Waimate",50,50,,Parsonage Road,Waimate,Waimate District,Parsonage Road,"50 Parsonage Road, Waimate",Waimate,171.044752167,-44.7261468
POINT (170.90001 -44.801116),947715,3040074,45111,"13 Elephant Hill Road, Waihao Downs",13,13,,Elephant Hill Road,Waihao Downs,Waimate District,Elephant Hill Road,"13 Elephant Hill Road, Waihao Downs",Waihao Downs,170.90001,-44.801116
POINT (171.0577289 -44.7200449833),948271,1782285,30163,"95 Maytown Road, Waimate",95,95,,Maytown Road,Waimate,Waimate District,Maytown Road,"95 Maytown Road, Waimate",Waimate,171.0577289,-44.7200449833
POINT (171.0536215333 -44.7241975),948311,1782218,47929,"9 Hannifins Road, Waimate",9,9,,Hannifins Road,Waimate,Waimate District,Hannifins Road,"9 Hannifins Road, Waimate",Waimate,171.05362153299998,-44.724197499999995
POINT (171.1044348833 -44.8392035667),1845843,1786556,39944,"333 Crowes Road, Morven",333,333,,Crowes Road,Morven,Waimate District,Crowes Road,"333 Crowes Road, Morven",Morven,171.10443488299998,-44.8392035667
POINT (171.0368429333 -44.7400168833),1848472,3015409,47059,"220 Queen Street, Waimate",220,220,,Queen Street,Waimate,Waimate District,Queen Street,"220 Queen Street, Waimate",Waimate,171.036842933,-44.7400168833
POINT (171.1483677333 -44.6183058333),1945456,1806031,281208,"39 Sheas Road, Otaio",39,39,,Sheas Road,Otaio,Waimate District,Sheas Road,"39 Sheas Road, Otaio",Otaio,171.148367733,-44.6183058333
POINT (171.11539 -44.909771),947974,1782160,31356,"70 Andrews Road, Glenavy",70,70,,Andrews Road,Glenavy,Waimate District,Andrews Road,"70 Andrews Road, Glenavy",Glenavy,171.11539,-44.909771
POINT (170.78964546458 -44.8314895225118),950990,1783602,45434,"511 Clarkesfield Road, Elephant Hill",511,511,,Clarkesfield Road,Elephant Hill,Waimate District,Clarkesfield Road,"511 Clarkesfield Road, Elephant Hill",Elephant Hill,170.789645465,-44.8314895225
POINT (171.10247 -44.9149841833),1444454,1782351,41830,"11 Pyke Street, Glenavy",11,11,,Pyke Street,Glenavy,Waimate District,Pyke Street,"11 Pyke Street, Glenavy",Glenavy,171.10246999999998,-44.9149841833
POINT (170.921157931889 -44.7375983327126),2027613,1782167,45006,"206 Donnithornes Road, Waihaorunga",206,206,,Donnithornes Road,Waihaorunga,Waimate District,Donnithornes Road,"206 Donnithornes Road, Waihaorunga",Waihaorunga,170.921157932,-44.7375983327
POINT (170.971700902936 -44.6741434008654),2027628,1782264,56249,"186 Linnfield Road, Hunter",186,186,,Linnfield Road,Hunter,Waimate District,Linnfield Road,"186 Linnfield Road, Hunter",Hunter,170.971700903,-44.6741434009
POINT (171.04317305 -44.7335935333),121157,1782175,39088,"11 Elizabeth Street, Waimate",11,11,,Elizabeth Street,Waimate,Waimate District,Elizabeth Street,"11 Elizabeth Street, Waimate",Waimate,171.04317305,-44.7335935333
POINT (171.0404031167 -44.7275333833),121260,1782127,39269,"188 High Street, Waimate",188,188,,High Street,Waimate,Waimate District,High Street,"188 High Street, Waimate",Waimate,171.040403117,-44.7275333833
POINT (171.03986325 -44.7308959833),121333,1782350,38539,"23 Belt Street, Waimate",23,23,,Belt Street,Waimate,Waimate District,Belt Street,"23 Belt Street, Waimate",Waimate,171.03986325,-44.7308959833
POINT (171.0427229833 -44.7301705667),121354,1787213,30535,"26 Rhodes Street, Waimate",26,26,,Rhodes Street,Waimate,Waimate District,Rhodes Street,"26 Rhodes Street, Waimate",Waimate,171.042722983,-44.730170566700004
POINT (171.0370301333 -44.7294867333),121407,1782240,39824,"32 Hughes Street, Waimate",32,32,,Hughes Street,Waimate,Waimate District,Hughes Street,"32 Hughes Street, Waimate",Waimate,171.037030133,-44.7294867333
POINT (171.0438560667 -44.7313638333),121617,1786566,50658,"7 Harris Street, Waimate",7,7,,Harris Street,Waimate,Waimate District,Harris Street,"7 Harris Street, Waimate",Waimate,171.043856067,-44.7313638333
POINT (171.0471405333 -44.7302341833),122156,1782261,48777,"31 Leonard Street, Waimate",31,31,,Leonard Street,Waimate,Waimate District,Leonard Street,"31 Leonard Street, Waimate",Waimate,171.047140533,-44.7302341833
POINT (171.0615089333 -44.7286687667),122543,1783588,35095,"3 Caernarvon Street, Waimate",3,3,,Caernarvon Street,Waimate,Waimate District,Caernarvon Street,"3 Caernarvon Street, Waimate",Waimate,171.061508933,-44.728668766700004
POINT (171.05584445 -44.7377570167),122596,1782171,40289,"2 Edward Street, Waimate",2,2,,Edward Street,Waimate,Waimate District,Edward Street,"2 Edward Street, Waimate",Waimate,171.05584445,-44.7377570167
POINT (171.099615 -44.9139494167),122714,1782220,32332,"4 Ruane Street, Glenavy",4,4,,Ruane Street,Glenavy,Waimate District,Ruane Street,"4 Ruane Street, Glenavy",Glenavy,171.099615,-44.9139494167
POINT (171.1127022 -44.8177046167),122786,1782166,320949,"12 Donald Street, Morven",12,12,,Donald Street,Morven,Waimate District,Donald Street,"12 Donald Street, Morven",Morven,171.1127022,-44.8177046167
POINT (171.1114230833 -44.81837845),122789,1786561,30756,"16 Alice Street, Morven",16,16,,Alice Street,Morven,Waimate District,Alice Street,"16 Alice Street, Morven",Morven,171.111423083,-44.81837845
POINT (171.1369629333 -44.5527382333),949469,1782282,44212,"293 Marshall Road, Otaio",293,293,,Marshall Road,Otaio,Waimate District,Marshall Road,"293 Marshall Road, Otaio",Otaio,171.13696293299998,-44.5527382333
POINT (170.808118 -44.698881),947761,1782342,39616,"473 Pentland Hills Road, Waihaorunga",473,473,,Pentland Hills Road,Waihaorunga,Waimate District,Pentland Hills Road,"473 Pentland Hills Road, Waihaorunga",Waihaorunga,170.808118,-44.698881
POINT (170.8758597167 -44.7292405667),947813,1782259,42530,"287 Kowhatu Road, Waihaorunga",287,287,,Kowhatu Road,Waihaorunga,Waimate District,Kowhatu Road,"287 Kowhatu Road, Waihaorunga",Waihaorunga,170.875859717,-44.7292405667
POINT (171.034584 -44.771497),947920,1783548,33211,"289 Uretane Road, Waimate",289,289,,Uretane Road,Waimate,Waimate District,Uretane Road,"289 Uretane Road, Waimate",Waimate,171.034584,-44.771497
POINT (171.134452 -44.745639),948065,1782217,39422,"251 Hannaton Road, Waimate",251,251,,Hannaton Road,Waimate,Waimate District,Hannaton Road,"251 Hannaton Road, Waimate",Waimate,171.134452,-44.745639000000004
POINT (171.043048 -44.809388),948140,3021701,43055,"319 Greenhill Road, Ikawai",319,319,,Greenhill Road,Ikawai,Waimate District,Greenhill Road,"319 Greenhill Road, Ikawai",Ikawai,171.043048,-44.809388
POINT (171.0566325167 -44.7199542667),948274,1782285,30163,"103 Maytown Road, Waimate",103,103,,Maytown Road,Waimate,Waimate District,Maytown Road,"103 Maytown Road, Waimate",Waimate,171.056632517,-44.7199542667
POINT (171.05033005 -44.7251398167),948314,1782132,40429,"40 Oxford Street, Waimate",40,40,,Oxford Street,Waimate,Waimate District,Oxford Street,"40 Oxford Street, Waimate",Waimate,171.05033005,-44.7251398167
POINT (171.148393 -44.670223),949377,1782233,36900,"140 Hook Swamp Road, Makikihi",140,140,,Hook Swamp Road,Makikihi,Waimate District,Hook Swamp Road,"140 Hook Swamp Road, Makikihi",Makikihi,171.148393,-44.670223
POINT (171.0998954333 -44.5018499667),949542,1782274,29601,"195 Lyalldale Road, Saint Andrews",195,195,,Lyalldale Road,Saint Andrews,Waimate District,Lyalldale Road,"195 Lyalldale Road, Saint Andrews",Saint Andrews,171.099895433,-44.5018499667
POINT (170.914578 -44.50608),950205,3006169,320630,"2095 Back Line Road, Hunters Hills",2095,2095,,Back Line Road,Hunters Hills,Waimate District,Back Line Road,"2095 Back Line Road, Hunters Hills",Hunters Hills,170.914578,-44.50608
POINT (171.179615 -44.544702),950225,3052729,54742,"604 Waimate Highway, Saint Andrews",604,604,,Waimate Highway,Saint Andrews,Waimate District,Waimate Highway,"604 Waimate Highway, Saint Andrews",Saint Andrews,171.17961499999998,-44.544702
POINT (170.661273 -44.674267),951066,1818529,281928,"165 Frasers Road, Hakataramea Valley",165,165,,Frasers Road,Hakataramea Valley,Waimate District,Frasers Road,"165 Frasers Road, Hakataramea Valley",Hakataramea Valley,170.661273,-44.674267
POINT (171.101521 -44.91564635),1444447,1787454,34384,"16 Redcliff Road, Glenavy",16,16,,Redcliff Road,Glenavy,Waimate District,Redcliff Road,"16 Redcliff Road, Glenavy",Glenavy,171.101521,-44.91564635
POINT (171.0371096 -44.7425203833),1479727,1840564,340036,"19 Eric Batchelor Place, Waimate",19,19,,Eric Batchelor Place,Waimate,Waimate District,Eric Batchelor Place,"19 Eric Batchelor Place, Waimate",Waimate,171.03710959999998,-44.7425203833
POINT (171.04036355 -44.7365571167),1729064,1783512,42313,"106 Shearman Street, Waimate",106,106,,Shearman Street,Waimate,Waimate District,Shearman Street,"106 Shearman Street, Waimate",Waimate,171.04036355,-44.7365571167
POINT (171.0402355333 -44.7305842333),121247,1782350,30531,"17 Belt Street, Waimate",17,17,,Belt Street,Waimate,Waimate District,Belt Street,"17 Belt Street, Waimate",Waimate,171.040235533,-44.7305842333
POINT (171.0438312833 -44.7292824167),121268,1787213,45175,"18 Rhodes Street, Waimate",18,18,,Rhodes Street,Waimate,Waimate District,Rhodes Street,"18 Rhodes Street, Waimate",Waimate,171.043831283,-44.7292824167
POINT (171.0369688 -44.7318615),121311,1782195,34277,"21 George Street, Waimate",21,21,,George Street,Waimate,Waimate District,George Street,"21 George Street, Waimate",Waimate,171.0369688,-44.7318615
POINT (171.0392309333 -44.7309214167),121343,1782350,38539,"24 Belt Street, Waimate",24,24,,Belt Street,Waimate,Waimate District,Belt Street,"24 Belt Street, Waimate",Waimate,171.039230933,-44.7309214167
POINT (171.0405294667 -44.7405034167),121860,1783507,47890,"7 Saul Shrives Place, Waimate",7,7,,Saul Shrives Place,Waimate,Waimate District,Saul Shrives Place,"7 Saul Shrives Place, Waimate",Waimate,171.040529467,-44.7405034167
POINT (171.0533958667 -44.7381146667),122403,1787211,47889,"16 Holmes Street, Waimate",16,16,,Holmes Street,Waimate,Waimate District,Holmes Street,"16 Holmes Street, Waimate",Waimate,171.053395867,-44.7381146667
POINT (171.1114292667 -44.8179856),122785,1786561,30756,"10 Alice Street, Morven",10,10,,Alice Street,Morven,Waimate District,Alice Street,"10 Alice Street, Morven",Morven,171.111429267,-44.8179856
POINT (170.676637 -44.45803),947596,1838798,55759,"560 Moorland Settlement Road, Hakataramea Valley",560,560,,Moorland Settlement Road,Hakataramea Valley,Waimate District,Moorland Settlement Road,"560 Moorland Settlement Road, Hakataramea Valley",Hakataramea Valley,170.676637,-44.45803
POINT (170.873125 -44.774824),947801,1786799,43021,"28 Bridge Road, Waihao Downs",28,28,,Bridge Road,Waihao Downs,Waimate District,Bridge Road,"28 Bridge Road, Waihao Downs",Waihao Downs,170.873125,-44.774824
POINT (171.030538 -44.855908),947871,1782164,321282,"281 Dog Kennel Road, Ikawai",281,281,,Dog Kennel Road,Ikawai,Waimate District,Dog Kennel Road,"281 Dog Kennel Road, Ikawai",Ikawai,171.03053799999998,-44.855908
POINT (171.053674 -44.771764),947923,1782161,30911,"68 Dicksons Road, Waimate",68,68,,Dicksons Road,Waimate,Waimate District,Dicksons Road,"68 Dicksons Road, Waimate",Waimate,171.053674,-44.771764000000005
POINT (171.147222 -44.737675),948040,1782298,34970,"84 Meyers Road, Waimate",84,84,,Meyers Road,Waimate,Waimate District,Meyers Road,"84 Meyers Road, Waimate",Waimate,171.147222,-44.737675
POINT (171.136301 -44.768917),948081,1782188,52177,"162 Fletchers Road, Waimate",162,162,,Fletchers Road,Waimate,Waimate District,Fletchers Road,"162 Fletchers Road, Waimate",Waimate,171.136301,-44.768917
POINT (171.0271907667 -44.7496483),948208,1782229,36302,"19 Hodges Road, Waimate",19,19,,Hodges Road,Waimate,Waimate District,Hodges Road,"19 Hodges Road, Waimate",Waimate,171.027190767,-44.7496483
POINT (171.128929 -44.644752),949338,1783504,52735,"89 Rodgers Road, Makikihi",89,89,,Rodgers Road,Makikihi,Waimate District,Rodgers Road,"89 Rodgers Road, Makikihi",Makikihi,171.128929,-44.644752000000004
POINT (171.059915 -44.689141),949352,1782268,34993,"632 Lower Hook Road, Makikihi",632,632,,Lower Hook Road,Makikihi,Waimate District,Lower Hook Road,"632 Lower Hook Road, Makikihi",Makikihi,171.059915,-44.689141
POINT (171.027783 -44.619429),949398,3001503,54643,"21 Pakihi Road, Hunter",21,21,,Pakihi Road,Hunter,Waimate District,Pakihi Road,"21 Pakihi Road, Hunter",Hunter,171.027783,-44.619429
POINT (170.9900819833 -44.5754199833),949414,1817540,47210,"22 Teschemaker Bush Road, Otaio",22,22,,Teschemaker Bush Road,Otaio,Waimate District,Teschemaker Bush Road,"22 Teschemaker Bush Road, Otaio",Otaio,170.99008198299998,-44.5754199833
POINT (171.0969874167 -44.6047649167),949424,1783540,47417,"219 Thomsons Road, Otaio",219,219,,Thomsons Road,Otaio,Waimate District,Thomsons Road,"219 Thomsons Road, Otaio",Otaio,171.096987417,-44.6047649167
POINT (171.081757 -44.435535),949616,3065883,56472,"1190 Pareora River Road, Maungati",1190,1190,,Pareora River Road,Maungati,Waimate District,Pareora River Road,"1190 Pareora River Road, Maungati",Maungati,171.081757,-44.435534999999994
POINT (170.927071 -44.520954),950409,3006169,54767,"2312 Back Line Road, Hunters Hills",2312,2312,,Back Line Road,Hunters Hills,Waimate District,Back Line Road,"2312 Back Line Road, Hunters Hills",Hunters Hills,170.92707099999998,-44.520953999999996
POINT (171.0579948833 -44.75436725),1330714,1785595,31031,"190 Waihao Back Road, Waimate",190,190,,Waihao Back Road,Waimate,Waimate District,Waihao Back Road,"190 Waihao Back Road, Waimate",Waimate,171.057994883,-44.75436725
POINT (171.0523557167 -44.7329918667),122115,1786788,37689,"25 Rugby Street, Waimate",25,25,,Rugby Street,Waimate,Waimate District,Rugby Street,"25 Rugby Street, Waimate",Waimate,171.052355717,-44.7329918667
POINT (171.0461696167 -44.7335226833),1374396,1782201,50880,"3 Graham Street, Waimate",3,3,,Graham Street,Waimate,Waimate District,Graham Street,"3 Graham Street, Waimate",Waimate,171.046169617,-44.7335226833
POINT (171.0251843 -44.7278568667),1387908,1787271,321099,"112 Mill Road, Waimate",112,112,,Mill Road,Waimate,Waimate District,Mill Road,"112 Mill Road, Waimate",Waimate,171.0251843,-44.7278568667
POINT (171.0530207 -44.73588445),1432328,1782127,32480,"45B High Street, Waimate",45B,45,,High Street,Waimate,Waimate District,High Street,"45B High Street, Waimate",Waimate,171.0530207,-44.73588445
POINT (170.8281454 -44.86424335),1741732,1817291,281915,"44 Waipari Road, Ikawai",44,44,,Waipari Road,Ikawai,Waimate District,Waipari Road,"44 Waipari Road, Ikawai",Ikawai,170.8281454,-44.86424335
POINT (171.04101325 -44.73202515),121462,1787213,40065,"41 Rhodes Street, Waimate",41,41,,Rhodes Street,Waimate,Waimate District,Rhodes Street,"41 Rhodes Street, Waimate",Waimate,171.04101325,-44.73202515
POINT (171.0403465333 -44.7320739667),121510,1787213,40065,"54 Rhodes Street, Waimate",54,54,,Rhodes Street,Waimate,Waimate District,Rhodes Street,"54 Rhodes Street, Waimate",Waimate,171.040346533,-44.7320739667
POINT (171.0394658333 -44.7370824833),121705,1783539,42304,"16 Tennant Street, Waimate",16,16,,Tennant Street,Waimate,Waimate District,Tennant Street,"16 Tennant Street, Waimate",Waimate,171.03946583299998,-44.7370824833
POINT (171.03827165 -44.7356581167),121735,1787271,52011,"19 Mill Road, Waimate",19,19,,Mill Road,Waimate,Waimate District,Mill Road,"19 Mill Road, Waimate",Waimate,171.03827165,-44.7356581167
POINT (171.0397463333 -44.7402412667),121790,1783507,47890,"2 Saul Shrives Place, Waimate",2,2,,Saul Shrives Place,Waimate,Waimate District,Saul Shrives Place,"2 Saul Shrives Place, Waimate",Waimate,171.03974633299998,-44.740241266700004
POINT (171.0437117 -44.7354644833),121821,1782156,41318,"4 Dash Street, Waimate",4,4,,Dash Street,Waimate,Waimate District,Dash Street,"4 Dash Street, Waimate",Waimate,171.0437117,-44.7354644833
POINT (171.0529858 -44.7341916167),121985,1786557,47888,"12 Eaton Street, Waimate",12,12,,Eaton Street,Waimate,Waimate District,Eaton Street,"12 Eaton Street, Waimate",Waimate,171.0529858,-44.7341916167
POINT (171.0453678833 -44.7279110667),122004,1782284,54163,"13 Maude Street, Waimate",13,13,,Maude Street,Waimate,Waimate District,Maude Street,"13 Maude Street, Waimate",Waimate,171.04536788299998,-44.7279110667
POINT (171.0476505167 -44.730147),122100,1782261,48777,"22 Leonard Street, Waimate",22,22,,Leonard Street,Waimate,Waimate District,Leonard Street,"22 Leonard Street, Waimate",Waimate,171.047650517,-44.730146999999995
POINT (171.0476007167 -44.7328042167),122262,3015409,50285,"60 Queen Street, Waimate",60,60,,Queen Street,Waimate,Waimate District,Queen Street,"60 Queen Street, Waimate",Waimate,171.047600717,-44.7328042167
POINT (171.0500916667 -44.7301998833),122281,1782134,47683,"6 Parsonage Road, Waimate",6,6,,Parsonage Road,Waimate,Waimate District,Parsonage Road,"6 Parsonage Road, Waimate",Waimate,171.050091667,-44.7301998833
POINT (171.0499794333 -44.73475),122297,1782341,31778,"7 Paul Street, Waimate",7,7,,Paul Street,Waimate,Waimate District,Paul Street,"7 Paul Street, Waimate",Waimate,171.049979433,-44.73475
POINT (171.0505886 -44.73199835),122357,1786788,37689,"9 Rugby Street, Waimate",9,9,,Rugby Street,Waimate,Waimate District,Rugby Street,"9 Rugby Street, Waimate",Waimate,171.0505886,-44.73199835
POINT (171.0490889667 -44.7365888167),122454,1786800,55979,"37 Wilkin Street, Waimate",37,37,,Wilkin Street,Waimate,Waimate District,Wilkin Street,"37 Wilkin Street, Waimate",Waimate,171.04908896700002,-44.7365888167
POINT (171.1919725833 -44.5278108333),124263,3052729,56106,"20 Waimate Highway, Saint Andrews",20,20,,Waimate Highway,Saint Andrews,Waimate District,Waimate Highway,"20 Waimate Highway, Saint Andrews",Saint Andrews,171.191972583,-44.5278108333
POINT (171.19074565 -44.5296138167),124280,3052729,56105,"38 Waimate Highway, Saint Andrews",38,38,,Waimate Highway,Saint Andrews,Waimate District,Waimate Highway,"38 Waimate Highway, Saint Andrews",Saint Andrews,171.19074565,-44.5296138167
POINT (171.1888563167 -44.5311997),124289,1782174,42449,"4 Eliot Street, Saint Andrews",4,4,,Eliot Street,Saint Andrews,Waimate District,Eliot Street,"4 Eliot Street, Saint Andrews",Saint Andrews,171.18885631700002,-44.5311997
POINT (171.0449029167 -44.7344547833),297923,3015409,35026,"134 Queen Street, Waimate",134,134,,Queen Street,Waimate,Waimate District,Queen Street,"134 Queen Street, Waimate",Waimate,171.044902917,-44.7344547833
POINT (171.0667915667 -44.7616104167),947918,1785595,31031,"303 Waihao Back Road, Waimate",303,303,,Waihao Back Road,Waimate,Waimate District,Waihao Back Road,"303 Waihao Back Road, Waimate",Waimate,171.066791567,-44.7616104167
POINT (171.0948341167 -44.7165778167),948191,3068003,47071,"385 Timaru Road, Waimate",385,385,,Timaru Road,Waimate,Waimate District,Timaru Road,"385 Timaru Road, Waimate",Waimate,171.094834117,-44.7165778167
POINT (171.047219 -44.722065),948307,1782333,44140,"48 Painstown Road, Waimate",48,48,,Painstown Road,Waimate,Waimate District,Painstown Road,"48 Painstown Road, Waimate",Waimate,171.04721899999998,-44.722065
POINT (171.0028391667 -44.7103190667),948328,3009462,54714,"258 Whitneys Road, Waimate",258,258,,Whitneys Road,Waimate,Waimate District,Whitneys Road,"258 Whitneys Road, Waimate",Waimate,171.00283916700002,-44.7103190667
POINT (170.980048 -44.379548),949695,3015609,321105,"697 Pareora Gorge Road, Maungati",697,697,,Pareora Gorge Road,Maungati,Waimate District,Pareora Gorge Road,"697 Pareora Gorge Road, Maungati",Maungati,170.980048,-44.379548
