WKT,id,rna_id,rcl_id,address,house_number,range_low,range_high,road_name,locality,territorial_authority,road_name_utf8,address_utf8,locality_utf8,shape_X,shape_Y
POINT (172.9585840667 -43.81442055),1755670,1779474,44024,"1 Akaroa Cemetery Road, Akaroa",1,1,,Akaroa Cemetery Road,Akaroa,Christchurch City,Akaroa Cemetery Road,"1 Akaroa Cemetery Road, Akaroa",Akaroa,172.958584067,-43.81442055
POINT (172.6147024833 -43.5127851833),204150,1782579,48060,"1 Allister Avenue, Strowan, Christchurch",1,1,,Allister Avenue,Strowan,Christchurch City,Allister Avenue,"1 Allister Avenue, Strowan, Christchurch",Strowan,172.614702483,-43.5127851833
POINT (172.7118547833 -43.6451410667),274609,1780032,369838,"1 Andersons Road, Charteris Bay",1,1,,Andersons Road,Charteris Bay,Christchurch City,Andersons Road,"1 Andersons Road, Charteris Bay",Charteris Bay,172.71185478299998,-43.6451410667
POINT (172.95293555 -43.7617251667),289600,1779397,40197,"1 Archdalls Road, Robinsons Bay",1,1,,Archdalls Road,Robinsons Bay,Christchurch City,Archdalls Road,"1 Archdalls Road, Robinsons Bay",Robinsons Bay,172.95293555,-43.7617251667
POINT (172.526003585671 -43.5236920726717),2043439,3077938,388984,"1 Ardnave Lane, Broomfield, Christchurch",1,1,,Ardnave Lane,Broomfield,Christchurch City,Ardnave Lane,"1 Ardnave Lane, Broomfield, Christchurch",Broomfield,172.52600358599997,-43.5236920727
POINT (172.9688671 -43.80863955),321762,1779398,300824,"1 Armstrong Crescent, Akaroa",1,1,,Armstrong Crescent,Akaroa,Christchurch City,Armstrong Crescent,"1 Armstrong Crescent, Akaroa",Akaroa,172.96886709999998,-43.80863955
POINT (172.72055505 -43.62959955),1395516,1780031,46157,"1 Athol Place, Diamond Harbour",1,1,,Athol Place,Diamond Harbour,Christchurch City,Athol Place,"1 Athol Place, Diamond Harbour",Diamond Harbour,172.72055505,-43.62959955
POINT (172.7885191333 -43.7736166167),287499,1780086,372187,"1 Barclays Road, Little River",1,1,,Barclays Road,Little River,Christchurch City,Barclays Road,"1 Barclays Road, Little River",Little River,172.788519133,-43.773616616700004
POINT (172.6442529167 -43.6256777),232008,1785661,39500,"1 Bay Heights, Governors Bay",1,1,,Bay Heights,Governors Bay,Christchurch City,Bay Heights,"1 Bay Heights, Governors Bay",Governors Bay,172.64425291700002,-43.6256777
POINT (172.9425074167 -43.7582352),567067,1779300,48747,"1 Bayview Crescent, Duvauchelle",1,1,,Bayview Crescent,Duvauchelle,Christchurch City,Bayview Crescent,"1 Bayview Crescent, Duvauchelle",Duvauchelle,172.942507417,-43.7582352
POINT (172.7125804667 -43.6408486333),274532,3073577,39901,"1 Bayview Road, Charteris Bay",1,1,,Bayview Road,Charteris Bay,Christchurch City,Bayview Road,"1 Bayview Road, Charteris Bay",Charteris Bay,172.712580467,-43.6408486333
POINT (172.9667427833 -43.8065661667),290489,1787233,42132,"1 Beach Road, Akaroa",1,1,,Beach Road,Akaroa,Christchurch City,Beach Road,"1 Beach Road, Akaroa",Akaroa,172.966742783,-43.8065661667
POINT (172.70781395 -43.8211544833),1406680,1780087,38601,"1 Beach Street, Little River",1,1,,Beach Street,Little River,Christchurch City,Beach Street,"1 Beach Street, Little River",Little River,172.70781395,-43.8211544833
POINT (172.545118396635 -43.5616299203322),2043605,3077946,389013,"1 Bernina Lane, Halswell, Christchurch",1,1,,Bernina Lane,Halswell,Christchurch City,Bernina Lane,"1 Bernina Lane, Halswell, Christchurch",Halswell,172.545118397,-43.5616299203
POINT (173.0531261 -43.688255),291231,3000595,44964,"1 Boleyns Road, Little Akaloa",1,1,,Boleyns Road,Little Akaloa,Christchurch City,Boleyns Road,"1 Boleyns Road, Little Akaloa",Little Akaloa,173.0531261,-43.688255
POINT (172.7263786667 -43.5988496333),282180,1779059,43793,"1 Brenchley Road, Lyttelton",1,1,,Brenchley Road,Lyttelton,Christchurch City,Brenchley Road,"1 Brenchley Road, Lyttelton",Lyttelton,172.726378667,-43.5988496333
POINT (172.7153157167 -43.6026978833),641707,1779483,53566,"1 Bridle Path, Lyttelton",1,1,,Bridle Path,Lyttelton,Christchurch City,Bridle Path,"1 Bridle Path, Lyttelton",Lyttelton,172.715315717,-43.602697883299996
POINT (172.71240825 -43.6029969333),274335,1779484,50312,"1 Brittan Terrace, Lyttelton",1,1,,Brittan Terrace,Lyttelton,Christchurch City,Brittan Terrace,"1 Brittan Terrace, Lyttelton",Lyttelton,172.71240825,-43.6029969333
POINT (172.72479115 -43.6068101333),1757509,1779955,45444,"1 Cashin Quay, Lyttelton",1,1,,Cashin Quay,Lyttelton,Christchurch City,Cashin Quay,"1 Cashin Quay, Lyttelton",Lyttelton,172.72479115,-43.6068101333
POINT (172.6938490167 -43.60450575),265232,1786149,49737,"1 Cass Bay Place, Cass Bay, Lyttelton",1,1,,Cass Bay Place,Cass Bay,Christchurch City,Cass Bay Place,"1 Cass Bay Place, Cass Bay, Lyttelton",Cass Bay,172.69384901700002,-43.60450575
POINT (172.9445516 -43.7544055333),1295736,1785733,40090,"1 Cedar Lane, Duvauchelle",1,1,,Cedar Lane,Duvauchelle,Christchurch City,Cedar Lane,"1 Cedar Lane, Duvauchelle",Duvauchelle,172.94455159999998,-43.7544055333
POINT (172.7332877333 -43.5640443667),1350518,1785684,280680,"1 Challenger Lane, Redcliffs, Christchurch",1,1,,Challenger Lane,Redcliffs,Christchurch City,Challenger Lane,"1 Challenger Lane, Redcliffs, Christchurch",Redcliffs,172.733287733,-43.5640443667
POINT (172.6932970333 -43.50356005),261659,1783612,30849,"1 Chardale Street, Avondale, Christchurch",1,1,,Chardale Street,Avondale,Christchurch City,Chardale Street,"1 Chardale Street, Avondale, Christchurch",Avondale,172.693297033,-43.50356005
POINT (172.6970564333 -43.6565562667),270064,3020444,51557,"1 Charteris Bay Road, Charteris Bay",1,1,,Charteris Bay Road,Charteris Bay,Christchurch City,Charteris Bay Road,"1 Charteris Bay Road, Charteris Bay",Charteris Bay,172.697056433,-43.6565562667
POINT (172.6468323833 -43.6323429333),1634041,1780049,38509,"1 Church Lane, Allandale",1,1,,Church Lane,Allandale,Christchurch City,Church Lane,"1 Church Lane, Allandale",Allandale,172.646832383,-43.6323429333
POINT (172.52585965722 -43.5241065135799),2043458,3077939,388987,"1 Ciaran Close, Broomfield, Christchurch",1,1,,Ciaran Close,Broomfield,Christchurch City,Ciaran Close,"1 Ciaran Close, Broomfield, Christchurch",Broomfield,172.525859657,-43.524106513599996
POINT (172.6175090167 -43.5097754333),1757796,1783615,42496,"1 Circuit Street, Strowan, Christchurch",1,1,,Circuit Street,Strowan,Christchurch City,Circuit Street,"1 Circuit Street, Strowan, Christchurch",Strowan,172.617509017,-43.5097754333
POINT (172.7057291833 -43.8224070667),1406688,3061508,46856,"1 Clifton Street, Little River",1,1,,Clifton Street,Little River,Christchurch City,Clifton Street,"1 Clifton Street, Little River",Little River,172.705729183,-43.8224070667
POINT (172.70688345 -43.8256921833),274745,1785442,56406,"1 Coates Road, Birdlings Flat",1,1,,Coates Road,Birdlings Flat,Christchurch City,Coates Road,"1 Coates Road, Birdlings Flat",Birdlings Flat,172.70688345,-43.8256921833
POINT (172.7187117333 -43.6007188833),278874,1779963,388109,"1 Coleridge Terrace, Lyttelton",1,1,,Coleridge Terrace,Lyttelton,Christchurch City,Coleridge Terrace,"1 Coleridge Terrace, Lyttelton",Lyttelton,172.718711733,-43.6007188833
POINT (172.7272862833 -43.5993675),282182,1787326,50820,"1 College Place, Lyttelton",1,1,,College Place,Lyttelton,Christchurch City,College Place,"1 College Place, Lyttelton",Lyttelton,172.72728628299998,-43.5993675
POINT (172.60324155 -43.5035500667),196337,1782856,38551,"1 Condell Avenue, Papanui, Christchurch",1,1,,Condell Avenue,Papanui,Christchurch City,Condell Avenue,"1 Condell Avenue, Papanui, Christchurch",Papanui,172.60324155,-43.5035500667
POINT (172.7205754 -43.5997733167),278865,1779959,31805,"1 Cornwall Road, Lyttelton",1,1,,Cornwall Road,Lyttelton,Christchurch City,Cornwall Road,"1 Cornwall Road, Lyttelton",Lyttelton,172.7205754,-43.5997733167
POINT (172.6526424833 -43.5566359333),1733626,1782881,39299,"1 Cresselly Place, Saint Martins, Christchurch",1,1,,Cresselly Place,Saint Martins,Christchurch City,Cresselly Place,"1 Cresselly Place, Saint Martins, Christchurch",Saint Martins,172.652642483,-43.5566359333
POINT (172.6493720833 -43.6234304),239908,1780033,35492,"1 Cresswell Avenue, Governors Bay",1,1,,Cresswell Avenue,Governors Bay,Christchurch City,Cresswell Avenue,"1 Cresswell Avenue, Governors Bay",Governors Bay,172.649372083,-43.623430400000004
POINT (172.7097372333 -43.60421985),274333,3066039,36496,"1 Cressy Terrace, Lyttelton",1,1,,Cressy Terrace,Lyttelton,Christchurch City,Cressy Terrace,"1 Cressy Terrace, Lyttelton",Lyttelton,172.709737233,-43.60421985
POINT (172.7281271 -43.598053),282179,1785435,31998,"1 Crossland Terrace, Lyttelton",1,1,,Crossland Terrace,Lyttelton,Christchurch City,Crossland Terrace,"1 Crossland Terrace, Lyttelton",Lyttelton,172.7281271,-43.598053
POINT (172.7149822333 -43.6029052),1757967,1779970,43588,"1 Cunningham Terrace, Lyttelton",1,1,,Cunningham Terrace,Lyttelton,Christchurch City,Cunningham Terrace,"1 Cunningham Terrace, Lyttelton",Lyttelton,172.714982233,-43.6029052
POINT (172.7112866333 -43.6012833333),274332,1779973,32104,"1 Dalleys Lane, Lyttelton",1,1,,Dalleys Lane,Lyttelton,Christchurch City,Dalleys Lane,"1 Dalleys Lane, Lyttelton",Lyttelton,172.711286633,-43.601283333299996
POINT (172.4991118333 -43.5345906667),1987909,1986956,382063,"1 Doric Way, Islington, Christchurch",1,1,,Doric Way,Islington,Christchurch City,Doric Way,"1 Doric Way, Islington, Christchurch",Islington,172.499111833,-43.5345906667
POINT (172.7146938167 -43.6023454333),274331,1779949,29732,"1 Dudley Road, Lyttelton",1,1,,Dudley Road,Lyttelton,Christchurch City,Dudley Road,"1 Dudley Road, Lyttelton",Lyttelton,172.714693817,-43.6023454333
POINT (172.8908487167 -43.8132216667),1357919,1836719,339219,"1 Edwards Road, Wainui",1,1,,Edwards Road,Wainui,Christchurch City,Edwards Road,"1 Edwards Road, Wainui",Wainui,172.890848717,-43.8132216667
POINT (172.7222457667 -43.5947766833),50704,1840637,340820,"1 Endeavour Place, Lyttelton",1,1,,Endeavour Place,Lyttelton,Christchurch City,Endeavour Place,"1 Endeavour Place, Lyttelton",Lyttelton,172.722245767,-43.5947766833
POINT (172.6464425333 -43.6269265667),240115,1778998,47316,"1 Ernest Adams Drive, Governors Bay",1,1,,Ernest Adams Drive,Governors Bay,Christchurch City,Ernest Adams Drive,"1 Ernest Adams Drive, Governors Bay",Governors Bay,172.646442533,-43.6269265667
POINT (172.7237074833 -43.6310908833),1758133,1770891,301978,"1 Euan Sarginson Place, Diamond Harbour",1,1,,Euan Sarginson Place,Diamond Harbour,Christchurch City,Euan Sarginson Place,"1 Euan Sarginson Place, Diamond Harbour",Diamond Harbour,172.723707483,-43.6310908833
POINT (172.7244455333 -43.6012761667),278875,1779985,51809,"1 Exeter Street, Lyttelton",1,1,,Exeter Street,Lyttelton,Christchurch City,Exeter Street,"1 Exeter Street, Lyttelton",Lyttelton,172.724445533,-43.6012761667
POINT (172.95516245 -43.7861628667),289808,1785732,39491,"1 Fantail Lane, Takamatua",1,1,,Fantail Lane,Takamatua,Christchurch City,Fantail Lane,"1 Fantail Lane, Takamatua",Takamatua,172.95516245,-43.7861628667
POINT (172.96501775 -43.8116606),290488,1779301,37570,"1 Fleur Lane, Akaroa",1,1,,Fleur Lane,Akaroa,Christchurch City,Fleur Lane,"1 Fleur Lane, Akaroa",Akaroa,172.96501775,-43.8116606
POINT (172.7260065667 -43.60231205),1731807,1779984,38408,"1 Foster Terrace, Lyttelton",1,1,,Foster Terrace,Lyttelton,Christchurch City,Foster Terrace,"1 Foster Terrace, Lyttelton",Lyttelton,172.726006567,-43.60231205
POINT (172.7122305833 -43.6073186167),1757608,1779478,52497,"1 George Seymour Quay, Lyttelton",1,1,,George Seymour Quay,Lyttelton,Christchurch City,George Seymour Quay,"1 George Seymour Quay, Lyttelton",Lyttelton,172.71223058299998,-43.6073186167
POINT (172.7269274 -43.6051480167),282303,1779477,49134,"1 Gilmour Terrace, Lyttelton",1,1,,Gilmour Terrace,Lyttelton,Christchurch City,Gilmour Terrace,"1 Gilmour Terrace, Lyttelton",Lyttelton,172.7269274,-43.6051480167
POINT (172.7231184167 -43.6040879833),1399409,3003196,293074,"1 Gladstone Quay, Lyttelton",1,1,,Gladstone Quay,Lyttelton,Christchurch City,Gladstone Quay,"1 Gladstone Quay, Lyttelton",Lyttelton,172.723118417,-43.6040879833
POINT (172.6479721833 -43.6240806333),1313717,1836009,284993,"1 Glas Brae, Governors Bay",1,1,,Glas Brae,Governors Bay,Christchurch City,Glas Brae,"1 Glas Brae, Governors Bay",Governors Bay,172.64797218299998,-43.6240806333
POINT (172.6953451 -43.60534925),269994,3028857,53744,"1 Governors Bay Road, Cass Bay, Lyttelton",1,1,,Governors Bay Road,Cass Bay,Christchurch City,Governors Bay Road,"1 Governors Bay Road, Cass Bay, Lyttelton",Cass Bay,172.6953451,-43.60534925
POINT (172.6927993667 -43.6038198167),265231,1779981,46123,"1 Harbour View Terrace, Cass Bay, Lyttelton",1,1,,Harbour View Terrace,Cass Bay,Christchurch City,Harbour View Terrace,"1 Harbour View Terrace, Cass Bay, Lyttelton",Cass Bay,172.69279936700002,-43.6038198167
POINT (172.7199708833 -43.5984937),1586532,1840659,341126,"1 Harkess Lane, Lyttelton",1,1,,Harkess Lane,Lyttelton,Christchurch City,Harkess Lane,"1 Harkess Lane, Lyttelton",Lyttelton,172.719970883,-43.598493700000006
POINT (172.7167082333 -43.6017313667),278873,1787327,388084,"1 Hawkhurst Road, Lyttelton",1,1,,Hawkhurst Road,Lyttelton,Christchurch City,Hawkhurst Road,"1 Hawkhurst Road, Lyttelton",Lyttelton,172.716708233,-43.6017313667
POINT (172.6461304333 -43.6193146333),239909,1779012,35814,"1 Hay's Rise, Governors Bay",1,1,,"Hay's Rise",Governors Bay,Christchurch City,"Hay's Rise","1 Hay's Rise, Governors Bay",Governors Bay,172.646130433,-43.6193146333
POINT (172.6093950333 -43.5131194333),204146,1782811,38035,"1 Heaton Street, Strowan, Christchurch",1,1,,Heaton Street,Strowan,Christchurch City,Heaton Street,"1 Heaton Street, Strowan, Christchurch",Strowan,172.609395033,-43.5131194333
POINT (172.95578205 -43.8135916333),289946,1779392,37308,"1 Hempleman Drive, Akaroa",1,1,,Hempleman Drive,Akaroa,Christchurch City,Hempleman Drive,"1 Hempleman Drive, Akaroa",Akaroa,172.95578205,-43.8135916333
POINT (172.89389525 -43.6881530167),288982,1785901,30173,"1 Holmes Bay Road, Pigeon Bay",1,1,,Holmes Bay Road,Pigeon Bay,Christchurch City,Holmes Bay Road,"1 Holmes Bay Road, Pigeon Bay",Pigeon Bay,172.89389525,-43.6881530167
POINT (172.6465424333 -43.6209189),239913,1787648,316767,"1 Hyland Brae, Governors Bay",1,1,,Hyland Brae,Governors Bay,Christchurch City,Hyland Brae,"1 Hyland Brae, Governors Bay",Governors Bay,172.64654243299998,-43.6209189
POINT (172.7248877 -43.5949578667),1467768,1787553,54002,"1 Hyllton Heights, Lyttelton",1,1,,Hyllton Heights,Lyttelton,Christchurch City,Hyllton Heights,"1 Hyllton Heights, Lyttelton",Lyttelton,172.72488769999998,-43.5949578667
POINT (172.7213303 -43.62961865),279404,1780014,41457,"1 James Drive, Diamond Harbour",1,1,,James Drive,Diamond Harbour,Christchurch City,James Drive,"1 James Drive, Diamond Harbour",Diamond Harbour,172.7213303,-43.62961865
POINT (172.6496711167 -43.6236625667),239911,1780015,45613,"1 Jetty Road, Governors Bay",1,1,,Jetty Road,Governors Bay,Christchurch City,Jetty Road,"1 Jetty Road, Governors Bay",Governors Bay,172.649671117,-43.6236625667
POINT (172.6922126167 -43.6031498833),265230,1785422,43388,"1 Kaikomako Place, Cass Bay, Lyttelton",1,1,,Kaikomako Place,Cass Bay,Christchurch City,Kaikomako Place,"1 Kaikomako Place, Cass Bay, Lyttelton",Cass Bay,172.692212617,-43.6031498833
POINT (172.7148991 -43.6342345167),1603304,3009964,346809,"1 Kaioruru Lane, Charteris Bay",1,1,,Kaioruru Lane,Charteris Bay,Christchurch City,Kaioruru Lane,"1 Kaioruru Lane, Charteris Bay",Charteris Bay,172.7148991,-43.6342345167
POINT (172.9452533 -43.7616374667),1312868,1806284,281186,"1 Kanuka Place, Robinsons Bay",1,1,,Kanuka Place,Robinsons Bay,Christchurch City,Kanuka Place,"1 Kanuka Place, Robinsons Bay",Robinsons Bay,172.94525330000002,-43.7616374667
POINT (172.7194452333 -43.5989473),566089,1779980,47105,"1 Keebles Lane, Lyttelton",1,1,,Keebles Lane,Lyttelton,Christchurch City,Keebles Lane,"1 Keebles Lane, Lyttelton",Lyttelton,172.719445233,-43.5989473
POINT (172.5982532 -43.56342675),200241,1782927,53506,"1 Kevin Street, Hoon Hay, Christchurch",1,1,,Kevin Street,Hoon Hay,Christchurch City,Kevin Street,"1 Kevin Street, Hoon Hay, Christchurch",Hoon Hay,172.5982532,-43.56342675
POINT (172.68217225 -43.6071101833),1759237,1780040,35469,"1 Kina Road, Rapaki",1,1,,Kina Road,Rapaki,Christchurch City,Kina Road,"1 Kina Road, Rapaki",Rapaki,172.68217225,-43.6071101833
POINT (172.9562303833 -43.7868747),289809,1779366,44009,"1 Kingfisher Road, Takamatua",1,1,,Kingfisher Road,Takamatua,Christchurch City,Kingfisher Road,"1 Kingfisher Road, Takamatua",Takamatua,172.956230383,-43.786874700000006
POINT (172.6183498 -43.5081408),1851494,3063039,45804,"1 Knowles Street, Strowan, Christchurch",1,1,,Knowles Street,Strowan,Christchurch City,Knowles Street,"1 Knowles Street, Strowan, Christchurch",Strowan,172.6183498,-43.5081408
POINT (172.7250734167 -43.6274284833),1306532,1779419,47940,"1 Koromiko Crescent, Diamond Harbour",1,1,,Koromiko Crescent,Diamond Harbour,Christchurch City,Koromiko Crescent,"1 Koromiko Crescent, Diamond Harbour",Diamond Harbour,172.725073417,-43.6274284833
POINT (172.9773903833 -43.7851587333),290808,1779403,38163,"1 Kotlowski Road, Takamatua",1,1,,Kotlowski Road,Takamatua,Christchurch City,Kotlowski Road,"1 Kotlowski Road, Takamatua",Takamatua,172.977390383,-43.7851587333
POINT (172.7359771167 -43.6299897667),1417721,1816807,281746,"1 Kura Lane, Diamond Harbour",1,1,,Kura Lane,Diamond Harbour,Christchurch City,Kura Lane,"1 Kura Lane, Diamond Harbour",Diamond Harbour,172.735977117,-43.6299897667
POINT (172.6448956833 -43.6265770667),232009,1778997,40971,"1 Lachie Griffen Rise, Governors Bay",1,1,,Lachie Griffen Rise,Governors Bay,Christchurch City,Lachie Griffen Rise,"1 Lachie Griffen Rise, Governors Bay",Governors Bay,172.644895683,-43.6265770667
POINT (172.668370136094 -43.4769953119173),2011558,2010949,383967,"1 Lambies Street, Marshland, Christchurch",1,1,,Lambies Street,Marshland,Christchurch City,Lambies Street,"1 Lambies Street, Marshland, Christchurch",Marshland,172.668370136,-43.4769953119
POINT (172.97514325 -43.8087271667),290835,1787556,54038,"1 Langlois Lane, Akaroa",1,1,,Langlois Lane,Akaroa,Christchurch City,Langlois Lane,"1 Langlois Lane, Akaroa",Akaroa,172.97514325,-43.8087271667
POINT (173.0580762333 -43.7627312),291286,1787178,286148,"1 Le Bons Valley Road, Le Bons Bay",1,1,,Le Bons Valley Road,Le Bons Bay,Christchurch City,Le Bons Valley Road,"1 Le Bons Valley Road, Le Bons Bay",Le Bons Bay,173.05807623299998,-43.762731200000005
POINT (172.9724115333 -43.8024365667),290227,1785995,38467,"1 Libeau Lane, Akaroa",1,1,,Libeau Lane,Akaroa,Christchurch City,Libeau Lane,"1 Libeau Lane, Akaroa",Akaroa,172.97241153299998,-43.8024365667
POINT (172.64827935 -43.6222281167),239914,1785992,316769,"1 Lighthouse Lane, Governors Bay",1,1,,Lighthouse Lane,Governors Bay,Christchurch City,Lighthouse Lane,"1 Lighthouse Lane, Governors Bay",Governors Bay,172.64827935,-43.6222281167
POINT (172.96032135 -43.8149831667),289948,1779460,51757,"1 Lighthouse Road, Akaroa",1,1,,Lighthouse Road,Akaroa,Christchurch City,Lighthouse Road,"1 Lighthouse Road, Akaroa",Akaroa,172.96032135,-43.8149831667
POINT (172.9512866667 -43.7860491667),1647342,1785878,354892,"1 Lushingtons Bay Road, Takamatua",1,1,,Lushingtons Bay Road,Takamatua,Christchurch City,Lushingtons Bay Road,"1 Lushingtons Bay Road, Takamatua",Takamatua,172.951286667,-43.7860491667
POINT (172.6496003167 -43.6200552667),239906,1780047,35055,"1 Main Road, Governors Bay",1,1,,Main Road,Governors Bay,Christchurch City,Main Road,"1 Main Road, Governors Bay",Governors Bay,172.649600317,-43.6200552667
POINT (172.9430630833 -43.7592215333),566909,1785734,41587,"1 Manuka Terrace, Duvauchelle",1,1,,Manuka Terrace,Duvauchelle,Christchurch City,Manuka Terrace,"1 Manuka Terrace, Duvauchelle",Duvauchelle,172.943063083,-43.7592215333
POINT (172.7315621 -43.6282147833),282397,1779958,371258,"1 Marama Terrace, Diamond Harbour",1,1,,Marama Terrace,Diamond Harbour,Christchurch City,Marama Terrace,"1 Marama Terrace, Diamond Harbour",Diamond Harbour,172.7315621,-43.6282147833
POINT (172.6904142 -43.6024774833),1331248,1787767,56006,"1 Mariners Cove, Cass Bay, Lyttelton",1,1,,Mariners Cove,Cass Bay,Christchurch City,Mariners Cove,"1 Mariners Cove, Cass Bay, Lyttelton",Cass Bay,172.6904142,-43.6024774833
POINT (172.94458695 -43.7613737167),1297112,1806317,284885,"1 Matai Lane, Robinsons Bay",1,1,,Matai Lane,Robinsons Bay,Christchurch City,Matai Lane,"1 Matai Lane, Robinsons Bay",Robinsons Bay,172.94458695,-43.7613737167
POINT (172.6501246333 -43.6243725167),239907,1780012,35306,"1 Merlincote Crescent, Governors Bay",1,1,,Merlincote Crescent,Governors Bay,Christchurch City,Merlincote Crescent,"1 Merlincote Crescent, Governors Bay",Governors Bay,172.650124633,-43.6243725167
POINT (172.9469531833 -43.7606441667),1297106,1806283,281181,"1 Monarch Drive, Robinsons Bay",1,1,,Monarch Drive,Robinsons Bay,Christchurch City,Monarch Drive,"1 Monarch Drive, Robinsons Bay",Robinsons Bay,172.946953183,-43.760644166700004
POINT (172.9489638167 -43.7592345333),565659,1779456,43200,"1 Ngaio Grove, Robinsons Bay",1,1,,Ngaio Grove,Robinsons Bay,Christchurch City,Ngaio Grove,"1 Ngaio Grove, Robinsons Bay",Robinsons Bay,172.94896381700002,-43.7592345333
POINT (172.72143675 -43.5960444),278878,1787665,55564,"1 Norton Close, Lyttelton",1,1,,Norton Close,Lyttelton,Christchurch City,Norton Close,"1 Norton Close, Lyttelton",Lyttelton,172.72143675,-43.5960444
POINT (172.7227219 -43.6042737167),278877,3070690,53258,"1 Norwich Quay, Lyttelton",1,1,,Norwich Quay,Lyttelton,Christchurch City,Norwich Quay,"1 Norwich Quay, Lyttelton",Lyttelton,172.7227219,-43.6042737167
POINT (172.68025195 -43.56590315),260107,1783908,42351,"1 Nuttall Drive, Hillsborough, Christchurch",1,1,,Nuttall Drive,Hillsborough,Christchurch City,Nuttall Drive,"1 Nuttall Drive, Hillsborough, Christchurch",Hillsborough,172.68025195,-43.56590315
POINT (172.7125149667 -43.6346581667),1603343,3018972,347148,"1 Ohinehau Lane, Charteris Bay",1,1,,Ohinehau Lane,Charteris Bay,Christchurch City,Ohinehau Lane,"1 Ohinehau Lane, Charteris Bay",Charteris Bay,172.712514967,-43.6346581667
POINT (172.9686076 -43.7817018667),290175,1786050,45073,"1 Old French Road, Takamatua",1,1,,Old French Road,Takamatua,Christchurch City,Old French Road,"1 Old French Road, Takamatua",Takamatua,172.96860759999998,-43.781701866700004
POINT (172.9607803667 -43.81366255),289947,1779256,51747,"1 Onuku Road, Akaroa",1,1,,Onuku Road,Akaroa,Christchurch City,Onuku Road,"1 Onuku Road, Akaroa",Akaroa,172.960780367,-43.81366255
POINT (172.7192588167 -43.6261765833),279403,1785833,36301,"1 Otamuhua Lane, Diamond Harbour",1,1,,Otamuhua Lane,Diamond Harbour,Christchurch City,Otamuhua Lane,"1 Otamuhua Lane, Diamond Harbour",Diamond Harbour,172.719258817,-43.6261765833
POINT (172.7056547333 -43.60789305),274486,3043854,43887,"1 Park Terrace, Lyttelton",1,1,,Park Terrace,Lyttelton,Christchurch City,Park Terrace,"1 Park Terrace, Lyttelton",Lyttelton,172.705654733,-43.60789305
POINT (172.5691677667 -43.52360725),175811,1784834,47555,"1 Parkstone Avenue, Ilam, Christchurch",1,1,,Parkstone Avenue,Ilam,Christchurch City,Parkstone Avenue,"1 Parkstone Avenue, Ilam, Christchurch",Ilam,172.569167767,-43.52360725
POINT (172.9333608167 -43.7496189333),289392,3052041,49985,"1 Pawsons Valley Road, Duvauchelle",1,1,,Pawsons Valley Road,Duvauchelle,Christchurch City,Pawsons Valley Road,"1 Pawsons Valley Road, Duvauchelle",Duvauchelle,172.93336081700002,-43.7496189333
POINT (172.969332 -43.8097547),290490,1779369,54145,"1 Penlington Place, Akaroa",1,1,,Penlington Place,Akaroa,Christchurch City,Penlington Place,"1 Penlington Place, Akaroa",Akaroa,172.969332,-43.8097547
POINT (172.57928195 -43.53911945),183601,1784837,38715,"1 Penn Place, Upper Riccarton, Christchurch",1,1,,Penn Place,Upper Riccarton,Christchurch City,Penn Place,"1 Penn Place, Upper Riccarton, Christchurch",Upper Riccarton,172.57928195,-43.53911945
POINT (172.9419284667 -43.7524309667),289465,3068374,29189,"1 Pipers Valley Road, Duvauchelle",1,1,,Pipers Valley Road,Duvauchelle,Christchurch City,Pipers Valley Road,"1 Pipers Valley Road, Duvauchelle",Duvauchelle,172.941928467,-43.752430966700004
POINT (172.7401557 -43.6278400167),284203,3014744,33672,"1 Purau Avenue, Diamond Harbour",1,1,,Purau Avenue,Diamond Harbour,Christchurch City,Purau Avenue,"1 Purau Avenue, Diamond Harbour",Diamond Harbour,172.74015569999997,-43.6278400167
POINT (172.7287599333 -43.6276146667),282395,1779987,29584,"1 Ranui Crescent, Diamond Harbour",1,1,,Ranui Crescent,Diamond Harbour,Christchurch City,Ranui Crescent,"1 Ranui Crescent, Diamond Harbour",Diamond Harbour,172.728759933,-43.6276146667
POINT (172.6802160667 -43.6044386333),321776,1787329,31277,"1 Rapaki Drive, Rapaki",1,1,,Rapaki Drive,Rapaki,Christchurch City,Rapaki Drive,"1 Rapaki Drive, Rapaki",Rapaki,172.680216067,-43.6044386333
POINT (172.7411745 -43.6287302667),284206,1779975,44992,"1 Rawhiti Street, Diamond Harbour",1,1,,Rawhiti Street,Diamond Harbour,Christchurch City,Rawhiti Street,"1 Rawhiti Street, Diamond Harbour",Diamond Harbour,172.7411745,-43.6287302667
POINT (172.7260774833 -43.6068487333),321735,1779974,42064,"1 Reserve Terrace, Lyttelton",1,1,,Reserve Terrace,Lyttelton,Christchurch City,Reserve Terrace,"1 Reserve Terrace, Lyttelton",Lyttelton,172.72607748299998,-43.6068487333
POINT (172.9461182 -43.7605009667),1297435,1806316,284886,"1 Ribbonwood Lane, Robinsons Bay",1,1,,Ribbonwood Lane,Robinsons Bay,Christchurch City,Ribbonwood Lane,"1 Ribbonwood Lane, Robinsons Bay",Robinsons Bay,172.94611819999997,-43.7605009667
