WKT,id,rna_id,rcl_id,address,house_number,range_low,range_high,road_name,locality,territorial_authority,road_name_utf8,address_utf8,locality_utf8,shape_X,shape_Y
POINT (172.6252606833 -43.5361979167),1760520,3026161,30625,"19 St Asaph Street, Christchurch Central, Christchurch",19,19,,St Asaph Street,Christchurch Central,Christchurch City,St Asaph Street,"19 St Asaph Street, Christchurch Central, Christchurch",Christchurch Central,172.625260683,-43.5361979167
POINT (172.7239447 -43.6315197833),1760575,1780046,348975,"19 Stoddart Terrace, Diamond Harbour",19,19,,Stoddart Terrace,Diamond Harbour,Christchurch City,Stoddart Terrace,"19 Stoddart Terrace, Diamond Harbour",Diamond Harbour,172.7239447,-43.6315197833
POINT (172.7244198 -43.60439335),278857,1779997,31733,"19 Sumner Road, Lyttelton",19,19,,Sumner Road,Lyttelton,Christchurch City,Sumner Road,"19 Sumner Road, Lyttelton",Lyttelton,172.72441980000002,-43.60439335
POINT (172.5499503 -43.5430775833),167506,3003034,41746,"19 Symes Road, Wigram, Christchurch",19,19,,Symes Road,Wigram,Christchurch City,Symes Road,"19 Symes Road, Wigram, Christchurch",Wigram,172.5499503,-43.5430775833
POINT (172.9681422167 -43.7832628333),290174,1787521,54238,"19 Takamatua Bay Road, Takamatua",19,19,,Takamatua Bay Road,Takamatua,Christchurch City,Takamatua Bay Road,"19 Takamatua Bay Road, Takamatua",Takamatua,172.968142217,-43.7832628333
POINT (172.73068265 -43.6270805667),282394,1779965,52022,"19 Te Ara Crescent, Diamond Harbour",19,19,,Te Ara Crescent,Diamond Harbour,Christchurch City,Te Ara Crescent,"19 Te Ara Crescent, Diamond Harbour",Diamond Harbour,172.73068265,-43.6270805667
POINT (172.7378088667 -43.6319533167),284201,1779968,51637,"19 Te Papau Crescent, Diamond Harbour",19,19,,Te Papau Crescent,Diamond Harbour,Christchurch City,Te Papau Crescent,"19 Te Papau Crescent, Diamond Harbour",Diamond Harbour,172.737808867,-43.6319533167
POINT (172.71415515 -43.63500985),1603720,3057878,346815,"19 Te Wharau Lane, Charteris Bay",19,19,,Te Wharau Lane,Charteris Bay,Christchurch City,Te Wharau Lane,"19 Te Wharau Lane, Charteris Bay",Charteris Bay,172.71415515,-43.63500985
POINT (172.6467140333 -43.6216066833),1020676,1785409,316777,"19 The Terrace, Governors Bay",19,19,,The Terrace,Governors Bay,Christchurch City,The Terrace,"19 The Terrace, Governors Bay",Governors Bay,172.646714033,-43.6216066833
POINT (172.7159844667 -43.6017021333),278861,1779967,50366,"19 Ticehurst Road, Lyttelton",19,19,,Ticehurst Road,Lyttelton,Christchurch City,Ticehurst Road,"19 Ticehurst Road, Lyttelton",Lyttelton,172.715984467,-43.6017021333
POINT (172.9446483833 -43.7594565167),1850613,3066913,371650,"19 Totara Drive, Duvauchelle",19,19,,Totara Drive,Duvauchelle,Christchurch City,Totara Drive,"19 Totara Drive, Duvauchelle",Duvauchelle,172.944648383,-43.7594565167
POINT (172.7108459667 -43.6028956333),274330,3066607,52267,"19 Voelas Road, Lyttelton",19,19,,Voelas Road,Lyttelton,Christchurch City,Voelas Road,"19 Voelas Road, Lyttelton",Lyttelton,172.710845967,-43.6028956333
POINT (172.9019311667 -43.8167077833),289147,1786057,286997,"19 Wainui Valley Road, Wainui",19,19,,Wainui Valley Road,Wainui,Christchurch City,Wainui Valley Road,"19 Wainui Valley Road, Wainui",Wainui,172.90193116700001,-43.8167077833
POINT (172.7391810833 -43.62822765),284200,1780010,45113,"19 Waipapa Avenue, Diamond Harbour",19,19,,Waipapa Avenue,Diamond Harbour,Christchurch City,Waipapa Avenue,"19 Waipapa Avenue, Diamond Harbour",Diamond Harbour,172.739181083,-43.62822765
POINT (172.7085831 -43.6014210667),274325,3027726,37903,"19 Walkers Road, Lyttelton",19,19,,Walkers Road,Lyttelton,Christchurch City,Walkers Road,"19 Walkers Road, Lyttelton",Lyttelton,172.7085831,-43.6014210667
POINT (172.96420985 -43.8098751),289942,1779430,48779,"19 Walnut Place, Akaroa",19,19,,Walnut Place,Akaroa,Christchurch City,Walnut Place,"19 Walnut Place, Akaroa",Akaroa,172.96420985,-43.8098751
POINT (172.9032086167 -43.8073909167),244961,1785759,49528,"19 Warnerville Road, Wainui",19,19,,Warnerville Road,Wainui,Christchurch City,Warnerville Road,"19 Warnerville Road, Wainui",Wainui,172.90320861700002,-43.8073909167
POINT (172.9709230667 -43.80925745),290483,1779401,55560,"19 Watson Street, Akaroa",19,19,,Watson Street,Akaroa,Christchurch City,Watson Street,"19 Watson Street, Akaroa",Akaroa,172.970923067,-43.80925745
POINT (172.7920683167 -43.7660272167),269418,1785644,48863,"19 Western Valley Road, Little River",19,19,,Western Valley Road,Little River,Christchurch City,Western Valley Road,"19 Western Valley Road, Little River",Little River,172.792068317,-43.7660272167
POINT (172.7354190833 -43.62852185),1736129,1779488,281744,"19 Whero Avenue, Diamond Harbour",19,19,,Whero Avenue,Diamond Harbour,Christchurch City,Whero Avenue,"19 Whero Avenue, Diamond Harbour",Diamond Harbour,172.73541908299998,-43.62852185
POINT (172.5391385167 -43.5558373),1938396,1779047,30957,"19 Wilmers Road, Hornby, Christchurch",19,19,,Wilmers Road,Hornby,Christchurch City,Wilmers Road,"19 Wilmers Road, Hornby, Christchurch",Hornby,172.539138517,-43.55583729999999
POINT (172.9704818667 -43.8000177),1375237,3027322,43788,"19 Woodills Road, Akaroa",19,19,,Woodills Road,Akaroa,Christchurch City,Woodills Road,"19 Woodills Road, Akaroa",Akaroa,172.97048186700002,-43.800017700000005
POINT (172.6468728333 -43.6193392333),239905,1780051,45560,"19 Zephyr Terrace, Governors Bay",19,19,,Zephyr Terrace,Governors Bay,Christchurch City,Zephyr Terrace,"19 Zephyr Terrace, Governors Bay",Governors Bay,172.646872833,-43.619339233299996
POINT (172.612086 -43.527374),1979239,1784223,51741,"19/10 Ayr Street, Riccarton, Christchurch",19/10,10,,Ayr Street,Riccarton,Christchurch City,Ayr Street,"19/10 Ayr Street, Riccarton, Christchurch",Riccarton,172.612086,-43.527374
POINT (172.7576902 -43.5671077333),1959788,1783339,37301,"19/11 Marriner Street, Sumner, Christchurch",19/11,11,,Marriner Street,Sumner,Christchurch City,Marriner Street,"19/11 Marriner Street, Sumner, Christchurch",Sumner,172.75769019999998,-43.5671077333
POINT (172.643705 -43.531326),1978021,1783133,42016,"19/12 Latimer Square, Christchurch Central, Christchurch",19/12,12,,Latimer Square,Christchurch Central,Christchurch City,Latimer Square,"19/12 Latimer Square, Christchurch Central, Christchurch",Christchurch Central,172.643705,-43.531326
POINT (172.6402277167 -43.5332637667),1757457,3035457,34174,"190 Cashel Street, Christchurch Central, Christchurch",190,190,,Cashel Street,Christchurch Central,Christchurch City,Cashel Street,"190 Cashel Street, Christchurch Central, Christchurch",Christchurch Central,172.64022771700002,-43.5332637667
POINT (172.6404605167 -43.5321551333),227864,3060882,48285,"190 Hereford Street, Christchurch Central, Christchurch",190,190,,Hereford Street,Christchurch Central,Christchurch City,Hereford Street,"190 Hereford Street, Christchurch Central, Christchurch",Christchurch Central,172.640460517,-43.5321551333
POINT (172.8906591167 -43.81652515),1759184,1786031,339218,"190 Jubilee Road, Wainui",190,190,,Jubilee Road,Wainui,Christchurch City,Jubilee Road,"190 Jubilee Road, Wainui",Wainui,172.890659117,-43.81652515
POINT (172.9682689333 -43.75374),959128,3065662,55683,"190 Okains Bay Road, Robinsons Bay",190,190,,Okains Bay Road,Robinsons Bay,Christchurch City,Okains Bay Road,"190 Okains Bay Road, Robinsons Bay",Robinsons Bay,172.968268933,-43.75374
POINT (172.6103598 -43.51379625),204130,1783441,50172,"190 Rossall Street, Strowan, Christchurch",190,190,,Rossall Street,Strowan,Christchurch City,Rossall Street,"190 Rossall Street, Strowan, Christchurch",Strowan,172.61035980000003,-43.51379625
POINT (172.6139269167 -43.7345160833),208496,3026218,52957,"1905 Christchurch Akaroa Road, Gebbies Valley",1905,1905,,Christchurch Akaroa Road,Gebbies Valley,Christchurch City,Christchurch Akaroa Road,"1905 Christchurch Akaroa Road, Gebbies Valley",Gebbies Valley,172.61392691700001,-43.7345160833
POINT (172.6418977833 -43.5286237667),227867,3035608,35257,"191 Armagh Street, Christchurch Central, Christchurch",191,191,,Armagh Street,Christchurch Central,Christchurch City,Armagh Street,"191 Armagh Street, Christchurch Central, Christchurch",Christchurch Central,172.641897783,-43.5286237667
POINT (172.6353294167 -43.6552336833),1755883,1780030,51061,"191 Bamfords Road, Teddington",191,191,,Bamfords Road,Teddington,Christchurch City,Bamfords Road,"191 Bamfords Road, Teddington",Teddington,172.635329417,-43.6552336833
POINT (172.9539257333 -43.8147022333),289657,1787233,37608,"191 Beach Road, Akaroa",191,191,,Beach Road,Akaroa,Christchurch City,Beach Road,"191 Beach Road, Akaroa",Akaroa,172.953925733,-43.8147022333
POINT (172.6362859833 -43.5550894667),1757850,3025439,51520,"191 Colombo Street, Sydenham, Christchurch",191,191,,Colombo Street,Sydenham,Christchurch City,Colombo Street,"191 Colombo Street, Sydenham, Christchurch",Sydenham,172.636285983,-43.555089466700004
POINT (172.6840135333 -43.6048498167),260182,3028857,42502,"191 Governors Bay Road, Rapaki",191,191,,Governors Bay Road,Rapaki,Christchurch City,Governors Bay Road,"191 Governors Bay Road, Rapaki",Rapaki,172.68401353299998,-43.6048498167
POINT (172.64888535 -43.6320560667),240111,1780047,381958,"191 Main Road, Allandale",191,191,,Main Road,Allandale,Christchurch City,Main Road,"191 Main Road, Allandale",Allandale,172.64888535,-43.6320560667
POINT (172.7507882 -43.63868385),285614,3014744,54873,"191 Purau Avenue, Purau",191,191,,Purau Avenue,Purau,Christchurch City,Purau Avenue,"191 Purau Avenue, Purau",Purau,172.7507882,-43.63868385
POINT (172.5849334333 -43.5088892833),1549943,1779070,43687,"192 Aorangi Road, Bryndwr, Christchurch",192,192,,Aorangi Road,Bryndwr,Christchurch City,Aorangi Road,"192 Aorangi Road, Bryndwr, Christchurch",Bryndwr,172.584933433,-43.5088892833
POINT (172.5494665333 -43.5607501167),1755862,1779170,372633,"192 Awatea Road, Halswell, Christchurch",192,192,,Awatea Road,Halswell,Christchurch City,Awatea Road,"192 Awatea Road, Halswell, Christchurch",Halswell,172.549466533,-43.5607501167
POINT (172.6403427667 -43.5321586833),227873,3060882,48285,"192 Hereford Street, Christchurch Central, Christchurch",192,192,,Hereford Street,Christchurch Central,Christchurch City,Hereford Street,"192 Hereford Street, Christchurch Central, Christchurch",Christchurch Central,172.64034276700002,-43.5321586833
POINT (172.88828435 -43.8183857),1653431,1786031,339218,"192 Jubilee Road, Wainui",192,192,,Jubilee Road,Wainui,Christchurch City,Jubilee Road,"192 Jubilee Road, Wainui",Wainui,172.88828435,-43.8183857
POINT (172.6398531333 -43.5305618833),227872,3038383,42643,"192 Manchester Street, Christchurch Central, Christchurch",192,192,,Manchester Street,Christchurch Central,Christchurch City,Manchester Street,"192 Manchester Street, Christchurch Central, Christchurch",Christchurch Central,172.639853133,-43.5305618833
POINT (172.9664347167 -43.75196575),959127,3065662,55683,"192 Okains Bay Road, Robinsons Bay",192,192,,Okains Bay Road,Robinsons Bay,Christchurch City,Okains Bay Road,"192 Okains Bay Road, Robinsons Bay",Robinsons Bay,172.966434717,-43.75196575
POINT (172.610240420667 -43.5136819306172),2043586,1783441,46069,"192 Rossall Street, Strowan, Christchurch",192,192,,Rossall Street,Strowan,Christchurch City,Rossall Street,"192 Rossall Street, Strowan, Christchurch",Strowan,172.610240421,-43.5136819306
POINT (172.8866532 -43.8101944833),289007,1786057,39819,"192 Wainui Valley Road, Wainui",192,192,,Wainui Valley Road,Wainui,Christchurch City,Wainui Valley Road,"192 Wainui Valley Road, Wainui",Wainui,172.88665319999998,-43.8101944833
POINT (172.6108043333 -43.7403243167),208497,3026218,52957,"1926 Christchurch Akaroa Road, Gebbies Valley",1926,1926,,Christchurch Akaroa Road,Gebbies Valley,Christchurch City,Christchurch Akaroa Road,"1926 Christchurch Akaroa Road, Gebbies Valley",Gebbies Valley,172.610804333,-43.740324316700004
POINT (172.6408962167 -43.5330055),227875,3035457,36238,"193 Cashel Street, Christchurch Central, Christchurch",193,193,,Cashel Street,Christchurch Central,Christchurch City,Cashel Street,"193 Cashel Street, Christchurch Central, Christchurch",Christchurch Central,172.640896217,-43.5330055
POINT (172.5911237333 -43.6182158333),192985,3061070,362015,"193 Early Valley Road, Lansdowne",193,193,,Early Valley Road,Lansdowne,Christchurch City,Early Valley Road,"193 Early Valley Road, Lansdowne",Lansdowne,172.591123733,-43.6182158333
POINT (172.6485938667 -43.63190345),240112,1780047,381958,"193 Main Road, Allandale",193,193,,Main Road,Allandale,Christchurch City,Main Road,"193 Main Road, Allandale",Allandale,172.64859386700002,-43.63190345
POINT (172.7509262667 -43.6385227667),285615,3014744,54873,"193 Purau Avenue, Purau",193,193,,Purau Avenue,Purau,Christchurch City,Purau Avenue,"193 Purau Avenue, Purau",Purau,172.750926267,-43.6385227667
POINT (172.7616893667 -43.6246693),1445149,3040015,301823,"194 Camp Bay Road, Port Levy",194,194,,Camp Bay Road,Port Levy,Christchurch City,Camp Bay Road,"194 Camp Bay Road, Port Levy",Port Levy,172.761689367,-43.624669299999994
POINT (172.6406364167 -43.52998395),227879,3049735,32663,"194 Gloucester Street, Christchurch Central, Christchurch",194,194,,Gloucester Street,Christchurch Central,Christchurch City,Gloucester Street,"194 Gloucester Street, Christchurch Central, Christchurch",Christchurch Central,172.640636417,-43.52998395
POINT (172.99144975 -43.8055841833),290917,1785853,43457,"194 Grehan Valley Road, Akaroa",194,194,,Grehan Valley Road,Akaroa,Christchurch City,Grehan Valley Road,"194 Grehan Valley Road, Akaroa",Akaroa,172.99144975,-43.8055841833
POINT (172.6408508667 -43.5321561833),227883,3060882,48286,"194 Hereford Street, Christchurch Central, Christchurch",194,194,,Hereford Street,Christchurch Central,Christchurch City,Hereford Street,"194 Hereford Street, Christchurch Central, Christchurch",Christchurch Central,172.640850867,-43.532156183299996
POINT (172.8852903667 -43.8181710333),1573516,1786031,339218,"194 Jubilee Road, Wainui",194,194,,Jubilee Road,Wainui,Christchurch City,Jubilee Road,"194 Jubilee Road, Wainui",Wainui,172.885290367,-43.8181710333
POINT (172.6398641667 -43.53038365),227882,3038383,42643,"194 Manchester Street, Christchurch Central, Christchurch",194,194,,Manchester Street,Christchurch Central,Christchurch City,Manchester Street,"194 Manchester Street, Christchurch Central, Christchurch",Christchurch Central,172.639864167,-43.53038365
POINT (172.773933 -43.7314847833),244463,1780109,31686,"194 Montgomerys Road, Little River",194,194,,Montgomerys Road,Little River,Christchurch City,Montgomerys Road,"194 Montgomerys Road, Little River",Little River,172.773933,-43.7314847833
POINT (172.9642797667 -43.7500928333),1434440,3065662,55683,"194 Okains Bay Road, Robinsons Bay",194,194,,Okains Bay Road,Robinsons Bay,Christchurch City,Okains Bay Road,"194 Okains Bay Road, Robinsons Bay",Robinsons Bay,172.964279767,-43.7500928333
POINT (172.6415868333 -43.5256142333),227884,1782702,50355,"194 Peterborough Street, Christchurch Central, Christchurch",194,194,,Peterborough Street,Christchurch Central,Christchurch City,Peterborough Street,"194 Peterborough Street, Christchurch Central, Christchurch",Christchurch Central,172.641586833,-43.5256142333
POINT (172.609877641065 -43.513399461003),2043587,1783441,46069,"194 Rossall Street, Strowan, Christchurch",194,194,,Rossall Street,Strowan,Christchurch City,Rossall Street,"194 Rossall Street, Strowan, Christchurch",Strowan,172.609877641,-43.513399461000006
POINT (172.88620525 -43.8103209667),237349,1786057,39819,"194 Wainui Valley Road, Wainui",194,194,,Wainui Valley Road,Wainui,Christchurch City,Wainui Valley Road,"194 Wainui Valley Road, Wainui",Wainui,172.88620525,-43.8103209667
POINT (172.6131371167 -43.7378669333),208498,3026218,52957,"1945 Christchurch Akaroa Road, Gebbies Valley",1945,1945,,Christchurch Akaroa Road,Gebbies Valley,Christchurch City,Christchurch Akaroa Road,"1945 Christchurch Akaroa Road, Gebbies Valley",Gebbies Valley,172.613137117,-43.7378669333
POINT (172.6135318 -43.7394417),1757650,3026218,52957,"1947 Christchurch Akaroa Road, Gebbies Valley",1947,1947,,Christchurch Akaroa Road,Gebbies Valley,Christchurch City,Christchurch Akaroa Road,"1947 Christchurch Akaroa Road, Gebbies Valley",Gebbies Valley,172.61353180000003,-43.7394417
POINT (172.6341389833 -43.6555263167),1755884,1780030,51061,"195 Bamfords Road, Teddington",195,195,,Bamfords Road,Teddington,Christchurch City,Bamfords Road,"195 Bamfords Road, Teddington",Teddington,172.63413898299999,-43.6555263167
POINT (173.1012826167 -43.7491565),1525885,1779284,42542,"195 Dalglishs Road, Le Bons Bay",195,195,,Dalglishs Road,Le Bons Bay,Christchurch City,Dalglishs Road,"195 Dalglishs Road, Le Bons Bay",Le Bons Bay,173.101282617,-43.7491565
POINT (172.640651029 -43.5316921867851),227887,3060882,48286,"195 Hereford Street, Christchurch Central, Christchurch",195,195,,Hereford Street,Christchurch Central,Christchurch City,Hereford Street,"195 Hereford Street, Christchurch Central, Christchurch",Christchurch Central,172.64065102900003,-43.5316921868
POINT (172.6484309 -43.63149565),240113,1780047,381958,"195 Main Road, Allandale",195,195,,Main Road,Allandale,Christchurch City,Main Road,"195 Main Road, Allandale",Allandale,172.64843090000002,-43.63149565
POINT (172.7511013333 -43.63841965),285616,3014744,54873,"195 Purau Avenue, Purau",195,195,,Purau Avenue,Purau,Christchurch City,Purau Avenue,"195 Purau Avenue, Purau",Purau,172.75110133299998,-43.63841965
POINT (172.60073485 -43.4674804833),194395,1779332,46093,"195 Styx Mill Road, Casebrook, Christchurch",195,195,,Styx Mill Road,Casebrook,Christchurch City,Styx Mill Road,"195 Styx Mill Road, Casebrook, Christchurch",Casebrook,172.60073485,-43.4674804833
POINT (172.8860920167 -43.8106088333),237394,1786057,39819,"195 Wainui Valley Road, Wainui",195,195,,Wainui Valley Road,Wainui,Christchurch City,Wainui Valley Road,"195 Wainui Valley Road, Wainui",Wainui,172.886092017,-43.8106088333
POINT (172.6390556 -43.6115322333),1373311,3070634,44833,"1951 Summit Road, Governors Bay",1951,1951,,Summit Road,Governors Bay,Christchurch City,Summit Road,"1951 Summit Road, Governors Bay",Governors Bay,172.63905559999998,-43.6115322333
POINT (172.6408876667 -43.5299873167),227889,3049735,32663,"196 Gloucester Street, Christchurch Central, Christchurch",196,196,,Gloucester Street,Christchurch Central,Christchurch City,Gloucester Street,"196 Gloucester Street, Christchurch Central, Christchurch",Christchurch Central,172.64088766700002,-43.5299873167
POINT (172.6409634333 -43.5321586667),227891,3060882,48286,"196 Hereford Street, Christchurch Central, Christchurch",196,196,,Hereford Street,Christchurch Central,Christchurch City,Hereford Street,"196 Hereford Street, Christchurch Central, Christchurch",Christchurch Central,172.640963433,-43.5321586667
POINT (172.9682759 -43.7494627167),290154,3065662,55683,"196 Okains Bay Road, Robinsons Bay",196,196,,Okains Bay Road,Robinsons Bay,Christchurch City,Okains Bay Road,"196 Okains Bay Road, Robinsons Bay",Robinsons Bay,172.9682759,-43.7494627167
POINT (172.64174735 -43.5256088167),227892,1782702,50355,"196 Peterborough Street, Christchurch Central, Christchurch",196,196,,Peterborough Street,Christchurch Central,Christchurch City,Peterborough Street,"196 Peterborough Street, Christchurch Central, Christchurch",Christchurch Central,172.64174735,-43.5256088167
POINT (172.5652195 -43.4921846),173532,1779310,282765,"196 Roydvale Avenue, Burnside, Christchurch",196,196,,Roydvale Avenue,Burnside,Christchurch City,Roydvale Avenue,"196 Roydvale Avenue, Burnside, Christchurch",Burnside,172.5652195,-43.4921846
POINT (172.9694165667 -43.7509103667),1368542,3065662,55683,"196A Okains Bay Road, Robinsons Bay",196A,196,,Okains Bay Road,Robinsons Bay,Christchurch City,Okains Bay Road,"196A Okains Bay Road, Robinsons Bay",Robinsons Bay,172.969416567,-43.7509103667
POINT (172.6421623167 -43.5286223333),1755711,3035608,35257,"197 Armagh Street, Christchurch Central, Christchurch",197,197,,Armagh Street,Christchurch Central,Christchurch City,Armagh Street,"197 Armagh Street, Christchurch Central, Christchurch",Christchurch Central,172.64216231700001,-43.5286223333
POINT (172.7543857167 -43.6201559667),1755529,3040015,301823,"197 Camp Bay Road, Ripapa Island",197,197,,Camp Bay Road,Ripapa Island,Christchurch City,Camp Bay Road,"197 Camp Bay Road, Ripapa Island",Ripapa Island,172.75438571700002,-43.620155966700004
POINT (172.5538105833 -43.5778312333),168219,3036155,42968,"197 Halswell Junction Road, Halswell, Christchurch",197,197,,Halswell Junction Road,Halswell,Christchurch City,Halswell Junction Road,"197 Halswell Junction Road, Halswell, Christchurch",Halswell,172.553810583,-43.577831233299996
POINT (172.641409456917 -43.5317867021183),227894,3060882,48286,"197 Hereford Street, Christchurch Central, Christchurch",197,197,,Hereford Street,Christchurch Central,Christchurch City,Hereford Street,"197 Hereford Street, Christchurch Central, Christchurch",Christchurch Central,172.641409457,-43.5317867021
POINT (173.0227069833 -43.7650679),1745242,1779414,36146,"197 Le Bons Bay Road, Le Bons Bay",197,197,,Le Bons Bay Road,Le Bons Bay,Christchurch City,Le Bons Bay Road,"197 Le Bons Bay Road, Le Bons Bay",Le Bons Bay,173.022706983,-43.7650679
POINT (172.64685115 -43.63131295),1575265,1780047,381958,"197 Main Road, Allandale",197,197,,Main Road,Allandale,Christchurch City,Main Road,"197 Main Road, Allandale",Allandale,172.64685115,-43.63131295
POINT (172.7512463333 -43.6383295167),285617,3014744,54873,"197 Purau Avenue, Purau",197,197,,Purau Avenue,Purau,Christchurch City,Purau Avenue,"197 Purau Avenue, Purau",Purau,172.75124633299998,-43.638329516700004
POINT (172.64113435 -43.53216315),227897,3060882,48286,"198 Hereford Street, Christchurch Central, Christchurch",198,198,,Hereford Street,Christchurch Central,Christchurch City,Hereford Street,"198 Hereford Street, Christchurch Central, Christchurch",Christchurch Central,172.64113435,-43.53216315
POINT (172.6398611167 -43.5302964667),227896,3038383,42643,"198 Manchester Street, Christchurch Central, Christchurch",198,198,,Manchester Street,Christchurch Central,Christchurch City,Manchester Street,"198 Manchester Street, Christchurch Central, Christchurch",Christchurch Central,172.639861117,-43.5302964667
POINT (172.6321988 -43.5513999667),221145,3021779,44785,"198 Milton Street, Sydenham, Christchurch",198,198,,Milton Street,Sydenham,Christchurch City,Milton Street,"198 Milton Street, Sydenham, Christchurch",Sydenham,172.63219880000003,-43.551399966700004
POINT (172.9963196333 -43.7930987),290949,1779285,33995,"198 Takamatua Valley Road, Takamatua",198,198,,Takamatua Valley Road,Takamatua,Christchurch City,Takamatua Valley Road,"198 Takamatua Valley Road, Takamatua",Takamatua,172.99631963299998,-43.7930987
POINT (172.90502615 -43.7446808),1539433,3027943,45651,"199 Duvauchelle Stock Route, Duvauchelle",199,199,,Duvauchelle Stock Route,Duvauchelle,Christchurch City,Duvauchelle Stock Route,"199 Duvauchelle Stock Route, Duvauchelle",Duvauchelle,172.90502615,-43.7446808
POINT (172.7514328833 -43.6382133333),285618,3014744,54873,"199 Purau Avenue, Purau",199,199,,Purau Avenue,Purau,Christchurch City,Purau Avenue,"199 Purau Avenue, Purau",Purau,172.75143288299998,-43.6382133333
POINT (172.98850465 -43.82446755),274233,1779291,40205,"199 Stony Bay Road, Akaroa",199,199,,Stony Bay Road,Akaroa,Christchurch City,Stony Bay Road,"199 Stony Bay Road, Akaroa",Akaroa,172.98850465,-43.82446755
POINT (172.7271295333 -43.59699565),1530484,1779059,53991,"19A Brenchley Road, Lyttelton",19A,19,,Brenchley Road,Lyttelton,Christchurch City,Brenchley Road,"19A Brenchley Road, Lyttelton",Lyttelton,172.72712953299998,-43.59699565
POINT (172.7206666833 -43.5981789167),1961755,1779959,31805,"19A Cornwall Road, Lyttelton",19A,19,,Cornwall Road,Lyttelton,Christchurch City,Cornwall Road,"19A Cornwall Road, Lyttelton",Lyttelton,172.720666683,-43.5981789167
POINT (172.9024817667 -43.8242619),289140,1786031,52043,"19A Jubilee Road, Wainui",19A,19,,Jubilee Road,Wainui,Christchurch City,Jubilee Road,"19A Jubilee Road, Wainui",Wainui,172.902481767,-43.8242619
POINT (172.6496800667 -43.6213754),1856928,1780047,35055,"19A Main Road, Governors Bay",19A,19,,Main Road,Governors Bay,Christchurch City,Main Road,"19A Main Road, Governors Bay",Governors Bay,172.64968006700002,-43.6213754
POINT (172.9323173333 -43.7488305333),1542326,3052041,49985,"19A Pawsons Valley Road, Duvauchelle",19A,19,,Pawsons Valley Road,Duvauchelle,Christchurch City,Pawsons Valley Road,"19A Pawsons Valley Road, Duvauchelle",Duvauchelle,172.932317333,-43.7488305333
POINT (172.97121165 -43.80943615),25006,1779401,55560,"19A Watson Street, Akaroa",19A,19,,Watson Street,Akaroa,Christchurch City,Watson Street,"19A Watson Street, Akaroa",Akaroa,172.97121165,-43.80943615
POINT (172.7270026167 -43.5971280167),1532585,1779059,53991,"19B Brenchley Road, Lyttelton",19B,19,,Brenchley Road,Lyttelton,Christchurch City,Brenchley Road,"19B Brenchley Road, Lyttelton",Lyttelton,172.727002617,-43.5971280167
POINT (172.9025222333 -43.82430815),289141,1786031,52043,"19B Jubilee Road, Wainui",19B,19,,Jubilee Road,Wainui,Christchurch City,Jubilee Road,"19B Jubilee Road, Wainui",Wainui,172.90252223299998,-43.82430815
POINT (172.9026841833 -43.8244014167),289142,1786031,52043,"19C Jubilee Road, Wainui",19C,19,,Jubilee Road,Wainui,Christchurch City,Jubilee Road,"19C Jubilee Road, Wainui",Wainui,172.902684183,-43.8244014167
POINT (172.9028249 -43.8248394),289143,1786031,52043,"19D Jubilee Road, Wainui",19D,19,,Jubilee Road,Wainui,Christchurch City,Jubilee Road,"19D Jubilee Road, Wainui",Wainui,172.9028249,-43.824839399999995
POINT (172.9027450667 -43.8246516167),289144,1786031,52043,"19E Jubilee Road, Wainui",19E,19,,Jubilee Road,Wainui,Christchurch City,Jubilee Road,"19E Jubilee Road, Wainui",Wainui,172.902745067,-43.8246516167
POINT (172.9025803667 -43.8244979),289145,1786031,52043,"19F Jubilee Road, Wainui",19F,19,,Jubilee Road,Wainui,Christchurch City,Jubilee Road,"19F Jubilee Road, Wainui",Wainui,172.902580367,-43.8244979
POINT (172.9023826 -43.82439535),289146,1786031,52043,"19G Jubilee Road, Wainui",19G,19,,Jubilee Road,Wainui,Christchurch City,Jubilee Road,"19G Jubilee Road, Wainui",Wainui,172.90238259999998,-43.82439535
POINT (172.9524912333 -43.7620200667),289595,1779397,40197,"1A Archdalls Road, Robinsons Bay",1A,1,,Archdalls Road,Robinsons Bay,Christchurch City,Archdalls Road,"1A Archdalls Road, Robinsons Bay",Robinsons Bay,172.952491233,-43.7620200667
POINT (172.7269157667 -43.5990098167),1962714,1779964,44694,"1A College Road, Lyttelton",1A,1,,College Road,Lyttelton,Christchurch City,College Road,"1A College Road, Lyttelton",Lyttelton,172.726915767,-43.599009816700004
POINT (172.72536315 -43.6035726),282178,1779984,43362,"1A Foster Terrace, Lyttelton",1A,1,,Foster Terrace,Lyttelton,Christchurch City,Foster Terrace,"1A Foster Terrace, Lyttelton",Lyttelton,172.72536315,-43.6035726
POINT (172.6135209 -43.4888686667),2006234,1841750,360097,"1A Joiners Lane, Northcote, Christchurch",1A,1,,Joiners Lane,Northcote,Christchurch City,Joiners Lane,"1A Joiners Lane, Northcote, Christchurch",Northcote,172.6135209,-43.4888686667
POINT (172.6823320167 -43.6072706833),1759236,1780040,35469,"1A Kina Road, Rapaki",1A,1,,Kina Road,Rapaki,Christchurch City,Kina Road,"1A Kina Road, Rapaki",Rapaki,172.68233201700002,-43.6072706833
POINT (172.97271965 -43.8023304167),1376580,1785995,38467,"1A Libeau Lane, Akaroa",1A,1,,Libeau Lane,Akaroa,Christchurch City,Libeau Lane,"1A Libeau Lane, Akaroa",Akaroa,172.97271965,-43.8023304167
