id,add,statue
54837,"140 Esplanade, Sumner, Christchurch:",Request time out
54839,"16 Micron Close, Templeton, Christchurch:",Request time out
54840,"54 Reka Street, Parklands, Christchurch:",Request time out
54856,"29A Delph Street, Avonhead, Christchurch:",Request time out
54857,"152A Avonhead Road, Avonhead, Christchurch:",Request time out
54860,"22A Attlee Crescent, Bryndwr, Christchurch:",Request time out
54871,"30A Rossiter Avenue, Redwood, Christchurch:",Request time out
54873,"10 Mavin Road, Hoon Hay, Christchurch:",Request time out
54889,"44A Bowenvale Avenue, Cashmere, Christchurch:",Request time out
54890,"38 Harrison Street, Mairehau, Christchurch:",Request time out
54904,"122 McGregors Road, Linwood, Christchurch:",Request time out
54912,"24 Mallard Place, Woolston, Christchurch:",Request time out
55048,"14 Oakhurst Place, Russley, Christchurch",Request timed out
55115,"19 Cable Street, Sockburn, Christchurch",Request timed out
55166,"16 Cotswold Avenue, Bishopdale, Christchurch",Request timed out
55288,"21 Molesworth Place, Somerfield, Christchurch",Request timed out
55355,"19 Carlyle Street, Sydenham, Christchurch",Request timed out
55424,"16 Coopers Road, Dallington, Christchurch",Request timed out
55434,"23 Glasgow Street, Phillipstown, Christchurch",Request timed out
55484,"106 Bickerton Street, Wainoni, Christchurch",Request timed out
55496,"20 Charlesworth Street, Woolston, Christchurch",Request timed out
55499,"41 Woodgrove Avenue, North New Brighton, Christchurch",Request timed out
55532,"68 Brook Street, Bexley, Christchurch",Request timed out
55659,"200A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
55660,"201A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
55793,"26/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
55806,"1/16 Milton Street, Somerfield, Christchurch",Request timed out
55915,"15 Braco Place, Burnside, Christchurch",Request timed out
55951,"11 Marsack Crescent, Halswell, Christchurch",Request timed out
55984,"15 Stratford Street, Merivale, Christchurch",Request timed out
55991,"11 Matipo Street, Riccarton, Christchurch",Request timed out
56009,"413 Cashmere Road, Westmorland, Christchurch",Request timed out
56027,"32 Halton Street, Strowan, Christchurch",Request timed out
56028,"35 Hartley Avenue, Strowan, Christchurch",Request timed out
56040,"23 Hammond Place, Spreydon, Christchurch",Request timed out
56050,"21 Winsor Crescent, Spreydon, Christchurch",Request timed out
56052,"23 Stourbridge Street, Spreydon, Christchurch",Request timed out
56057,"243 Hoon Hay Road, Hoon Hay, Christchurch",Request timed out
56064,"35 Denniston Crescent, Redwood, Christchurch",Request timed out
56086,"156 Rutland Street, St Albans, Christchurch",Request timed out
56094,"20 Salisbury Street, Christchurch Central, Christchurch",Request timed out
56122,"18 Glenfield Crescent, Mairehau, Christchurch",Request timed out
56152,"19 Crosby Street, Mairehau, Christchurch",Request timed out
56171,"88 Sandwich Road, Beckenham, Christchurch",Request timed out
56183,"28 Bellbrook Crescent, Shirley, Christchurch",Request timed out
56186,"7 Cargill Place, Richmond, Christchurch",Request timed out
56196,"17 Hillsborough Terrace, Hillsborough, Christchurch",Request timed out
56206,"104 Banks Avenue, Dallington, Christchurch",Request timed out
56235,"41 Torlesse Street, Avonside, Christchurch",Request timed out
56254,"20 Parnwell Street, Burwood, Christchurch",Request timed out
56291,"29 Warblington Street, Aranui, Christchurch",Request timed out
56298,"106 Bowhill Road, New Brighton, Christchurch",Request timed out
56313,"12 La Costa Lane, Mount Pleasant, Christchurch",Request timed out
56323,"15 Finnsarby Place, Sumner, Christchurch",Request timed out
56338,"28 Parade Court, Addington, Christchurch",Request timed out
56343,"36 Clematis Place, Wigram, Christchurch",Request timed out
56374,"102 Birkdale Drive, Shirley, Christchurch",Request timed out
56377,"67 Halwyn Drive, Hei Hei, Christchurch",Request timed out
56428,"26 Harrowdale Drive, Avonhead, Christchurch",Request timed out
56435,"114 Roydvale Avenue, Burnside, Christchurch",Request timed out
56442,"36 Westmont Street, Ilam, Christchurch",Request timed out
56449,"142 Main South Road, Sockburn, Christchurch",Request timed out
56460,"23 Wentworth Street, Ilam, Christchurch",Request timed out
56465,"27 Parkstone Avenue, Ilam, Christchurch",Request timed out
56469,"12 Larsens Road, Halswell, Christchurch",Request timed out
56499,"7 Newbridge Place, Ilam, Christchurch",Request timed out
56508,"9 Verran Place, Fendalton, Christchurch",Request timed out
56517,"41 Hands Road, Middleton, Christchurch",Request timed out
56533,"140 Condell Avenue, Papanui, Christchurch",Request timed out
56558,"1 Rosthwaite Place, Westmorland, Christchurch",Request timed out
56560,"14 Camden Street, Northcote, Christchurch",Request timed out
56563,"23 Sawtell Place, Northcote, Christchurch",Request timed out
56584,"19 Bewdley Street, Spreydon, Christchurch",Request timed out
56603,"17 Mavin Road, Hoon Hay, Christchurch",Request timed out
56607,"15 Hurunui Street, Cracroft, Christchurch",Request timed out
56612,"18 Rossiter Avenue, Redwood, Christchurch",Request timed out
56616,"9 Rossiter Avenue, Redwood, Christchurch",Request timed out
56618,"10 Chipping Lane, Redwood, Christchurch",Request timed out
56630,"28 Repton Street, Merivale, Christchurch",Request timed out
56631,"32 Winchester Street, Merivale, Christchurch",Request timed out
56634,"16 Church Square, Addington, Christchurch",Request timed out
56640,"57 Stanbury Avenue, Somerfield, Christchurch",Request timed out
56641,"19 Bengal Drive, Cashmere, Christchurch",Request timed out
56649,"144 McFaddens Road, St Albans, Christchurch",Request timed out
56659,"29 Hawkesbury Avenue, St Albans, Christchurch",Request timed out
56668,"166 Strickland Street, Sydenham, Christchurch",Request timed out
56673,"75 Studholme Street, Somerfield, Christchurch",Request timed out
56700,"12 Maldon Street, Sydenham, Christchurch",Request timed out
56704,"117 Birdwood Avenue, Beckenham, Christchurch",Request timed out
56708,"16 Castle Way, Beckenham, Christchurch",Request timed out
56717,"62 Briggs Road, Mairehau, Christchurch",Request timed out
56772,"10 Bray Street, Woolston, Christchurch",Request timed out
56782,"23 Chartwell Street, Burwood, Christchurch",Request timed out
56787,"53 Stillwater Avenue, Burwood, Christchurch",Request timed out
56795,"23 Cheam Street, Dallington, Christchurch",Request timed out
56810,"9 Walcot Street, Bromley, Christchurch",Request timed out
56821,"10 Glastonbury Drive, Burwood, Christchurch",Request timed out
56823,"22 Bassett Street, Burwood, Christchurch",Request timed out
56829,"160 Pages Road, Wainoni, Christchurch",Request timed out
56832,"125 Bayswater Crescent, Bromley, Christchurch",Request timed out
56839,"22 Chalford Street, Brooklands, Christchurch",Request timed out
56850,"69 Hampshire Street, Aranui, Christchurch",Request timed out
56852,"20 Tomrich Street, Aranui, Christchurch",Request timed out
56861,"32 Carisbrooke Street, Aranui, Christchurch",Request timed out
56866,"14 Janice Place, Mount Pleasant, Christchurch",Request timed out
56873,"8 Marine Parade, North New Brighton, Christchurch",Request timed out
56874,"101 Bowhill Road, New Brighton, Christchurch",Request timed out
56875,"148 Baker Street, New Brighton, Christchurch",Request timed out
56880,"11 Morganwood Street, Bexley, Christchurch",Request timed out
56881,"17 Rangatira Terrace, Mount Pleasant, Christchurch",Request timed out
56884,"5 Marama Crescent, Mount Pleasant, Christchurch",Request timed out
56951,"106/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
56953,"1 Rostrevor Place, Mairehau, Christchurch",Request timed out
56993,"2/78 Veitches Road, Casebrook, Christchurch",Request timed out
57008,"2/107 Huxley Street, Sydenham, Christchurch",Request timed out
57012,"8/7 Bartlett Street, Riccarton, Christchurch",Request timed out
57035,"6 Birchgrove Gardens, Mairehau, Christchurch",Request timed out
57037,"29 Kingrove Street, Bishopdale, Christchurch",Request timed out
57076,"41 Horseshoe Lake Road, Shirley, Christchurch",Request timed out
57085,"8 Riverside Lane, Spencerville, Christchurch",Request timed out
57145,"19 Robinia Place, Wigram, Christchurch",Request timed out
57149,"24 Stallion Avenue, Halswell, Christchurch",Request timed out
57152,"10 Dunbars Road, Aidanfield, Christchurch",Request timed out
57181,"5 Dunaverty Place, Broomfield, Christchurch",Request timed out
57193,"8 MacGibbon Place, Spreydon, Christchurch",Request timed out
57201,"252 Linwood Avenue, Phillipstown, Christchurch",Request timed out
57211,"27 Marwick Place, Redwood, Christchurch",Request timed out
57217,"19 Bronco Drive, Aidanfield, Christchurch",Request timed out
57247,"34 Harakeke Street, Riccarton, Christchurch",Request timed out
57254,"19A Studholme Street, Somerfield, Christchurch",Request timed out
57269,"187 Hills Road, Edgeware, Christchurch",Request timed out
57273,"131 Petrie Street, Richmond, Christchurch",Request timed out
57290,"15 Mallard Place, Woolston, Christchurch",Request timed out
57300,"70 Wattle Drive, New Brighton, Christchurch",Request timed out
57338,"22 Baigent Way, Middleton, Christchurch",Request timed out
57370,"4 Charente Way, Yaldhurst, Christchurch",Request timed out
57405,"1/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
57420,"27/336 Lincoln Road, Addington, Christchurch",Request timed out
57421,"11/336 Lincoln Road, Addington, Christchurch",Request timed out
57467,"10 St Josephs Court, Sydenham, Christchurch",Request timed out
57474,"32 Roydon Drive, Templeton, Christchurch",Request timed out
57484,"270 Waterloo Road, Hornby, Christchurch",Request timed out
57492,"28 Bella Rosa Drive, Hei Hei, Christchurch",Request timed out
57493,"2 Bella Rosa Drive, Hei Hei, Christchurch",Request timed out
57499,"31 Brynley Street, Hornby, Christchurch",Request timed out
57510,"25 Balcairn Street, Halswell, Christchurch",Request timed out
57512,"45 Lancewood Drive, Halswell, Christchurch",Request timed out
57522,"28 Charlcott Street, Burnside, Christchurch",Request timed out
57530,"23 Raxworthy Street, Ilam, Christchurch",Request timed out
57532,"41 Hounslow Street, Ilam, Christchurch",Request timed out
57544,"18 Pelorus Place, Harewood, Christchurch",Request timed out
57546,"56 Gardiners Road, Bishopdale, Christchurch",Request timed out
57547,"25 Melville Street, Bishopdale, Christchurch",Request timed out
57549,"31 Hornsby Street, Bishopdale, Christchurch",Request timed out
57562,"20 Joyce Crescent, Ilam, Christchurch",Request timed out
57564,"15 Rountree Street, Upper Riccarton, Christchurch",Request timed out
57568,"6 Hanrahan Street, Upper Riccarton, Christchurch",Request timed out
57591,"25 Kinnaird Place, Hillmorton, Christchurch",Request timed out
57604,"29 Grampian Street, Casebrook, Christchurch",Request timed out
57616,"12 Galway Avenue, Bryndwr, Christchurch",Request timed out
57620,"49 Harakeke Street, Riccarton, Christchurch",Request timed out
57625,"20 Moule Street, Addington, Christchurch",Request timed out
57635,"161 Sparks Road, Hoon Hay, Christchurch",Request timed out
57642,"17 Lambeth Crescent, Northcote, Christchurch",Request timed out
57675,"293 Hoon Hay Road, Hoon Hay, Christchurch",Request timed out
57678,"42 Rollesby Street, Hoon Hay, Christchurch",Request timed out
57681,"33 Hurunui Street, Cracroft, Christchurch",Request timed out
57684,"19 Bennett Street, St Albans, Christchurch",Request timed out
57685,"66 Mays Road, St Albans, Christchurch",Request timed out
57689,"64 Weston Road, St Albans, Christchurch",Request timed out
57696,"113 Conway Street, Somerfield, Christchurch",Request timed out
57699,"14 Kinver Place, Spreydon, Christchurch",Request timed out
57720,"32 Westminster Street, St Albans, Christchurch",Request timed out
57723,"7 Carrington Street, St Albans, Christchurch",Request timed out
57724,"8 Carrington Street, St Albans, Christchurch",Request timed out
57744,"103 Studholme Street, Somerfield, Christchurch",Request timed out
57750,"30 Studholme Street, Somerfield, Christchurch",Request timed out
57754,"12 Kidson Terrace, Cashmere, Christchurch",Request timed out
57757,"15 Kiteroa Place, Cashmere, Christchurch",Request timed out
57759,"45 MacMillan Avenue, Cashmere, Christchurch",Request timed out
57763,"16 Pascoe Avenue, Mairehau, Christchurch",Request timed out
57769,"8 Glenfield Crescent, Mairehau, Christchurch",Request timed out
57771,"21 Winton Street, St Albans, Christchurch",Request timed out
57783,"11 Millar Street, Sydenham, Christchurch",Request timed out
57790,"16 Rossmore Terrace, Cashmere, Christchurch",Request timed out
57803,"35 Dudley Street, Richmond, Christchurch",Request timed out
57813,"23 Brisbane Street, Sydenham, Christchurch",Request timed out
57817,"6 Gilbert Place, Sydenham, Christchurch",Request timed out
57821,"27 Parklands Drive, Huntsbury, Christchurch",Request timed out
57826,"29 Major Aitken Drive, Huntsbury, Christchurch",Request timed out
57832,"19 Vernon Terrace, Hillsborough, Christchurch",Request timed out
57842,"10 Strathfield Avenue, Dallington, Christchurch",Request timed out
57844,"36 Coopers Road, Dallington, Christchurch",Request timed out
57853,"14 Surrey Street, Linwood, Christchurch",Request timed out
57856,"35 Harrow Street, Phillipstown, Christchurch",Request timed out
57864,"15 Brabourne Street, Hillsborough, Christchurch",Request timed out
57866,"366 Port Hills Road, Hillsborough, Christchurch",Request timed out
57876,"15 Breezes Road, Avondale, Christchurch",Request timed out
57877,"3 Breezes Road, Avondale, Christchurch",Request timed out
57889,"95 Hargood Street, Woolston, Christchurch",Request timed out
57891,"45 Heathcote Street, Woolston, Christchurch",Request timed out
57897,"14 Four Elms Place, Parklands, Christchurch",Request timed out
57901,"6 Mullion Lane, Burwood, Christchurch",Request timed out
57912,"14 Jacaranda Place, Parklands, Christchurch",Request timed out
57914,"11 Besant Place, Avondale, Christchurch",Request timed out
57917,"33 Basingstoke Street, Aranui, Christchurch",Request timed out
57922,"35 Mauger Drive, Heathcote Valley, Christchurch",Request timed out
57927,"32 Caithness Street, New Brighton, Christchurch",Request timed out
57933,"14 Martindales Road, Heathcote Valley, Christchurch",Request timed out
57944,"115 Bexley Road, Bexley, Christchurch",Request timed out
57946,"157 Bexley Road, Bexley, Christchurch",Request timed out
57955,"26 Hardy Street, New Brighton, Christchurch",Request timed out
57957,"298 Marine Parade, New Brighton, Christchurch",Request timed out
57971,"10 Aranoni Track, Clifton, Christchurch",Request timed out
57974,"61 Wakefield Avenue, Sumner, Christchurch",Request timed out
57978,"48 Hazeldean Road, Addington, Christchurch",Request timed out
57981,"32 Rockview Place, Mount Pleasant, Christchurch",Request timed out
57985,"12 Mahuri Street, Parklands, Christchurch",Request timed out
58003,"14A Melville Street, Bishopdale, Christchurch",Request timed out
58004,"38A Chateau Drive, Burnside, Christchurch",Request timed out
58016,"16A Regency Crescent, Redwood, Christchurch",Request timed out
58017,"15A Whareora Terrace, Cashmere, Christchurch",Request timed out
58025,"48 Harrison Street, Mairehau, Christchurch",Request timed out
58035,"100 Retreat Road, Avonside, Christchurch",Request timed out
58048,"23 Clarevale Street, Burwood, Christchurch",Request timed out
58057,"52 Charlesworth Street, Woolston, Christchurch",Request timed out
58064,"25 Becmead Drive, Harewood, Christchurch",Request timed out
58073,"44 Bibiana Street, Aidanfield, Christchurch",Request timed out
58086,"1 Haughey Drive, Mairehau, Christchurch",Request timed out
58088,"59 Glen Oaks Drive, Northwood, Christchurch",Request timed out
58094,"101 Bexley Road, Bexley, Christchurch",Request timed out
58100,"12 Farm Lane, Parklands, Christchurch",Request timed out
58106,"16 Bronco Drive, Aidanfield, Christchurch",Request timed out
58109,"4 Strone Close, Broomfield, Christchurch",Request timed out
58111,"12 Fairway Drive, Shirley, Christchurch",Request timed out
58125,"23 Fairmont Place, Hornby, Christchurch",Request timed out
58128,"1 Rosella Street, Broomfield, Christchurch",Request timed out
58135,"19 Garvins Road, Hornby, Christchurch",Request timed out
58145,"9 Oakdale Street, Avonhead, Christchurch",Request timed out
58146,"10 Archdall Place, Avonhead, Christchurch",Request timed out
58152,"28 Nicholls Road, Halswell, Christchurch",Request timed out
58155,"39 Hockey Street, Bishopdale, Christchurch",Request timed out
58157,"10 Dunster Street, Burnside, Christchurch",Request timed out
58175,"52 Crofton Road, Harewood, Christchurch",Request timed out
58176,"1 Wilton Crescent, Bishopdale, Christchurch",Request timed out
58183,"39 Truman Road, Bryndwr, Christchurch",Request timed out
58185,"10 Moorpark Place, Ilam, Christchurch",Request timed out
58186,"27 Maidstone Road, Ilam, Christchurch",Request timed out
58190,"13 Haslett Place, Upper Riccarton, Christchurch",Request timed out
58191,"19 Rountree Street, Upper Riccarton, Christchurch",Request timed out
58207,"34 Manor Place, Bryndwr, Christchurch",Request timed out
58208,"38 Bannister Place, Ilam, Christchurch",Request timed out
58210,"6 Chepstow Avenue, Fendalton, Christchurch",Request timed out
58218,"39 Barrowclough Street, Hoon Hay, Christchurch",Request timed out
58219,"46 Barrowclough Street, Hoon Hay, Christchurch",Request timed out
58229,"19 Bourne Crescent, Papanui, Christchurch",Request timed out
58237,"50 Marble Wood Drive, Papanui, Christchurch",Request timed out
58247,"12 Mathers Road, Hoon Hay, Christchurch",Request timed out
58256,"5 Brookford Place, Westmorland, Christchurch",Request timed out
58265,"78 Mary Street, Papanui, Christchurch",Request timed out
58271,"15 Jane Deans Close, Riccarton, Christchurch",Request timed out
58281,"15 Stourbridge Street, Spreydon, Christchurch",Request timed out
58282,"17 Dellow Place, Spreydon, Christchurch",Request timed out
58290,"46 Chipping Lane, Redwood, Christchurch",Request timed out
58291,"8 Farquhars Road, Redwood, Christchurch",Request timed out
58293,"69 Wingate Street, Redwood, Christchurch",Request timed out
58296,"36 Wiremu Street, Redwood, Christchurch",Request timed out
58297,"111 Mays Road, St Albans, Christchurch",Request timed out
58329,"50 Malvern Street, St Albans, Christchurch",Request timed out
58332,"30 Carrington Street, St Albans, Christchurch",Request timed out
58338,"161 St Asaph Street, Christchurch Central, Christchurch",Request timed out
58342,"102 Milton Street, Somerfield, Christchurch",Request timed out
58343,"112 Burke Street, Sydenham, Christchurch",Request timed out
58346,"75 Strickland Street, Sydenham, Christchurch",Request timed out
58350,"38 Woodard Terrace, Somerfield, Christchurch",Request timed out
58355,"3 Westenra Terrace, Cashmere, Christchurch",Request timed out
58364,"6 Glenfield Crescent, Mairehau, Christchurch",Request timed out
58365,"25 Francis Avenue, Mairehau, Christchurch",Request timed out
58370,"112 Peterborough Street, Christchurch Central, Christchurch",Request timed out
58377,"131 King Street, Sydenham, Christchurch",Request timed out
58387,"36 Colombo Street, Cashmere, Christchurch",Request timed out
58389,"10 Centaurus Road, Cashmere, Christchurch",Request timed out
58390,"21 Colombo Street, Cashmere, Christchurch",Request timed out
58397,"8 Marlin Place, Mairehau, Christchurch",Request timed out
58416,"196 Centaurus Road, Saint Martins, Christchurch",Request timed out
58426,"27 Baltimore Green, Shirley, Christchurch",Request timed out
58428,"8 Baltimore Green, Shirley, Christchurch",Request timed out
58429,"10 Bellbrook Crescent, Shirley, Christchurch",Request timed out
58431,"125 Marshland Road, Shirley, Christchurch",Request timed out
58435,"22 Emmett Street, Shirley, Christchurch",Request timed out
58437,"16 North Parade, Richmond, Christchurch",Request timed out
58438,"23 Stapletons Road, Richmond, Christchurch",Request timed out
58447,"15 Claxton Place, Saint Martins, Christchurch",Request timed out
58451,"50 Hawford Road, Opawa, Christchurch",Request timed out
58457,"53 Coopers Road, Dallington, Christchurch",Request timed out
58460,"60 Keller Street, Avonside, Christchurch",Request timed out
58462,"13 Marlborough Street, Phillipstown, Christchurch",Request timed out
58467,"17 Marcroft Street, Woolston, Christchurch",Request timed out
58469,"29 Grange Street, Hillsborough, Christchurch",Request timed out
58475,"69 Greenhaven Drive, Burwood, Christchurch",Request timed out
58483,"31 Cardrona Street, Avondale, Christchurch",Request timed out
58486,"11 Hulbert Street, Linwood, Christchurch",Request timed out
58487,"11 Carnarvon Street, Linwood, Christchurch",Request timed out
58488,"54 Carnarvon Street, Linwood, Christchurch",Request timed out
58497,"60 Riley Crescent, Woolston, Christchurch",Request timed out
58500,"18 Four Elms Place, Parklands, Christchurch",Request timed out
58501,"47 Parnwell Street, Burwood, Christchurch",Request timed out
58505,"10 Glenrowan Avenue, Avondale, Christchurch",Request timed out
58508,"16 Sharlick Street, Avondale, Christchurch",Request timed out
58525,"23 Amber Grove, Burwood, Christchurch",Request timed out
58528,"28 Basingstoke Street, Aranui, Christchurch",Request timed out
58532,"16 Stedley Place, Heathcote Valley, Christchurch",Request timed out
58533,"12 Beauford Place, Parklands, Christchurch",Request timed out
58534,"27 Lamorna Road, Parklands, Christchurch",Request timed out
58543,"15 Winchfield Street, Aranui, Christchurch",Request timed out
58545,"17 Mattingley Street, Aranui, Christchurch",Request timed out
58548,"3 Valley View, Mount Pleasant, Christchurch",Request timed out
58561,"10 Beresford Street, New Brighton, Christchurch",Request timed out
58564,"32 Hood Street, New Brighton, Christchurch",Request timed out
58569,"19 Caspian Street, South New Brighton, Christchurch",Request timed out
58580,"38 Wakefield Avenue, Sumner, Christchurch",Request timed out
58586,"29 Andrews Crescent, Spreydon, Christchurch",Request timed out
58588,"17B Shirley Road, Shirley, Christchurch",Request timed out
58616,"25/140 Aldwins Road, Phillipstown, Christchurch",Request timed out
58618,"12/140 Aldwins Road, Phillipstown, Christchurch",Request timed out
58624,"1/120 Huxley Street, Sydenham, Christchurch",Request timed out
58628,"2/129 Wordsworth Street, Sydenham, Christchurch",Request timed out
58686,"2/126 Aldwins Road, Phillipstown, Christchurch",Request timed out
58715,"31 Pentonville Close, Westmorland, Christchurch",Request timed out
58719,"16 Cayman Close, Shirley, Christchurch",Request timed out
58723,"74 Willowview Drive, Redwood, Christchurch",Request timed out
58731,"23A Kingham Place, Avonhead, Christchurch",Request timed out
58733,"62 Brodie Street, Ilam, Christchurch",Request timed out
58760,"7A Sunvale Terrace, Cashmere, Christchurch",Request timed out
58762,"126 Stapletons Road, Richmond, Christchurch",Request timed out
58768,"120 Woodham Road, Linwood, Christchurch",Request timed out
58772,"119 McBratneys Road, Dallington, Christchurch",Request timed out
58780,"38 Bromley Road, Bromley, Christchurch",Request timed out
58796,"167 St Asaph Street, Christchurch Central, Christchurch",Request timed out
58809,"11 Hemingway Place, Spencerville, Christchurch",Request timed out
58810,"16A Piko Crescent, Riccarton, Christchurch",Request timed out
58811,"67 Coolspring Way, Redwood, Christchurch",Request timed out
58813,"57 Grimseys Road, Redwood, Christchurch",Request timed out
58823,"4 Waireka Lane, Bexley, Christchurch",Request timed out
58849,"12 Millcreek Lane, Northwood, Christchurch",Request timed out
58850,"14 Jacques Way, Yaldhurst, Christchurch",Request timed out
58851,"10 The Oval, Hillmorton, Christchurch",Request timed out
58857,"57 Hoon Hay Road, Hoon Hay, Christchurch",Request timed out
58858,"13 Streamside Court, Woolston, Christchurch",Request timed out
58864,"356 Buchanans Road, Yaldhurst, Christchurch",Request timed out
58867,"103 Selwyn Street, Somerfield, Christchurch",Request timed out
58875,"11 Corserland Street, Burwood, Christchurch",Request timed out
58888,"2 Dalweny Lane, Cracroft, Christchurch",Request timed out
58898,"23 Holiday Drive, Mairehau, Christchurch",Request timed out
58902,"1/108 Staveley Street, Avonhead, Christchurch",Request timed out
58912,"28A Tyrone Street, Belfast, Christchurch",Request timed out
58919,"14 Slater Street, Richmond, Christchurch",Request timed out
58927,"5 Woolley Street, Avondale, Christchurch",Request timed out
58935,"38A Castletown Place, New Brighton, Christchurch",Request timed out
58966,"10 Belgrove Place, Parklands, Christchurch",Request timed out
58967,"15 Aylsham Lane, Casebrook, Christchurch",Request timed out
58970,"18 Maurice Stanton Place, Shirley, Christchurch",Request timed out
58983,"5 Longview Place, Burwood, Christchurch",Request timed out
58992,"58 Bamford Street, Woolston, Christchurch",Request timed out
58998,"140 Cavendish Road, Casebrook, Christchurch",Request timed out
59003,"112 Tuam Street, Christchurch Central, Christchurch",Request timed out
59012,"49 Brighton Mall, New Brighton, Christchurch",Request timed out
59015,"20 Raymond Road, Bromley, Christchurch",Request timed out
59016,"3 Carey Street, Somerfield, Christchurch",Request timed out
59019,"13 Ron Place, Bishopdale, Christchurch",Request timed out
59022,"38 Watford Street, Strowan, Christchurch",Request timed out
59040,"20 Bronco Drive, Aidanfield, Christchurch",Request timed out
59041,"11 Warhorse Gate, Halswell, Christchurch",Request timed out
59057,"2/36 Chelsea Street, Linwood, Christchurch",Request timed out
59063,"19/146 King Street, Sydenham, Christchurch",Request timed out
59076,"2/51 Rowan Avenue, Aranui, Christchurch",Request timed out
59094,"3/7 Curletts Road, Sockburn, Christchurch",Request timed out
59104,"109BAU Worcester Street, Christchurch Central, Christchurch",Request timed out
59120,"27 Tinokore Street, Hei Hei, Christchurch",Request timed out
59128,"100 Hei Hei Road, Hei Hei, Christchurch",Request timed out
59131,"31 Branston Street, Hornby, Christchurch",Request timed out
59137,"24 Showgate Avenue, Sockburn, Christchurch",Request timed out
59147,"18 Marshwood Place, Sockburn, Christchurch",Request timed out
59150,"11 Thornlea Place, Halswell, Christchurch",Request timed out
59161,"10 Avonhead Road, Avonhead, Christchurch",Request timed out
59163,"20 Santa Rosa Avenue, Halswell, Christchurch",Request timed out
59164,"12 Chatswood Place, Bishopdale, Christchurch",Request timed out
59167,"20 Parkham Drive, Burnside, Christchurch",Request timed out
59168,"22 Charlcott Street, Burnside, Christchurch",Request timed out
59193,"17 Mappleton Avenue, Burnside, Christchurch",Request timed out
59194,"18 Cranbrook Avenue, Burnside, Christchurch",Request timed out
59195,"19 Mappleton Avenue, Burnside, Christchurch",Request timed out
59218,"23 Charles Upham Avenue, Hillmorton, Christchurch",Request timed out
59221,"14 Corgwyn Avenue, Halswell, Christchurch",Request timed out
59228,"12 Hollyford Avenue, Bryndwr, Christchurch",Request timed out
59237,"16 Rowley Avenue, Hoon Hay, Christchurch",Request timed out
59238,"44 Stanton Crescent, Hoon Hay, Christchurch",Request timed out
59243,"121 Reynolds Avenue, Bishopdale, Christchurch",Request timed out
59247,"10 Morrison Avenue, Northcote, Christchurch",Request timed out
59251,"28 Morrison Avenue, Northcote, Christchurch",Request timed out
59260,"26 Blakehall Place, Spreydon, Christchurch",Request timed out
59265,"8 Mathers Road, Hoon Hay, Christchurch",Request timed out
59269,"35 Halliwell Avenue, Papanui, Christchurch",Request timed out
59272,"4 Harewood Road, Papanui, Christchurch",Request timed out
59276,"9 Desmond Street, Merivale, Christchurch",Request timed out
59284,"38 Rahera Street, Spreydon, Christchurch",Request timed out
59287,"8 Waimokihi Place, Somerfield, Christchurch",Request timed out
59296,"40 Ravensdale Rise, Westmorland, Christchurch",Request timed out
59306,"10 Mottram Street, Redwood, Christchurch",Request timed out
59307,"193 Main North Road, Redwood, Christchurch",Request timed out
59308,"53 Wingate Street, Redwood, Christchurch",Request timed out
59319,"30 Cox Street, Merivale, Christchurch",Request timed out
59322,"35 Disraeli Street, Addington, Christchurch",Request timed out
59326,"70 Coronation Street, Spreydon, Christchurch",Request timed out
59328,"52 Conway Street, Somerfield, Christchurch",Request timed out
59330,"125 Ashgrove Terrace, Somerfield, Christchurch",Request timed out
59333,"5 Marley View Street, Somerfield, Christchurch",Request timed out
59337,"3 Regency Crescent, Redwood, Christchurch",Request timed out
59341,"139 Mersey Street, St Albans, Christchurch",Request timed out
59342,"217 Weston Road, St Albans, Christchurch",Request timed out
59344,"12 Roosevelt Avenue, St Albans, Christchurch",Request timed out
59348,"82 Bealey Avenue, Christchurch Central, Christchurch",Request timed out
59350,"196 Montreal Street, Christchurch Central, Christchurch",Request timed out
59353,"107 Strickland Street, Sydenham, Christchurch",Request timed out
59354,"125 Milton Street, Somerfield, Christchurch",Request timed out
59373,"21 Patrick Street, Mairehau, Christchurch",Request timed out
59374,"23 Glenfield Crescent, Mairehau, Christchurch",Request timed out
59382,"134 Huxley Street, Sydenham, Christchurch",Request timed out
59385,"5 Coleridge Street, Sydenham, Christchurch",Request timed out
59387,"10 Tennyson Street, Sydenham, Christchurch",Request timed out
59388,"15 Norwood Street, Beckenham, Christchurch",Request timed out
59393,"60 Martin Avenue, Beckenham, Christchurch",Request timed out
59398,"52 Landsdowne Terrace, Cashmere, Christchurch",Request timed out
59400,"127 Kidson Terrace, Cashmere, Christchurch",Request timed out
59408,"25 Manuka Street, Mairehau, Christchurch",Request timed out
59426,"17 Goldsmith Place, Waltham, Christchurch",Request timed out
59427,"187 Hastings Street East, Waltham, Christchurch",Request timed out
59435,"4 St Martins Road, Saint Martins, Christchurch",Request timed out
59440,"11 Hammersley Avenue, Shirley, Christchurch",Request timed out
