,address,boolean
2786,"15 Rosamund Place, Halswell, Christchurch",Request timed out
2787,"11 Checketts Avenue, Halswell, Christchurch",Request timed out
2791,"14 Stackhouse Avenue, Bishopdale, Christchurch",Request timed out
2792,"50 Hamilton Avenue, Ilam, Christchurch",Request timed out
2795,"10 Honeysuckle Place, Northcote, Christchurch",Request timed out
2798,"27 Rollesby Street, Hoon Hay, Christchurch",Request timed out
2804,"110 Burke Street, Sydenham, Christchurch",Request timed out
2805,"15 Stenness Avenue, Somerfield, Christchurch",Request timed out
2812,"21 Tasman Place, Burwood, Christchurch",Request timed out
2813,"14 Halley Place, Avonside, Christchurch",Request timed out
2817,"51 Maunsell Street, Woolston, Christchurch",Request timed out
2818,"10 Corokia Close, Brooklands, Christchurch",Request timed out
2820,"29 Carisbrooke Street, Aranui, Christchurch",Request timed out
2823,"14 Morganwood Street, Bexley, Christchurch",Request timed out
2825,"31 Mataroa Place, Parklands, Christchurch",Request timed out
2834,"12 St Marys Court, Sydenham, Christchurch",Request timed out
2835,"27 Garvins Road, Hornby, Christchurch",Request timed out
2836,"1 Wiltshire Mews, Avonhead, Christchurch",Request timed out
2837,"47 Worthy Street, Ilam, Christchurch",Request timed out
2838,"19 Rosamund Place, Halswell, Christchurch",Request timed out
2839,"20 Chedworth Avenue, Bishopdale, Christchurch",Request timed out
2840,"21 Stackhouse Avenue, Bishopdale, Christchurch",Request timed out
2841,"12 Halliwell Avenue, Papanui, Christchurch",Request timed out
2842,"44 Hawthorne Street, Strowan, Christchurch",Request timed out
2847,"17 Momorangi Crescent, Redwood, Christchurch",Request timed out
2849,"45 Mays Road, St Albans, Christchurch",Request timed out
2851,"31 Shalamar Drive, Cashmere, Christchurch",Request timed out
2853,"11 Warrington Street, Mairehau, Christchurch",Request timed out
2855,"17 Parklands Drive, Huntsbury, Christchurch",Request timed out
2858,"14 Coopers Road, Dallington, Christchurch",Request timed out
2859,"15 Robin Street, Burwood, Christchurch",Request timed out
2860,"17 Waratah Street, Avondale, Christchurch",Request timed out
2861,"25 Martindales Road, Heathcote Valley, Christchurch",Request timed out
2862,"64 Martindales Road, Heathcote Valley, Christchurch",Request timed out
2864,"302/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2865,"109BAQ Worcester Street, Christchurch Central, Christchurch",Request timed out
2866,"42 Mahlet Street, Northwood, Christchurch",Request timed out
2868,"14 Marymere Place, Hei Hei, Christchurch",Request timed out
2869,"124 Waterloo Road, Hornby, Christchurch",Request timed out
2871,"28 Coppinger Terrace, Aidanfield, Christchurch",Request timed out
2872,"34 Wakefield Avenue, Sumner, Christchurch",Request timed out
2874,"21 Tavistock Place, Russley, Christchurch",Request timed out
2875,"29 Brockhall Lane, Avonhead, Christchurch",Request timed out
2877,"17 Mooray Avenue, Bishopdale, Christchurch",Request timed out
2880,"12 Willowbrook Place, Fendalton, Christchurch",Request timed out
2882,"21 Waiwetu Street, Fendalton, Christchurch",Request timed out
2883,"32 Hamilton Avenue, Ilam, Christchurch",Request timed out
2889,"105 Hoani Street, Northcote, Christchurch",Request timed out
2890,"31 Rochdale Street, Fendalton, Christchurch",Request timed out
2894,"17 Strowan Road, Strowan, Christchurch",Request timed out
2897,"11 Rosebery Street, Spreydon, Christchurch",Request timed out
2898,"10 Te Maru Place, Redwood, Christchurch",Request timed out
2906,"5 Cargill Place, Richmond, Christchurch",Request timed out
2910,"123 St Martins Road, Saint Martins, Christchurch",Request timed out
2914,"4 Glenview Terrace, Saint Martins, Christchurch",Request timed out
2916,"34 Robson Avenue, Avonside, Christchurch",Request timed out
2918,"110 Sullivan Avenue, Woolston, Christchurch",Request timed out
2928,"22 Mary McLean Place, Hillsborough, Christchurch",Request timed out
2929,"2/172 Soleares Avenue, Mount Pleasant, Christchurch",Request timed out
2930,"121A Worcester Street, Christchurch Central, Christchurch",Request timed out
2931,"23 Charon Street, Brooklands, Christchurch",Request timed out
2934,"18 Station Road, Heathcote Valley, Christchurch",Request timed out
2935,"17 Monowai Crescent, North New Brighton, Christchurch",Request timed out
2936,"11 Mary McLean Place, Hillsborough, Christchurch",Request timed out
2938,"21 Matangi Street, Hei Hei, Christchurch",Request timed out
2941,"16 Sydney Street, Spreydon, Christchurch",Request timed out
2942,"30 Tonbridge Street, Merivale, Christchurch",Request timed out
2943,"301 Brougham Street, Sydenham, Christchurch",Request timed out
2947,"17 Robson Avenue, Avonside, Christchurch",Request timed out
2948,"42 Waitikiri Drive, Parklands, Christchurch",Request timed out
2949,"10 Shortland Street, Wainoni, Christchurch",Request timed out
2950,"47A Eaglesome Avenue, Aidanfield, Christchurch",Request timed out
2953,"109BAG Worcester Street, Christchurch Central, Christchurch",Request timed out
2954,"11 Famille Close, Yaldhurst, Christchurch",Request timed out
2956,"24 Rosewarne Street, Spreydon, Christchurch",Request timed out
2958,"49 Harrison Street, Mairehau, Christchurch",Request timed out
2959,"11 Concord Place, Burwood, Christchurch",Request timed out
2960,"15 Roimata Place, Woolston, Christchurch",Request timed out
2961,"35/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
2962,"114A Barrington Street, Somerfield, Christchurch",Request timed out
2963,"31A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
2964,"16D/166 Gloucester Street, Christchurch Central, Christchurch",Request timed out
2965,"8I/166 Gloucester Street, Christchurch Central, Christchurch",Request timed out
2967,"7 Marshwood Place, Sockburn, Christchurch",Request timed out
2970,"12 Hansons Lane, Upper Riccarton, Christchurch",Request timed out
2971,"16 Rosamund Place, Halswell, Christchurch",Request timed out
2983,"10 Haslett Place, Upper Riccarton, Christchurch",Request timed out
2984,"17 Rountree Street, Upper Riccarton, Christchurch",Request timed out
2992,"21 Mansfield Avenue, St Albans, Christchurch",Request timed out
2997,"22 Kingsley Street, Sydenham, Christchurch",Request timed out
2998,"32 Martin Avenue, Beckenham, Christchurch",Request timed out
3001,"32 Major Aitken Drive, Huntsbury, Christchurch",Request timed out
3013,"25 Styx River Place, Spencerville, Christchurch",Request timed out
3020,"38 Colenso Street, Sumner, Christchurch",Request timed out
3047,"7 Rosebery Street, Spreydon, Christchurch",Request timed out
3052,"11 Skipton Street, Mairehau, Christchurch",Request timed out
3056,"25 Staffa Street, Woolston, Christchurch",Request timed out
3062,"18 Pacific Road, North New Brighton, Christchurch",Request timed out
3063,"11 Collingwood Street, New Brighton, Christchurch",Request timed out
3067,"88/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
3070,"10B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
3071,"61A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
3072,"48 Westpark Drive, Burnside, Christchurch",Request timed out
3095,"62 Warren Crescent, Hillmorton, Christchurch",Request timed out
3096,"11 Harling Avenue, Hillmorton, Christchurch",Request timed out
3101,"11 Harris Crescent, Papanui, Christchurch",Request timed out
3140,"25 Mountbatten Street, New Brighton, Christchurch",Request timed out
3141,"140 Glenstrae Road, Redcliffs, Christchurch",Request timed out
3153,"11 Fantasia Gardens, Northwood, Christchurch",Request timed out
3171,"69 Brodie Street, Ilam, Christchurch",Request timed out
3172,"16 Cam Place, Harewood, Christchurch",Request timed out
3174,"18 Kingrove Street, Bishopdale, Christchurch",Request timed out
3175,"42 Raleigh Street, Bishopdale, Christchurch",Request timed out
3180,"42 Hands Road, Middleton, Christchurch",Request timed out
3199,"11 Farquhars Road, Redwood, Christchurch",Request timed out
3206,"29D Hamilton Avenue, Ilam, Christchurch",Request timed out
3209,"109BAN Worcester Street, Christchurch Central, Christchurch",Request timed out
3228,"15 Tekapo Place, Opawa, Christchurch",Request timed out
3232,"110 St Johns Street, Woolston, Christchurch",Request timed out
3234,"15 Maces Road, Bromley, Christchurch",Request timed out
3236,"7 Broadpark Road, Waimairi Beach, Christchurch",Request timed out
3238,"40 Waitaki Street, Bexley, Christchurch",Request timed out
3248,"33 Holland Street, Avonside, Christchurch",Request timed out
3249,"11 Betula Place, Parklands, Christchurch",Request timed out
3251,"56 Becmead Drive, Harewood, Christchurch",Request timed out
3256,"20 Branston Street, Hornby, Christchurch",Request timed out
3268,"11 Carol Place, Halswell, Christchurch",Request timed out
3270,"19 Warren Crescent, Hillmorton, Christchurch",Request timed out
3271,"11 Salmond Street, Hoon Hay, Christchurch",Request timed out
3274,"25 Brockham Street, Casebrook, Christchurch",Request timed out
3276,"42 Harris Crescent, Papanui, Christchurch",Request timed out
3277,"34 Maryhill Avenue, Hoon Hay, Christchurch",Request timed out
3281,"21 MacAulay Street, Addington, Christchurch",Request timed out
3283,"18 Pahau Place, Cracroft, Christchurch",Request timed out
3284,"29 Brougham Street, Addington, Christchurch",Request timed out
3286,"25 Molesworth Place, Somerfield, Christchurch",Request timed out
3289,"16 Malvern Street, St Albans, Christchurch",Request timed out
3290,"28 Courtenay Street, St Albans, Christchurch",Request timed out
3291,"32 Hawkesbury Avenue, St Albans, Christchurch",Request timed out
3292,"179 Brougham Street, Sydenham, Christchurch",Request timed out
3293,"21 Kidson Terrace, Cashmere, Christchurch",Request timed out
3296,"10 Bradford Avenue, Sydenham, Christchurch",Request timed out
3297,"10 Rossmore Terrace, Cashmere, Christchurch",Request timed out
3298,"16 Mahars Road, Mairehau, Christchurch",Request timed out
3299,"29 Greenwood Close, Mairehau, Christchurch",Request timed out
3300,"17 Carrick Street, Mairehau, Christchurch",Request timed out
3301,"17 Harvey Terrace, Richmond, Christchurch",Request timed out
3302,"94 Martin Avenue, Beckenham, Christchurch",Request timed out
3303,"104 Briggs Road, Shirley, Christchurch",Request timed out
3304,"42 Marshland Road, Shirley, Christchurch",Request timed out
3305,"29 Beckford Road, Saint Martins, Christchurch",Request timed out
3306,"6 Bray Street, Woolston, Christchurch",Request timed out
3307,"56 Hopkins Street, Woolston, Christchurch",Request timed out
3308,"21 Waitikiri Drive, Parklands, Christchurch",Request timed out
3309,"15 Moyna Avenue, Dallington, Christchurch",Request timed out
3311,"48 Maunsell Street, Woolston, Christchurch",Request timed out
3312,"29 Belmont Street, Avondale, Christchurch",Request timed out
3315,"11 Maces Road, Bromley, Christchurch",Request timed out
3316,"31 Martindales Road, Heathcote Valley, Christchurch",Request timed out
3317,"10 Sandholm Close, North New Brighton, Christchurch",Request timed out
3318,"31 Wairoa Street, Bexley, Christchurch",Request timed out
3319,"53 Marama Crescent, Mount Pleasant, Christchurch",Request timed out
3322,"17 Mahlet Street, Northwood, Christchurch",Request timed out
3323,"10 Millway Place, Huntsbury, Christchurch",Request timed out
3326,"7 Mariposa Crescent, Aidanfield, Christchurch",Request timed out
3329,"238/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
3331,"109BM Worcester Street, Christchurch Central, Christchurch",Request timed out
3332,"22B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
3333,"25 St Josephs Court, Sydenham, Christchurch",Request timed out
3335,"1 Finsbury Street, Islington, Christchurch",Request timed out
3336,"15 Matangi Street, Hei Hei, Christchurch",Request timed out
3339,"25 Strathean Avenue, Avonhead, Christchurch",Request timed out
3341,"15 Balcairn Street, Halswell, Christchurch",Request timed out
3346,"34 Magdala Place, Middleton, Christchurch",Request timed out
3347,"17 Cardinal Drive, Hillmorton, Christchurch",Request timed out
3348,"17 Rowley Avenue, Hoon Hay, Christchurch",Request timed out
3349,"19 Rowley Avenue, Hoon Hay, Christchurch",Request timed out
3354,"18 Bath Street, Christchurch Central, Christchurch",Request timed out
3355,"11 Bracken Street, Avonside, Christchurch",Request timed out
3362,"14 Bengal Drive, Cashmere, Christchurch",Request timed out
3366,"14A Haynes Avenue, Upper Riccarton, Christchurch",Request timed out
3367,"17/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
3368,"32A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
3369,"30 Wilmington Place, Shirley, Christchurch",Request timed out
3371,"46A Kent Lodge Avenue, Avonhead, Christchurch",Request timed out
3377,"31B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
3378,"32B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
3379,"3AD/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
3380,"26 Matangi Street, Hei Hei, Christchurch",Request timed out
3381,"38 Blankney Street, Hornby, Christchurch",Request timed out
3391,"14 Moule Street, Addington, Christchurch",Request timed out
3392,"42 Maryhill Avenue, Hoon Hay, Christchurch",Request timed out
3394,"49 Halliwell Avenue, Papanui, Christchurch",Request timed out
3413,"5 Broadhaven Avenue, Parklands, Christchurch",Request timed out
3420,"14A Havelock Street, Phillipstown, Christchurch",Request timed out
3427,"10 Breton Close, Northwood, Christchurch",Request timed out
3428,"23 Mokihi Gardens, Hillmorton, Christchurch",Request timed out
3429,"11 Corokia Close, Brooklands, Christchurch",Request timed out
3430,"18 Lindores Street, Addington, Christchurch",Request timed out
3432,"17 Mary McLean Place, Hillsborough, Christchurch",Request timed out
3433,"11 Branston Street, Hornby, Christchurch",Request timed out
3437,"32 Todd Avenue, Bishopdale, Christchurch",Request timed out
3438,"30 Banbury Street, Burnside, Christchurch",Request timed out
3439,"25 Hadlow Place, Burnside, Christchurch",Request timed out
3440,"11 Larsens Road, Halswell, Christchurch",Request timed out
3444,"16 Middleton Road, Upper Riccarton, Christchurch",Request timed out
3445,"21 Cardinal Drive, Hillmorton, Christchurch",Request timed out
3450,"10 Herdman Street, Hoon Hay, Christchurch",Request timed out
3453,"16 Rossiter Avenue, Redwood, Christchurch",Request timed out
3457,"30 Carlyle Street, Sydenham, Christchurch",Request timed out
3458,"2 Cherryburton Place, Shirley, Christchurch",Request timed out
3459,"46 Retreat Road, Avonside, Christchurch",Request timed out
3460,"27 Horseshoe Lake Road, Shirley, Christchurch",Request timed out
3461,"37 Maling Street, Avonside, Christchurch",Request timed out
3462,"113 Sullivan Avenue, Woolston, Christchurch",Request timed out
3463,"11 Glenrowan Avenue, Avondale, Christchurch",Request timed out
3464,"14 Tamarisk Place, Parklands, Christchurch",Request timed out
3466,"19 Wattle Drive, New Brighton, Christchurch",Request timed out
3467,"29 Wetlands Grove, Bexley, Christchurch",Request timed out
3468,"25 Clifton Terrace, Clifton, Christchurch",Request timed out
3469,"77/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
3471,"4/336 Lincoln Road, Addington, Christchurch",Request timed out
3472,"2/15 Baladin Street, Avondale, Christchurch",Request timed out
3473,"50B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
3474,"6 Browns Road, St Albans, Christchurch",Request timed out
3476,"20A Torrens Road, Hillmorton, Christchurch",Request timed out
3478,"11 Bangor Street, Christchurch Central, Christchurch",Request timed out
3479,"82 Halberg Street, Dallington, Christchurch",Request timed out
3480,"103 Hay Street, Bromley, Christchurch",Request timed out
3491,"14 Belgrove Place, Parklands, Christchurch",Request timed out
3496,"199/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
3500,"18 Lancewood Drive, Halswell, Christchurch",Request timed out
3504,"7 Seagrave Place, Ilam, Christchurch",Request timed out
3505,"3 Gothic Place, Ilam, Christchurch",Request timed out
3511,"18 Bethel Crescent, Bishopdale, Christchurch",Request timed out
3513,"11 Cottesmore Close, Burnside, Christchurch",Request timed out
3521,"10 Marsack Crescent, Halswell, Christchurch",Request timed out
3524,"40 Jennifer Street, Bryndwr, Christchurch",Request timed out
3525,"171 Fendalton Road, Fendalton, Christchurch",Request timed out
3526,"45 Kotare Street, Fendalton, Christchurch",Request timed out
3527,"28 Piko Crescent, Riccarton, Christchurch",Request timed out
3528,"46 Totara Street, Fendalton, Christchurch",Request timed out
3530,"10 Maryhill Avenue, Hoon Hay, Christchurch",Request timed out
3531,"143 Hoon Hay Road, Hoon Hay, Christchurch",Request timed out
3541,"241 Colombo Street, Sydenham, Christchurch",Request timed out
3546,"103 Hargood Street, Woolston, Christchurch",Request timed out
3550,"4 Rowan Avenue, Aranui, Christchurch",Request timed out
3551,"22 Mafeking Street, New Brighton, Christchurch",Request timed out
3552,"29/336 Lincoln Road, Addington, Christchurch",Request timed out
3553,"109BAB Worcester Street, Christchurch Central, Christchurch",Request timed out
3554,"109BF Worcester Street, Christchurch Central, Christchurch",Request timed out
3556,"2AB/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
3557,"10 Panache Place, Northwood, Christchurch",Request timed out
3558,"20 Masham Road, Broomfield, Christchurch",Request timed out
3561,"26 Kilmarnock Street, Riccarton, Christchurch",Request timed out
3562,"17 Mariposa Crescent, Aidanfield, Christchurch",Request timed out
3563,"23 Kathleen Crescent, Hornby, Christchurch",Request timed out
3564,"4 Skerten Avenue, Hornby, Christchurch",Request timed out
3565,"8 Ruakaka Street, Hornby, Christchurch",Request timed out
3566,"135 Buchanans Road, Hei Hei, Christchurch",Request timed out
3568,"31 Showgate Avenue, Sockburn, Christchurch",Request timed out
3569,"10 Caudron Road, Wigram, Christchurch",Request timed out
3570,"481 Avonhead Road, Avonhead, Christchurch",Request timed out
3573,"29 Westlake Drive, Halswell, Christchurch",Request timed out
3585,"47 Rountree Street, Upper Riccarton, Christchurch",Request timed out
3591,"37 Brockham Street, Casebrook, Christchurch",Request timed out
3592,"39 Brogar Place, Casebrook, Christchurch",Request timed out
3593,"14 Moreland Avenue, Papanui, Christchurch",Request timed out
3594,"17 Alpha Avenue, Strowan, Christchurch",Request timed out
3595,"11 Matai Street East, Riccarton, Christchurch",Request timed out
3599,"11 Mavin Road, Hoon Hay, Christchurch",Request timed out
3600,"11 Mansfield Avenue, St Albans, Christchurch",Request timed out
3601,"20 Stanley Street, Sydenham, Christchurch",Request timed out
3604,"253 Innes Road, Mairehau, Christchurch",Request timed out
3605,"16 Champion Street, Edgeware, Christchurch",Request timed out
3606,"20 Huntsbury Avenue, Huntsbury, Christchurch",Request timed out
3607,"121 Briggs Road, Shirley, Christchurch",Request timed out
3608,"156 Marshland Road, Shirley, Christchurch",Request timed out
3615,"117 Woodham Road, Linwood, Christchurch",Request timed out
3620,"14 Winston Avenue, Papanui, Christchurch",Request timed out
3625,"34 St Josephs Court, Sydenham, Christchurch",Request timed out
3626,"135 Hampshire Street, Aranui, Christchurch",Request timed out
3627,"27 Corhampton Street, Aranui, Christchurch",Request timed out
3629,"17 Rosanna Place, Aranui, Christchurch",Request timed out
3630,"25 St Heliers Crescent, Aranui, Christchurch",Request timed out
3632,"18 Halton Street, Strowan, Christchurch",Request timed out
3633,"20A Te Maru Place, Redwood, Christchurch",Request timed out
3634,"103 Huntsbury Avenue, Huntsbury, Christchurch",Request timed out
3640,"11 Cayman Close, Shirley, Christchurch",Request timed out
3641,"11 Taunton Green, Papanui, Christchurch",Request timed out
3643,"10 Carradale Avenue, Broomfield, Christchurch",Request timed out
3648,"16 Berkshire Drive, Avonhead, Christchurch",Request timed out
3655,"11 Colman Avenue, Sockburn, Christchurch",Request timed out
3658,"16 Brackendale Place, Burnside, Christchurch",Request timed out
3660,"18 Hampton Place, Burnside, Christchurch",Request timed out
3664,"26 Winsor Crescent, Spreydon, Christchurch",Request timed out
3665,"31 Shrewsbury Street, Merivale, Christchurch",Request timed out
3666,"12 Conway Street, Somerfield, Christchurch",Request timed out
3670,"38 Mayfield Avenue, Mairehau, Christchurch",Request timed out
3671,"354 Tuam Street, Christchurch Central, Christchurch",Request timed out
3674,"18 Marine Parade, North New Brighton, Christchurch",Request timed out
3678,"7/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
3680,"17/13 Colman Avenue, Sockburn, Christchurch",Request timed out
3681,"1/117 Beresford Street, New Brighton, Christchurch",Request timed out
3682,"109BAD Worcester Street, Christchurch Central, Christchurch",Request timed out
3683,"8D/166 Gloucester Street, Christchurch Central, Christchurch",Request timed out
3684,"3/11 Allard Street, Edgeware, Christchurch",Request timed out
3685,"17/14 Brougham Street, Addington, Christchurch",Request timed out
3686,"12 Betula Place, Parklands, Christchurch",Request timed out
3688,"10 MacGibbon Place, Spreydon, Christchurch",Request timed out
3689,"89/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
3690,"18/336 Lincoln Road, Addington, Christchurch",Request timed out
3691,"109BU Worcester Street, Christchurch Central, Christchurch",Request timed out
3692,"109BI Worcester Street, Christchurch Central, Christchurch",Request timed out
3693,"41B/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
3694,"3AC/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
3698,"14 Marion Street, Hoon Hay, Christchurch",Request timed out
3699,"45 Bellbrook Crescent, Shirley, Christchurch",Request timed out
3700,"110 McGregors Road, Linwood, Christchurch",Request timed out
3701,"12 Mafeking Street, New Brighton, Christchurch",Request timed out
3702,"18 Haslett Place, Upper Riccarton, Christchurch",Request timed out
3703,"18 Harling Avenue, Hillmorton, Christchurch",Request timed out
3704,"11 Martbern Crescent, Bishopdale, Christchurch",Request timed out
3706,"47 Halton Street, Strowan, Christchurch",Request timed out
3709,"42 Somerset Crescent, Spreydon, Christchurch",Request timed out
3711,"12 MacMillan Avenue, Cashmere, Christchurch",Request timed out
3712,"16 Mayfield Avenue, Mairehau, Christchurch",Request timed out
3713,"12 Roxburgh Street, Sydenham, Christchurch",Request timed out
3716,"27 Hargood Street, Woolston, Christchurch",Request timed out
3717,"34 Glenstrae Road, Redcliffs, Christchurch",Request timed out
3722,"17 Marguerite Place, Aidanfield, Christchurch",Request timed out
3726,"129/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
3727,"16/336 Lincoln Road, Addington, Christchurch",Request timed out
3728,"102A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
3730,"186 Lincoln Road, Addington, Christchurch",Request timed out
3733,"19 Amuri Street, Hei Hei, Christchurch",Request timed out
3734,"20 Kathleen Crescent, Hornby, Christchurch",Request timed out
3738,"5 Paradyne Place, Wigram, Christchurch",Request timed out
3739,"31 Marquess Avenue, Halswell, Christchurch",Request timed out
3742,"22 Barlow Street, Ilam, Christchurch",Request timed out
3743,"18 Cardinal Drive, Hillmorton, Christchurch",Request timed out
3746,"46 Martbern Crescent, Bishopdale, Christchurch",Request timed out
3757,"45 Cox Street, Merivale, Christchurch",Request timed out
3759,"29 Greta Place, Hoon Hay, Christchurch",Request timed out
3760,"10 Mayo Place, Belfast, Christchurch",Request timed out
3762,"12 Malvern Street, St Albans, Christchurch",Request timed out
3765,"17 Manhire Street, Spreydon, Christchurch",Request timed out
3767,"102 Malcolm Avenue, Beckenham, Christchurch",Request timed out
3769,"18 Landsdowne Terrace, Cashmere, Christchurch",Request timed out
3770,"12 Manuka Street, Mairehau, Christchurch",Request timed out
3773,"32 Stapletons Road, Richmond, Christchurch",Request timed out
3775,"25 Marlborough Street, Phillipstown, Christchurch",Request timed out
3778,"14 Robin Street, Burwood, Christchurch",Request timed out
3779,"17 Charon Street, Brooklands, Christchurch",Request timed out
3783,"32 Waitaki Street, Bexley, Christchurch",Request timed out
3784,"14 Rossall Street, Merivale, Christchurch",Request timed out
3787,"16 Mary McLean Place, Hillsborough, Christchurch",Request timed out
3788,"16 Marwick Place, Redwood, Christchurch",Request timed out
3789,"11 Marshwood Place, Sockburn, Christchurch",Request timed out
3795,"10 Paeroa Street, Riccarton, Christchurch",Request timed out
3796,"21 Walnut Avenue, Strowan, Christchurch",Request timed out
3797,"32 Waipara Street, Cracroft, Christchurch",Request timed out
3798,"11 Winters Road, Redwood, Christchurch",Request timed out
3799,"28 Mays Road, St Albans, Christchurch",Request timed out
3802,"34 Mountfort Street, Spreydon, Christchurch",Request timed out
3803,"79 Malvern Street, St Albans, Christchurch",Request timed out
3804,"1/117 Somerfield Street, Somerfield, Christchurch",Request timed out
3809,"6 Marlin Place, Mairehau, Christchurch",Request timed out
3811,"166 Marshland Road, Shirley, Christchurch",Request timed out
3813,"32 Wades Avenue, Saint Martins, Christchurch",Request timed out
3816,"17 Hart Street, Woolston, Christchurch",Request timed out
3817,"166 MacKenzie Avenue, Woolston, Christchurch",Request timed out
3818,"39 Marshall Street, Woolston, Christchurch",Request timed out
3819,"20 Kirner Street, Burwood, Christchurch",Request timed out
3820,"18 Carnarvon Street, Linwood, Christchurch",Request timed out
3822,"39 Brooker Avenue, Burwood, Christchurch",Request timed out
3824,"17 Royalist Avenue, North New Brighton, Christchurch",Request timed out
3827,"2 Marigold Lane, Bexley, Christchurch",Request timed out
3830,"12 Hilltop Lane, Mount Pleasant, Christchurch",Request timed out
3834,"33 Wiggins Street, Sumner, Christchurch",Request timed out
3840,"109BAL Worcester Street, Christchurch Central, Christchurch",Request timed out
3841,"301A/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
3843,"257/166 Gloucester Street, Christchurch Central, Christchurch",Request timed out
3845,"2/135 Edinburgh Street, Spreydon, Christchurch",Request timed out
3846,"1AE/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
3847,"1AA/109 Worcester Street, Christchurch Central, Christchurch",Request timed out
3848,"29A Tika Street, Riccarton, Christchurch",Request timed out
3849,"3 Olmstead Lane, Huntsbury, Christchurch",Request timed out
3850,"10 Kereru Lane, Riccarton, Christchurch",Request timed out
3860,"14 Roystone Way, Huntsbury, Christchurch",Request timed out
3861,"18 Hands Road, Addington, Christchurch",Request timed out
3862,"28 Mary McLean Place, Hillsborough, Christchurch",Request timed out
3863,"25/1 Lady Isaac Way, Mairehau, Christchurch",Request timed out
3864,"21 Malabar Crescent, Broomfield, Christchurch",Request timed out
3867,"45 Bentley Street, Russley, Christchurch",Request timed out
3868,"11 Wiltshire Mews, Avonhead, Christchurch",Request timed out
3869,"23 Marquess Avenue, Halswell, Christchurch",Request timed out
3872,"285 Waimairi Road, Ilam, Christchurch",Request timed out
3873,"130 Maidstone Road, Ilam, Christchurch",Request timed out
3874,"29 Cobra Street, Halswell, Christchurch",Request timed out
3876,"19 Wilton Crescent, Bishopdale, Christchurch",Request timed out
3879,"15 Marsack Crescent, Halswell, Christchurch",Request timed out
3880,"19 Marsack Crescent, Halswell, Christchurch",Request timed out
3884,"4 Baldoyle Way, Casebrook, Christchurch",Request timed out
3895,"11 Piko Crescent, Riccarton, Christchurch",Request timed out
3898,"2 Martell Place, Hoon Hay, Christchurch",Request timed out
3899,"25 Makora Street, Fendalton, Christchurch",Request timed out
3900,"28 Maryhill Avenue, Hoon Hay, Christchurch",Request timed out
3905,"20 Main North Road, Papanui, Christchurch",Request timed out
3907,"23 Kaiwara Street, Hoon Hay, Christchurch",Request timed out
3915,"12 Browns Road, St Albans, Christchurch",Request timed out
3919,"15 Baretta Street, Somerfield, Christchurch",Request timed out
3920,"67 Mayfield Avenue, Mairehau, Christchurch",Request timed out
3924,"11 Marlin Place, Mairehau, Christchurch",Request timed out
3928,"64 Mackworth Street, Woolston, Christchurch",Request timed out
3929,"46 Stillwater Avenue, Burwood, Christchurch",Request timed out
3930,"19 Loughton Street, Burwood, Christchurch",Request timed out
3932,"52 Rowcliffe Crescent, Avonside, Christchurch",Request timed out
3933,"31 Maunsell Street, Woolston, Christchurch",Request timed out
3934,"18 Glenrowan Avenue, Avondale, Christchurch",Request timed out
3935,"67 Mauger Drive, Heathcote Valley, Christchurch",Request timed out
3936,"11 Blackridge Lane, Brooklands, Christchurch",Request timed out
3937,"20 Stedley Place, Heathcote Valley, Christchurch",Request timed out
3941,"71 St Heliers Crescent, Aranui, Christchurch",Request timed out
3943,"19 Wetlands Grove, Bexley, Christchurch",Request timed out
3945,"24 Brighton Mall, New Brighton, Christchurch",Request timed out
3946,"3 Greenmeadow Gardens, Belfast, Christchurch",Request timed out
3947,"2/135 Olliviers Road, Phillipstown, Christchurch",Request timed out
3951,"70/113 Worcester Street, Christchurch Central, Christchurch",Request timed out
3955,"27 Harrys Way, Redwood, Christchurch",Request timed out
3956,"24 Harrys Way, Redwood, Christchurch",Request timed out
3957,"20 Harrys Way, Redwood, Christchurch",Request timed out
3959,"255 Mairehau Road, Burwood, Christchurch",Request timed out
